ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1986,1986-10-05,5,23.183,KAN,,RAI,L 17-24,,0,0,,0,,,0,0,,0,3,49,16.33,0,0,0,,0,0,0
2,1986,1986-10-12,6,23.190,KAN,@,CLE,L 7-20,,1,18,18.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
3,1986,1986-10-19,7,23.197,KAN,,SDG,W 42-41,,0,0,,0,,,0,0,,0,1,26,26.00,0,0,0,,0,0,0
4,1986,1986-10-26,8,23.204,KAN,,TAM,W 27-20,,0,0,,0,,,,,,,0,0,,0,0,0,,0,,
5,1986,1986-11-02,9,23.211,KAN,@,SDG,W 24-23,,2,52,26.00,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
6,1986,1986-11-09,10,23.218,KAN,,SEA,W 27-7,,1,10,10.00,0,,,0,0,,0,0,0,,0,5,13,2.60,0,0,0
7,1986,1986-11-16,11,23.225,KAN,@,DEN,L 17-38,,0,0,,0,,,,,,,0,0,,0,0,0,,0,,
8,1986,1986-11-23,12,23.232,KAN,@,STL,L 14-23,,1,12,12.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
9,1986,1986-11-30,13,23.239,KAN,,BUF,L 14-17,,0,0,,0,,,0,0,,0,2,40,20.00,0,1,7,7.00,0,0,0
10,1986,1986-12-07,14,23.246,KAN,,DEN,W 37-10,,1,10,10.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
11,1986,1986-12-14,15,23.253,KAN,@,RAI,W 20-17,,1,35,35.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
12,1986,1986-12-21,16,23.260,KAN,@,PIT,W 24-19,,2,74,37.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
13,1988,1988-09-04,1,25.152,KAN,,CLE,L 3-6,,0,0,,0,,,,,,,,,,,,,,,,
14,1988,1988-09-11,2,25.159,KAN,@,SEA,L 10-31,,1,19,19.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
15,1988,1988-09-18,3,25.166,KAN,,DEN,W 20-13,,3,35,11.67,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
16,1988,1988-09-25,4,25.173,KAN,,SDG,L 23-24,,2,30,15.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
17,1988,1988-10-02,5,25.180,KAN,@,NYJ,T 17-17,,6,87,14.50,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
18,1988,1988-10-09,6,25.187,KAN,@,HOU,L 6-7,,2,28,14.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
19,1988,1988-10-16,7,25.194,KAN,,RAI,L 17-27,,2,14,7.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
20,1988,1988-10-23,8,25.201,KAN,,DET,L 6-7,,0,0,,0,,,,,,,,,,,,,,,,
21,1988,1988-10-30,9,25.208,KAN,@,RAI,L 10-17,,1,11,11.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
22,1988,1988-11-06,10,25.215,KAN,@,DEN,L 11-17,,2,39,19.50,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
23,1988,1988-11-13,11,25.222,KAN,,CIN,W 31-28,,1,11,11.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
