ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2000,2000-09-03,1,22.256,CLE,,JAX,L 7-27,,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
2,2000,2000-09-10,2,22.263,CLE,@,CIN,W 24-7,,1,1,12,12.00,0,100.0%,12.00,1,-1,-1.00,0,0,0,,0,0,0,,,,,,0,0,,0,2,5,2.50,0,0,0,0.0,,
3,2000,2000-09-17,3,22.270,CLE,,PIT,W 23-20,,2,2,27,13.50,0,100.0%,13.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,5,5.00,0,0,0,0.0,,
4,2000,2000-09-24,4,22.277,CLE,@,OAK,L 10-36,,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,4,40,10.00,0,0,0,0.0,,
5,2000,2000-10-01,5,22.284,CLE,,BAL,L 0-12,*,7,4,43,10.75,0,57.1%,6.14,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,16,8.00,0,0,0,0.0,,
6,2000,2000-10-08,6,22.291,CLE,@,ARI,L 21-29,,5,3,67,22.33,0,60.0%,13.40,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,27,9.00,0,0,0,0.0,,
7,2000,2000-10-15,7,22.298,CLE,@,DEN,L 10-44,*,9,5,80,16.00,0,55.6%,8.89,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,22,22.00,0,0,0,0.0,,
8,2000,2000-10-22,8,22.305,CLE,@,PIT,L 0-22,,8,2,22,11.00,0,25.0%,2.75,1,-3,-3.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,7,7.00,0,0,0,0.0,,
9,2000,2000-10-29,9,22.312,CLE,,CIN,L 3-12,*,13,4,23,5.75,0,30.8%,1.77,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,47,15.67,0,0,0,0.0,,
10,2000,2000-11-05,10,22.319,CLE,,NYG,L 3-24,*,4,3,34,11.33,0,75.0%,8.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,12,12.00,0,0,0,0.0,,
11,2000,2000-11-12,11,22.326,CLE,,NWE,W 19-11,*,9,4,32,8.00,0,44.4%,3.56,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,4,47,11.75,0,0,0,0.0,,
