ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2014,2014-11-23,11,22.098,TEN,@,PHI,L 24-43,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,2,47,23.50,0,0,0,0.0,0,0
2,2014,2014-12-07,13,22.112,TEN,,NYG,L 7-36,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,3,63,21.00,0,0,0,0.0,0,0
3,2014,2014-12-18,15,22.123,TEN,@,JAX,L 13-21,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
4,2014,2014-12-28,16,22.133,TEN,,IND,L 10-27,,0,0,,0,2,2,11,5.50,0,100.0%,5.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,1,0
5,2015,2015-09-27,3,23.041,TEN,,IND,L 33-35,,12,49,4.08,1,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,0,0
6,2015,2015-10-11,4,23.055,TEN,,BUF,L 13-14,,7,9,1.29,1,4,3,45,15.00,0,75.0%,11.25,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,0,0
7,2015,2015-10-18,5,23.062,TEN,,MIA,L 10-38,*,9,23,2.56,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
8,2015,2015-10-25,6,23.069,TEN,,ATL,L 7-10,,10,57,5.70,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
9,2015,2015-11-01,7,23.076,TEN,@,HOU,L 6-20,*,16,64,4.00,0,3,3,18,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
10,2015,2015-11-08,8,23.083,TEN,@,NOR,W 34-28,*,19,88,4.63,0,2,1,23,23.00,0,50.0%,11.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
11,2015,2015-11-15,9,23.090,TEN,,CAR,L 10-27,*,11,8,0.73,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
12,2015,2015-11-19,10,23.094,TEN,@,JAX,L 13-19,*,15,78,5.20,0,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
13,2015,2015-11-29,11,23.104,TEN,,OAK,L 21-24,*,11,32,2.91,0,2,1,14,14.00,0,50.0%,7.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
14,2015,2015-12-06,12,23.111,TEN,,JAX,W 42-39,*,13,58,4.46,1,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,0,0
15,2015,2015-12-13,13,23.118,TEN,@,NYJ,L 8-30,*,4,8,2.00,0,2,1,6,6.00,0,50.0%,3.00,1,1,100.00,41,1,0,158.3,0,0,41.00,61.00,0,0,,0,0,0,0.0,0,0
16,2015,2015-12-20,14,23.125,TEN,@,NWE,L 16-33,*,14,45,3.21,0,6,5,25,5.00,0,83.3%,4.17,0,0,,0,0,0,,0,0,,,1,13,13.00,0,0,0,0.0,0,0
17,2015,2015-12-27,15,23.132,TEN,,HOU,L 6-34,*,2,1,0.50,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
18,2015,2016-01-03,16,23.139,TEN,@,IND,L 24-30,,0,0,,0,2,2,3,1.50,0,100.0%,1.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
19,2016,2016-09-11,1,24.025,TEN,,MIN,L 16-25,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
20,2016,2016-09-18,2,24.032,TEN,@,DET,W 16-15,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,1,15,15.00,0,0,0,0.0,0,0
21,2016,2016-09-25,3,24.039,TEN,,OAK,L 10-17,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
22,2016,2016-10-02,4,24.046,TEN,@,HOU,L 20-27,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,1,17,17.00,0,0,0,0.0,0,0
23,2016,2016-10-09,5,24.053,TEN,@,MIA,W 30-17,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
24,2016,2016-10-16,6,24.060,TEN,,CLE,W 28-26,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
25,2016,2016-10-23,7,24.067,TEN,,IND,L 26-34,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
