ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2009,2009-09-14,1,24.164,SDG,@,OAK,W 24-20,
2,2009,2009-09-20,2,24.170,SDG,,BAL,L 26-31,*
3,2009,2009-09-27,3,24.177,SDG,,MIA,W 23-13,*
4,2009,2009-10-04,4,24.184,SDG,@,PIT,L 28-38,
5,2009,2009-10-19,5,24.199,SDG,,DEN,L 23-34,
6,2009,2009-10-25,6,24.205,SDG,@,KAN,W 37-7,
7,2009,2009-11-01,7,24.212,SDG,,OAK,W 24-16,
8,2009,2009-11-08,8,24.219,SDG,@,NYG,W 21-20,
9,2009,2009-11-15,9,24.226,SDG,,PHI,W 31-23,
10,2009,2009-11-22,10,24.233,SDG,@,DEN,W 32-3,
11,2009,2009-11-29,11,24.240,SDG,,KAN,W 43-14,*
12,2009,2009-12-06,12,24.247,SDG,@,CLE,W 30-23,*
13,2009,2009-12-13,13,24.254,SDG,@,DAL,W 20-17,*
14,2009,2009-12-20,14,24.261,SDG,,CIN,W 27-24,*
15,2009,2009-12-25,15,24.266,SDG,@,TEN,W 42-17,*
16,2009,2010-01-03,16,24.275,SDG,,WAS,W 23-20,*
17,2010,2010-09-13,1,25.163,SDG,@,KAN,L 14-21,*
18,2010,2010-09-19,2,25.169,SDG,,JAX,W 38-13,*
19,2010,2010-09-26,3,25.176,SDG,@,SEA,L 20-27,*
20,2010,2010-10-03,4,25.183,SDG,,ARI,W 41-10,*
21,2010,2010-10-10,5,25.190,SDG,@,OAK,L 27-35,*
22,2010,2010-10-17,6,25.197,SDG,@,STL,L 17-20,
23,2010,2010-10-24,7,25.204,SDG,,NWE,L 20-23,
24,2010,2010-10-31,8,25.211,SDG,,TEN,W 33-25,
25,2010,2010-11-07,9,25.218,SDG,@,HOU,W 29-23,
26,2010,2010-11-22,10,25.233,SDG,,DEN,W 35-14,
27,2010,2010-11-28,11,25.239,SDG,@,IND,W 36-14,
28,2010,2010-12-05,12,25.246,SDG,,OAK,L 13-28,
29,2010,2010-12-12,13,25.253,SDG,,KAN,W 31-0,
30,2010,2010-12-16,14,25.257,SDG,,SFO,W 34-7,
31,2010,2010-12-26,15,25.267,SDG,@,CIN,L 20-34,
32,2010,2011-01-02,16,25.274,SDG,@,DEN,W 33-28,
33,2011,2011-09-11,1,26.161,SDG,,MIN,W 24-17,
34,2011,2011-09-18,2,26.168,SDG,@,NWE,L 21-35,
35,2011,2011-09-25,3,26.175,SDG,,KAN,W 20-17,
36,2011,2011-10-02,4,26.182,SDG,,MIA,W 26-16,
37,2011,2011-10-09,5,26.189,SDG,@,DEN,W 29-24,
38,2011,2011-10-23,6,26.203,SDG,@,NYJ,L 21-27,
39,2011,2011-10-31,7,26.211,SDG,@,KAN,L 20-23,
40,2011,2011-11-06,8,26.217,SDG,,GNB,L 38-45,
41,2011,2011-11-10,9,26.221,SDG,,OAK,L 17-24,
42,2011,2011-11-20,10,26.231,SDG,@,CHI,L 20-31,*
43,2011,2011-11-27,11,26.238,SDG,,DEN,L 13-16,*
44,2011,2011-12-11,13,26.252,SDG,,BUF,W 37-10,
45,2011,2011-12-18,14,26.259,SDG,,BAL,W 34-14,
46,2011,2011-12-24,15,26.265,SDG,@,DET,L 10-38,
47,2011,2012-01-01,16,26.273,SDG,@,OAK,W 38-26,
