ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2013,2013-09-08,1,23.030,SFO,,GNB,W 34-28,,,,,,,0.0%,,,,,,,,,,,
2,2013,2013-09-15,2,23.037,SFO,@,SEA,L 3-29,,,,,,,0.0%,,,,,,,,,,,
3,2013,2013-09-22,3,23.044,SFO,,IND,L 7-27,,1,0,0,,0,0.0%,0.00,0,0,,0,1,7,7.00,0,0,0
4,2013,2013-09-26,4,23.048,SFO,@,STL,W 35-11,,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0,,0,0,0
5,2013,2013-12-23,15,23.136,SFO,,ATL,W 34-24,,,,,,,0.0%,,,,,,,,,,,
6,2013,2013-12-29,16,23.142,SFO,@,ARI,W 23-20,,3,2,34,17.00,0,66.7%,11.33,1,26,26.00,0,0,0,,0,0,0
7,2014,2014-12-07,13,24.120,SFO,@,OAK,L 13-24,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
8,2014,2014-12-14,14,24.127,SFO,@,SEA,L 7-17,,,,,,,0.0%,,,,,,,,,,,
9,2014,2014-12-20,15,24.133,SFO,,SDG,L 35-38,,6,2,9,4.50,0,33.3%,1.50,1,20,20.00,0,1,24,24.00,0,0,0
10,2014,2014-12-28,16,24.141,SFO,,ARI,W 20-17,,1,1,35,35.00,0,100.0%,35.00,0,0,,0,0,0,,0,0,0
11,2015,2015-09-14,1,25.036,SFO,,MIN,W 20-3,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
12,2015,2015-09-20,2,25.042,SFO,@,PIT,L 18-43,,4,4,25,6.25,0,100.0%,6.25,0,0,,0,0,0,,0,0,0
13,2015,2015-09-27,3,25.049,SFO,@,ARI,L 7-47,,3,1,7,7.00,0,33.3%,2.33,0,0,,0,0,0,,0,0,0
14,2015,2015-10-04,4,25.056,SFO,,GNB,L 3-17,,2,2,53,26.50,0,100.0%,26.50,0,0,,0,0,0,,0,0,0
15,2015,2015-10-11,5,25.063,SFO,@,NYG,L 27-30,,3,2,6,3.00,0,66.7%,2.00,0,0,,0,0,0,,0,0,0
16,2015,2015-10-18,6,25.070,SFO,,BAL,W 25-20,,3,2,38,19.00,1,66.7%,12.67,0,0,,0,0,0,,0,1,6
17,2015,2015-10-22,7,25.074,SFO,,SEA,L 3-20,*,3,1,2,2.00,0,33.3%,0.67,0,0,,0,1,31,31.00,0,0,0
18,2015,2015-11-01,8,25.084,SFO,@,STL,L 6-27,,4,2,33,16.50,0,50.0%,8.25,0,0,,0,0,0,,0,0,0
19,2015,2015-11-08,9,25.091,SFO,,ATL,W 17-16,*,5,3,70,23.33,0,60.0%,14.00,0,0,,0,0,0,,0,0,0
20,2015,2015-11-22,10,25.105,SFO,@,SEA,L 13-29,,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0,,0,0,0
21,2015,2015-11-29,11,25.112,SFO,,ARI,L 13-19,*,6,1,1,1.00,0,16.7%,0.17,1,5,5.00,0,1,18,18.00,0,0,0
22,2015,2015-12-06,12,25.119,SFO,@,CHI,W 26-20,,0,0,0,,0,0.0%,,0,0,,0,1,18,18.00,0,0,0
23,2015,2015-12-13,13,25.126,SFO,@,CLE,L 10-24,*,9,5,46,9.20,0,55.6%,5.11,0,0,,0,1,35,35.00,0,0,0
24,2015,2015-12-20,14,25.133,SFO,,CIN,L 14-24,,5,3,37,12.33,0,60.0%,7.40,0,0,,0,2,53,26.50,0,0,0
25,2015,2015-12-27,15,25.140,SFO,@,DET,L 17-32,,4,1,28,28.00,0,25.0%,7.00,0,0,,0,0,0,,0,0,0
26,2015,2016-01-03,16,25.147,SFO,,STL,W 19-16,,2,1,33,33.00,0,50.0%,16.50,0,0,,0,1,2,2.00,0,0,0
27,2016,2016-09-12,1,26.034,SFO,,LAR,W 28-0,*,5,5,60,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0
28,2016,2016-09-18,2,26.040,SFO,@,CAR,L 27-46,*,6,3,25,8.33,0,50.0%,4.17,0,0,,0,1,11,11.00,0,0,0
