ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1988,1988-09-05,1,25.109,WAS,@,NYG,L 20-27,0,0,,0,0,0,,0,3,59,19.67,0,2,7,3.50,0,0,0
2,1988,1988-09-11,2,25.115,WAS,,PIT,W 30-29,0,0,,0,1,7,7.00,0,4,68,17.00,0,2,11,5.50,0,0,0
3,1988,1988-09-18,3,25.122,WAS,,PHI,W 17-10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,
4,1988,1988-11-21,12,25.186,WAS,@,SFO,L 21-37,4,29,7.25,0,5,31,6.20,0,0,0,,0,0,0,,0,0,0
5,1988,1988-11-27,13,25.192,WAS,,CLE,L 13-17,2,5,2.50,0,1,16,16.00,0,0,0,,0,0,0,,0,0,0
6,1988,1988-12-04,14,25.199,WAS,@,PHI,W 20-19,1,-3,-3.00,0,4,29,7.25,0,0,0,,0,0,0,,0,0,0
7,1988,1988-12-11,15,25.206,WAS,,DAL,L 17-24,1,-1,-1.00,0,3,20,6.67,0,0,0,,0,0,0,,0,0,0
8,1988,1988-12-17,16,25.212,WAS,@,CIN,L 17-20,0,0,,0,1,8,8.00,0,0,0,,0,3,6,2.00,0,0,0
9,1989,1989-09-10,1,26.114,CLE,@,PIT,W 51-0,6,48,8.00,1,0,0,,0,0,0,,0,0,0,,0,1,6
10,1989,1989-09-17,2,26.121,CLE,,NYJ,W 38-24,0,0,,0,0,0,,0,0,0,,0,,,,,0,
11,1989,1989-10-08,5,26.142,CLE,@,MIA,L 10-13,0,0,,0,0,0,,0,1,28,28.00,0,0,0,,0,0,0
12,1989,1989-10-15,6,26.149,CLE,,PIT,L 7-17,5,30,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
13,1989,1989-10-23,7,26.157,CLE,,CHI,W 27-7,2,10,5.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
14,1989,1989-10-29,8,26.163,CLE,,HOU,W 28-17,0,0,,0,0,0,,0,0,0,,0,,,,,0,
15,1989,1989-11-05,9,26.170,CLE,@,TAM,W 42-31,1,14,14.00,0,1,9,9.00,0,1,11,11.00,0,0,0,,0,0,0
16,1989,1989-11-12,10,26.177,CLE,@,SEA,W 17-7,0,0,,0,0,0,,0,0,0,,0,,,,,0,
17,1989,1989-11-19,11,26.184,CLE,,KAN,T 10-10,1,-5,-5.00,0,2,13,6.50,0,0,0,,0,0,0,,0,0,0
18,1989,1989-11-23,12,26.188,CLE,@,DET,L 10-13,0,0,,0,0,0,,0,2,11,5.50,0,0,0,,0,0,0
19,1989,1989-12-03,13,26.198,CLE,,CIN,L 0-21,0,0,,0,0,0,,0,0,0,,0,,,,,0,
20,1989,1989-12-10,14,26.205,CLE,@,IND,L 17-23,0,0,,0,0,0,,0,0,0,,0,,,,,0,
21,1989,1989-12-17,15,26.212,CLE,,MIN,W 23-17,0,0,,0,0,0,,0,1,19,19.00,0,0,0,,0,0,0
22,1989,1989-12-23,16,26.218,CLE,@,HOU,W 24-20,0,0,,0,0,0,,0,0,0,,0,,,,,0,
23,1991,1991-09-01,1,28.105,CLE,,DAL,L 14-26,,,,,,,,,,,,,,,,,,
24,1991,1991-09-08,2,28.112,CLE,@,NWE,W 20-0,,,,,,,,,,,,,,,,,,
25,1991,1991-09-15,3,28.119,CLE,,CIN,W 14-13,,,,,,,,,,,,,,,,,,
26,1991,1991-09-22,4,28.126,CLE,@,NYG,L 10-13,,,,,,,,,,,,,,,,,,
