ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1966,1966-09-02,1,23.062,OAK,@,MIA,W 23-14,2,46,23.00,0,4,23,5.75,0,0,0,0,0,0
2,1966,1966-09-10,2,23.070,OAK,@,HOU,L 0-31,2,52,26.00,0,5,47,9.40,0,0,0,0,0,0
3,1966,1966-09-18,3,23.078,OAK,,KAN,L 10-32,4,70,17.50,0,2,21,10.50,0,0,0,0,0,0
4,1966,1966-09-25,4,23.085,OAK,,SDG,L 20-29,2,43,21.50,0,0,0,,0,0,0,1,23,0
5,1966,1966-10-09,5,23.099,OAK,,MIA,W 21-10,2,39,19.50,0,4,27,6.75,0,0,0,0,0,0
6,1966,1966-10-16,6,23.106,OAK,@,KAN,W 34-13,0,0,,0,7,39,5.57,0,0,0,0,0,0
7,1966,1966-10-23,7,23.113,OAK,@,NYJ,W 24-21,0,0,,0,1,7,7.00,0,0,0,0,0,0
8,1966,1966-10-30,8,23.120,OAK,@,BOS,L 21-24,2,40,20.00,0,1,4,4.00,0,0,0,0,0,0
9,1966,1966-11-06,9,23.127,OAK,,HOU,W 38-23,2,34,17.00,0,4,50,12.50,0,0,0,1,16,0
10,1966,1966-11-13,10,23.134,OAK,@,SDG,W 41-19,2,40,20.00,0,0,0,,0,0,0,0,0,0
11,1966,1966-11-20,11,23.141,OAK,@,DEN,W 17-3,1,26,26.00,0,4,64,16.00,0,0,0,0,0,0
12,1966,1966-11-24,12,23.145,OAK,,BUF,L 10-31,0,0,,0,2,19,9.50,0,0,0,0,0,0
13,1966,1966-12-03,13,23.154,OAK,,NYJ,T 28-28,0,0,,0,2,9,4.50,0,0,0,2,9,0
14,1966,1966-12-11,14,23.162,OAK,,DEN,W 28-10,0,0,,0,1,13,13.00,0,0,0,0,0,0
15,1967,1967-09-10,1,24.070,OAK,,DEN,W 51-0,0,0,,0,9,143,15.89,0,0,0,0,0,0
16,1967,1967-09-17,2,24.077,OAK,,BOS,W 35-7,1,24,24.00,0,2,17,8.50,0,0,0,0,0,0
17,1967,1967-10-01,3,24.091,OAK,,KAN,W 23-21,2,44,22.00,0,4,37,9.25,0,0,0,1,0,0
18,1967,1967-10-07,4,24.097,OAK,@,NYJ,L 14-27,0,0,,0,2,22,11.00,0,0,0,0,0,0
19,1967,1967-10-15,5,24.105,OAK,@,BUF,W 24-20,0,0,,0,5,55,11.00,0,0,0,0,0,0
20,1967,1967-10-22,6,24.112,OAK,@,BOS,W 48-14,0,0,,0,3,52,17.33,0,0,0,0,0,0
21,1967,1967-10-29,7,24.119,OAK,,SDG,W 51-10,1,27,27.00,0,5,134,26.80,0,0,0,0,0,0
22,1967,1967-11-05,8,24.126,OAK,@,DEN,W 21-17,0,0,,0,2,26,13.00,0,0,0,0,0,0
23,1967,1967-11-19,9,24.140,OAK,,MIA,W 31-17,0,0,,0,2,29,14.50,0,0,0,0,0,0
24,1967,1967-11-23,10,24.144,OAK,@,KAN,W 44-22,0,0,,0,5,39,7.80,0,0,0,0,0,0
25,1967,1967-12-03,11,24.154,OAK,@,SDG,W 41-21,0,0,,0,2,19,9.50,0,0,0,0,0,0
26,1967,1967-12-10,12,24.161,OAK,@,HOU,W 19-7,0,0,,0,1,13,13.00,0,0,0,0,0,0
27,1967,1967-12-17,13,24.168,OAK,,NYJ,W 38-29,2,48,24.00,0,2,13,6.50,0,0,0,0,0,0
28,1967,1967-12-24,14,24.175,OAK,,BUF,W 28-21,0,0,,0,2,13,6.50,0,0,0,0,0,0
29,1968,1968-09-15,1,25.075,OAK,@,BUF,W 48-6,0,0,,0,1,2,2.00,0,0,0,0,0,0
30,1968,1968-10-13,5,25.103,OAK,,SDG,L 14-23,0,0,,0,0,0,,0,0,0,1,17,0
31,1968,1968-10-20,6,25.110,OAK,@,KAN,L 10-24,0,0,,0,1,9,9.00,0,0,0,0,0,0
32,1968,1968-11-03,8,25.124,OAK,,KAN,W 38-21,0,0,,0,1,3,3.00,0,0,0,1,23,0
33,1968,1968-11-10,9,25.131,OAK,@,DEN,W 43-7,0,0,,0,1,9,9.00,0,0,0,0,0,0
34,1968,1968-11-17,10,25.138,OAK,,NYJ,W 43-32,0,0,,0,3,65,21.67,0,0,0,0,0,0
35,1968,1968-11-24,11,25.145,OAK,@,CIN,W 34-0,0,0,,0,2,25,12.50,0,0,0,0,0,0
36,1968,1968-12-08,13,25.159,OAK,,DEN,W 33-27,0,0,,0,1,0,0.00,0,0,0,0,0,0
37,1968,1968-12-15,14,25.166,OAK,@,SDG,W 34-27,0,0,,0,1,15,15.00,0,1,6,1,22,1
