ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1965,1965-10-31,7,24.181,GNB,@,CHI,L 10-31,0,0,,0,0,0,1,41,0
2,1965,1965-11-21,10,24.202,GNB,@,MIN,W 38-13,0,0,,0,0,0,1,13,0
3,1965,1965-12-12,13,24.223,GNB,@,BAL,W 42-27,0,0,,0,0,0,1,87,0
4,1966,1966-09-25,3,25.145,GNB,,RAM,W 24-13,0,0,,0,0,0,1,14,0
5,1966,1966-10-02,4,25.152,GNB,,DET,W 23-14,0,0,,0,0,0,1,6,0
6,1966,1966-10-09,5,25.159,GNB,@,SFO,L 20-21,0,0,,0,0,0,1,23,0
7,1966,1966-11-20,10,25.201,GNB,,CHI,W 13-6,0,0,,0,0,0,1,6,0
8,1966,1966-12-04,12,25.215,GNB,,SFO,W 20-7,0,0,,0,0,0,1,11,0
9,1967,1967-10-01,3,26.151,GNB,,ATL,W 23-0,0,0,,0,0,0,1,4,0
10,1967,1967-10-22,6,26.172,GNB,@,NYG,W 48-21,0,0,,0,0,0,2,12,0
11,1967,1967-11-05,8,26.186,GNB,@,BAL,L 10-13,0,0,,0,0,0,1,0,0
12,1967,1967-12-09,13,26.220,GNB,@,RAM,L 24-27,1,0,0.00,0,0,0,0,0,0
13,1968,1968-09-22,2,27.142,GNB,,MIN,L 13-26,0,0,,0,0,0,1,0,0
14,1968,1968-10-13,5,27.163,GNB,,RAM,L 14-16,1,10,10.00,0,0,0,0,0,0
15,1968,1968-10-28,7,27.178,GNB,@,DAL,W 28-17,0,0,,0,0,0,1,18,0
16,1968,1968-12-07,13,27.218,GNB,,BAL,L 3-16,1,19,19.00,0,0,0,0,0,0
17,1969,1969-10-12,4,28.162,GNB,@,DET,W 28-17,1,9,9.00,0,0,0,0,0,0
18,1969,1969-11-23,10,28.204,GNB,,DET,L 10-16,1,15,15.00,0,0,0,0,0,0
19,1969,1969-12-21,14,28.232,GNB,,STL,W 45-28,1,7,7.00,0,0,0,0,0,0
20,1970,1970-09-20,1,29.140,GNB,,DET,L 0-40,,,,,,,,,
21,1970,1970-09-27,2,29.147,GNB,,ATL,W 27-24,0,0,,0,0,0,1,13,0
22,1970,1970-10-04,3,29.154,GNB,,MIN,W 13-10,,,,,,,,,
23,1970,1970-10-12,4,29.162,GNB,@,SDG,W 22-20,0,0,,0,0,0,1,20,0
24,1971,1971-09-19,1,30.139,GNB,,NYG,L 40-42,,,,,,,,,
25,1971,1971-09-26,2,30.146,GNB,,DEN,W 34-13,0,0,,0,0,0,1,20,0
26,1971,1971-10-03,3,30.153,GNB,,CIN,W 20-17,0,0,,0,0,0,1,23,0
27,1971,1971-10-10,4,30.160,GNB,@,DET,L 28-31,,,,,,,,,
28,1971,1971-10-17,5,30.167,GNB,,MIN,L 13-24,,,,,,,,,
29,1971,1971-10-24,6,30.174,GNB,@,RAM,L 13-30,,,,,,,,,
30,1971,1971-11-01,7,30.182,GNB,,DET,T 14-14,,,,,,,,,
31,1971,1971-11-07,8,30.188,GNB,@,CHI,W 17-14,0,0,,0,0,0,1,1,0
32,1971,1971-11-14,9,30.195,GNB,@,MIN,L 0-3,,,,,,,,,
33,1971,1971-11-22,10,30.203,GNB,@,ATL,L 21-28,,,,,,,,,
34,1971,1971-11-28,11,30.209,GNB,,NOR,L 21-29,,,,,,,,,
35,1971,1971-12-05,12,30.216,GNB,@,STL,T 16-16,,,,,,,,,
36,1971,1971-12-12,13,30.223,GNB,,CHI,W 31-10,,,,,,,,,
37,1971,1971-12-19,14,30.230,GNB,@,MIA,L 6-27,,,,,,,,,
38,1972,1972-09-17,1,31.137,GNB,@,CLE,W 26-10,0,0,,0,0,0,1,7,0
39,1972,1972-09-24,2,31.144,GNB,,OAK,L 14-20,,,,,,,,,
40,1972,1972-10-01,3,31.151,GNB,,DAL,W 16-13,,,,,,,,,
41,1972,1972-10-08,4,31.158,GNB,,CHI,W 20-17,1,20,20.00,0,0,0,0,0,0
42,1972,1972-10-16,5,31.166,GNB,@,DET,W 24-23,,,,,,,,,
43,1972,1972-10-22,6,31.172,GNB,,ATL,L 9-10,,,,,,,,,
44,1972,1972-10-29,7,31.179,GNB,,MIN,L 13-27,,,,,,,,,
45,1972,1972-11-05,8,31.186,GNB,,SFO,W 34-24,,,,,,,,,
46,1972,1972-11-12,9,31.193,GNB,@,CHI,W 23-17,,,,,,,,,
47,1972,1972-11-19,10,31.200,GNB,@,HOU,W 23-10,,,,,,,,,
48,1972,1972-11-26,11,31.207,GNB,@,WAS,L 16-21,,,,,,,,,
49,1972,1972-12-03,12,31.214,GNB,,DET,W 33-7,0,0,,0,0,0,1,3,0
50,1972,1972-12-10,13,31.221,GNB,@,MIN,W 23-7,,,,,,,,,
51,1972,1972-12-17,14,31.228,GNB,@,NOR,W 30-20,,,,,,,,,
52,1973,1973-09-16,1,32.136,WAS,,SDG,W 38-0,,,,,,,,,
53,1973,1973-09-23,2,32.143,WAS,@,STL,L 27-34,,,,,,,,,
54,1973,1973-09-30,3,32.150,WAS,@,PHI,W 28-7,,,,,,,,,
55,1973,1973-10-08,4,32.158,WAS,,DAL,W 14-7,,,,,,,,,
56,1973,1973-10-14,5,32.164,WAS,@,NYG,W 21-3,0,0,,0,1,6,1,28,1
57,1973,1973-10-21,6,32.171,WAS,,STL,W 31-13,0,0,,0,0,0,1,39,0
58,1973,1973-10-28,7,32.178,WAS,@,NOR,L 3-19,,,,,,,,,
59,1973,1973-11-05,8,32.186,WAS,@,PIT,L 16-21,0,0,,0,0,0,1,10,0
60,1973,1973-11-11,9,32.192,WAS,,SFO,W 33-9,,,,,,,,,
