ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2002,2002-09-08,1,23.208,JAX,,IND,L 25-28,,,,,,,0.0%,,,,,
2,2002,2002-09-15,2,23.215,JAX,@,KAN,W 23-16,,0,,,,,0.0%,,,,,
3,2002,2002-09-29,3,23.229,JAX,,NYJ,W 28-3,,1,1,5,5.00,0,100.0%,5.00,0,0,,0
4,2002,2002-10-06,4,23.236,JAX,,PHI,W 28-25,,,,,,,0.0%,,,,,
5,2002,2002-10-13,5,23.243,JAX,@,TEN,L 14-23,,0,0,0,,0,0.0%,,1,0,0.00,0
6,2002,2002-10-20,6,23.250,JAX,@,BAL,L 10-17,,,,,,,0.0%,,,,,
7,2002,2002-11-10,9,23.271,JAX,,WAS,W 26-7,,,,,,,0.0%,,,,,
8,2002,2002-11-17,10,23.278,JAX,@,HOU,W 24-21,,,,,,,0.0%,,,,,
9,2002,2002-12-01,12,23.292,JAX,,PIT,L 23-25,,,,,,,0.0%,,,,,
10,2002,2002-12-08,13,23.299,JAX,,CLE,L 20-21,,,,,,,0.0%,,,,,
11,2002,2002-12-15,14,23.306,JAX,@,CIN,W 29-15,,1,,,,,0.0%,,,,,
12,2002,2002-12-29,16,23.320,JAX,@,IND,L 13-20,,,,,,,0.0%,,,,,
13,2003,2003-09-07,1,24.207,JAX,@,CAR,L 23-24,,1,1,8,8.00,0,100.0%,8.00,0,0,,0
14,2003,2003-09-14,2,24.214,JAX,,BUF,L 17-38,,1,,,,,0.0%,,,,,
15,2003,2003-09-21,3,24.221,JAX,@,IND,L 13-23,*,1,1,1,1.00,0,100.0%,1.00,0,0,,0
16,2003,2003-09-28,4,24.228,JAX,@,HOU,L 20-24,,,,,,,0.0%,,,,,
17,2003,2003-10-26,7,24.256,JAX,,TEN,L 17-30,,,,,,,0.0%,,,,,
18,2003,2003-11-02,8,24.263,JAX,@,BAL,L 17-24,,,,,,,0.0%,,,,,
19,2003,2003-11-09,9,24.270,JAX,,IND,W 28-23,,,,,,,0.0%,,,,,
20,2003,2003-12-07,13,24.298,JAX,,HOU,W 27-0,,,,,,,0.0%,,,,,
21,2003,2003-12-14,14,24.305,JAX,@,NWE,L 13-27,,1,1,21,21.00,0,100.0%,21.00,0,0,,0
22,2003,2003-12-21,15,24.312,JAX,,NOR,W 20-19,,,,,,,0.0%,,,,,
23,2003,2003-12-28,16,24.319,JAX,@,ATL,L 14-21,,,,,,,0.0%,,,,,
