ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1999,1999-12-19,14,22.082,NOR,@,BAL,L 8-31,,1,0,0,,0,0.0%,0.00,1,0,0.00,0
2,1999,1999-12-24,15,22.087,NOR,,DAL,W 31-24,,1,1,5,5.00,0,100.0%,5.00,0,0,,0
3,1999,2000-01-02,16,22.096,NOR,@,CAR,L 13-45,,2,1,8,8.00,0,50.0%,4.00,0,0,,0
