ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1983,1983-09-04,1,22.073,MIA,@,BUF,W 12-0,0,0,,0,,,,
2,1983,1983-09-11,2,22.080,MIA,,NWE,W 34-24,0,0,,0,,,,
3,1983,1983-09-19,3,22.088,MIA,@,RAI,L 14-27,0,0,,0,,,,
4,1983,1983-09-25,4,22.094,MIA,,KAN,W 14-6,1,0,0.00,0,0.0,0,0,0
5,1983,1983-10-02,5,22.101,MIA,@,NOR,L 7-17,0,0,,0,,,,
6,1983,1983-10-09,6,22.108,MIA,,BUF,L 35-38,0,0,,0,,,,
7,1983,1983-10-16,7,22.115,MIA,@,NYJ,W 32-14,0,0,,0,,,,
8,1983,1983-10-23,8,22.122,MIA,@,BAL,W 21-7,0,0,,0,,,,
9,1983,1983-10-30,9,22.129,MIA,,RAM,W 30-14,0,0,,0,,,,
10,1983,1983-11-06,10,22.136,MIA,@,SFO,W 20-17,0,0,,0,,,,
11,1983,1983-11-13,11,22.143,MIA,@,NWE,L 6-17,0,0,,0,,,,
12,1983,1983-11-20,12,22.150,MIA,,BAL,W 37-0,0,0,,0,,,,
13,1983,1983-11-28,13,22.158,MIA,,CIN,W 38-14,0,0,,0,,,,
14,1983,1983-12-04,14,22.164,MIA,@,HOU,W 24-17,0,0,,0,,,,
15,1983,1983-12-10,15,22.170,MIA,,ATL,W 31-24,0,0,,0,,,,
16,1983,1983-12-16,16,22.176,MIA,,NYJ,W 34-14,0,0,,0,,,,
17,1984,1984-09-02,1,23.071,MIA,@,WAS,W 35-17,,,,,,,,
18,1984,1984-09-09,2,23.078,MIA,,NWE,W 28-7,,,,,,,,
19,1984,1984-09-17,3,23.086,MIA,@,BUF,W 21-17,,,,,,,,
20,1984,1984-09-23,4,23.092,MIA,,IND,W 44-7,,,,,,,,
21,1984,1984-09-30,5,23.099,MIA,@,STL,W 36-28,,,,,,,,
22,1984,1984-10-07,6,23.106,MIA,@,PIT,W 31-7,,,,,,,,
23,1984,1984-10-14,7,23.113,MIA,,HOU,W 28-10,,,,,,,,
24,1984,1984-10-21,8,23.120,MIA,@,NWE,W 44-24,,,,,,,,
25,1984,1984-10-28,9,23.127,MIA,,BUF,W 38-7,0,0,,0,0.0,1,7,0
26,1984,1984-11-04,10,23.134,MIA,@,NYJ,W 31-17,,,,,,,,
27,1984,1984-11-11,11,23.141,MIA,,PHI,W 24-23,,,,,,,,
28,1984,1984-11-18,12,23.148,MIA,@,SDG,L 28-34,,,,,,,,
29,1984,1984-11-26,13,23.156,MIA,,NYJ,W 28-17,,,,,,,,
30,1984,1984-12-02,14,23.162,MIA,,RAI,L 34-45,,,,,,,,
31,1984,1984-12-09,15,23.169,MIA,@,IND,W 35-17,,,,,,,,
32,1984,1984-12-17,16,23.177,MIA,,DAL,W 28-21,,,,,,,,
33,1985,1985-09-08,1,24.077,MIA,@,HOU,L 23-26,,,,,,,,
34,1985,1985-09-15,2,24.084,MIA,,IND,W 30-13,,,,,,,,
35,1985,1985-09-22,3,24.091,MIA,,KAN,W 31-0,,,,,,,,
36,1985,1985-09-29,4,24.098,MIA,@,DEN,W 30-26,,,,,,,,
37,1985,1985-10-06,5,24.105,MIA,,PIT,W 24-20,,,,,,,,
38,1985,1985-10-14,6,24.113,MIA,@,NYJ,L 7-23,,,,,,,,
39,1985,1985-10-20,7,24.119,MIA,,TAM,W 41-38,,,,,,,,
40,1985,1985-10-27,8,24.126,MIA,@,DET,L 21-31,0,0,,0,1.0,0,0,0
41,1985,1985-11-03,9,24.133,MIA,@,NWE,L 13-17,,,,,,,,
42,1985,1985-11-10,10,24.140,MIA,,NYJ,W 21-17,,,,,,,,
43,1987,1987-10-04,3,26.103,MIA,@,SEA,L 20-24,,,,,,,,
44,1987,1987-10-11,4,26.110,MIA,,KAN,W 42-0,,,,,,,,
45,1987,1987-10-18,5,26.117,MIA,@,NYJ,L 31-37,0,0,,0,0.0,1,29,0
