ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2014,2014-11-30,12,23.150,TAM,,CIN,L 13-14,*,1,1,17,17.00,0,100.0%,17.00,0,0
2,2014,2014-12-07,13,23.157,TAM,@,DET,L 17-34,,,,,,,0.0%,,,
3,2014,2014-12-14,14,23.164,TAM,@,CAR,L 17-19,,,,,,,0.0%,,,
4,2014,2014-12-21,15,23.171,TAM,,GNB,L 3-20,,,,,,,0.0%,,,
5,2014,2014-12-28,16,23.178,TAM,,NOR,L 20-23,,,,,,,0.0%,,,
6,2015,2015-09-27,3,24.086,TAM,@,HOU,L 9-19,,0,0,0,,0,0.0%,,0,0
7,2015,2015-10-04,4,24.093,TAM,,CAR,L 23-37,,1,1,7,7.00,0,100.0%,7.00,0,0
8,2015,2015-10-11,5,24.100,TAM,,JAX,W 38-31,*,0,0,0,,0,0.0%,,0,0
9,2015,2015-10-25,6,24.114,TAM,@,WAS,L 30-31,,1,1,6,6.00,0,100.0%,6.00,0,0
10,2015,2015-11-01,7,24.121,TAM,@,ATL,W 23-20,,2,2,48,24.00,1,100.0%,24.00,1,6
11,2015,2015-11-08,8,24.128,TAM,,NYG,L 18-32,,1,1,17,17.00,0,100.0%,17.00,0,0
12,2015,2015-11-15,9,24.135,TAM,,DAL,W 10-6,,2,1,6,6.00,0,50.0%,3.00,0,0
13,2015,2015-11-22,10,24.142,TAM,@,PHI,W 45-17,,4,3,47,15.67,1,75.0%,11.75,1,6
14,2015,2015-11-29,11,24.149,TAM,@,IND,L 12-25,*,6,5,53,10.60,1,83.3%,8.83,1,6
15,2015,2015-12-06,12,24.156,TAM,,ATL,W 23-19,*,2,2,12,6.00,0,100.0%,6.00,0,0
16,2015,2015-12-13,13,24.163,TAM,,NOR,L 17-24,,3,2,16,8.00,0,66.7%,5.33,0,0
17,2015,2015-12-17,14,24.167,TAM,@,STL,L 23-31,*,5,3,20,6.67,0,60.0%,4.00,0,0
18,2015,2015-12-27,15,24.177,TAM,,CHI,L 21-26,,1,1,46,46.00,0,100.0%,46.00,0,0
19,2015,2016-01-03,16,24.184,TAM,@,CAR,L 10-38,,2,1,10,10.00,0,50.0%,5.00,0,0
20,2016,2016-09-11,1,25.070,TAM,@,ATL,W 31-24,,3,3,30,10.00,0,100.0%,10.00,0,0
21,2016,2016-09-18,2,25.077,TAM,@,ARI,L 7-40,,4,3,16,5.33,0,75.0%,4.00,0,0
22,2016,2016-09-25,3,25.084,TAM,,LAR,L 32-37,*,10,5,46,9.20,2,50.0%,4.60,2,12
23,2016,2016-10-02,4,25.091,TAM,,DEN,L 7-27,*,8,5,67,13.40,0,62.5%,8.38,0,0
24,2016,2016-10-10,5,25.099,TAM,@,CAR,W 17-14,*,3,1,38,38.00,0,33.3%,12.67,0,0
25,2016,2016-10-23,6,25.112,TAM,@,SFO,W 34-17,*,3,3,29,9.67,0,100.0%,9.67,0,0
26,2016,2016-10-30,7,25.119,TAM,,OAK,L 24-30,,5,3,22,7.33,1,60.0%,4.40,1,6
27,2016,2016-11-03,8,25.123,TAM,,ATL,L 28-43,,6,5,43,8.60,1,83.3%,7.17,1,6
28,2016,2016-11-13,9,25.133,TAM,,CHI,W 36-10,,7,7,84,12.00,1,100.0%,12.00,1,6
29,2016,2016-11-20,10,25.140,TAM,@,KAN,W 19-17,*,3,2,18,9.00,0,66.7%,6.00,0,0
30,2016,2016-11-27,11,25.147,TAM,,SEA,W 14-5,*,5,4,49,12.25,0,80.0%,9.80,0,0
31,2016,2016-12-04,12,25.154,TAM,@,SDG,W 28-21,*,9,6,86,14.33,1,66.7%,9.56,1,6
32,2016,2016-12-11,13,25.161,TAM,,NOR,W 16-11,*,5,4,47,11.75,0,80.0%,9.40,0,0
33,2016,2016-12-18,14,25.168,TAM,@,DAL,L 20-26,*,8,5,73,14.60,1,62.5%,9.13,1,6
34,2016,2016-12-24,15,25.174,TAM,@,NOR,L 24-31,*,2,1,12,12.00,1,50.0%,6.00,1,6
35,2017,2017-09-17,1,26.076,TAM,,CHI,W 29-7,*,3,2,24,12.00,0,66.7%,8.00,0,0
36,2017,2017-09-24,2,26.083,TAM,@,MIN,L 17-34,,4,4,33,8.25,1,100.0%,8.25,1,6
37,2017,2017-10-01,3,26.090,TAM,,NYG,W 25-23,*,6,4,80,20.00,1,66.7%,13.33,1,6
38,2017,2017-10-05,4,26.094,TAM,,NWE,L 14-19,*,9,5,68,13.60,1,55.6%,7.56,1,6
39,2017,2017-10-15,5,26.104,TAM,@,ARI,L 33-38,*,8,6,76,12.67,1,75.0%,9.50,1,6
40,2017,2017-10-22,6,26.111,TAM,@,BUF,L 27-30,,9,6,60,10.00,0,66.7%,6.67,0,0
41,2017,2017-10-29,7,26.118,TAM,,CAR,L 3-17,,5,4,64,16.00,0,80.0%,12.80,0,0
42,2017,2017-11-05,8,26.125,TAM,@,NOR,L 10-30,,4,1,9,9.00,0,25.0%,2.25,0,0
43,2017,2017-11-12,9,26.132,TAM,,NYJ,W 15-10,,3,1,10,10.00,0,33.3%,3.33,0,0
44,2017,2017-11-19,10,26.139,TAM,@,MIA,W 30-20,*,3,1,12,12.00,0,33.3%,4.00,0,0
45,2017,2017-11-26,11,26.146,TAM,@,ATL,L 20-34,,2,1,6,6.00,0,50.0%,3.00,0,0
46,2017,2017-12-03,12,26.153,TAM,@,GNB,L 20-26,,6,2,39,19.50,2,33.3%,6.50,2,12
47,2017,2017-12-10,13,26.160,TAM,,DET,L 21-24,,1,1,11,11.00,0,100.0%,11.00,0,0
48,2017,2017-12-18,14,26.168,TAM,,ATL,L 21-24,,5,4,49,12.25,0,80.0%,9.80,0,0
49,2017,2017-12-24,15,26.174,TAM,@,CAR,L 19-22,*,4,3,13,4.33,0,75.0%,3.25,0,0
50,2017,2017-12-31,16,26.181,TAM,,NOR,W 31-24,,5,3,37,12.33,0,60.0%,7.40,0,0
51,2018,2018-09-09,1,27.068,TAM,@,NOR,W 48-40,,2,0,0,,0,0.0%,0.00,0,0
52,2018,2018-09-16,2,27.075,TAM,,PHI,W 27-21,,0,0,0,,0,0.0%,,0,0
53,2018,2018-09-24,3,27.083,TAM,,PIT,L 27-30,,4,3,34,11.33,1,75.0%,8.50,1,6
