ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1994,1994-09-05,1,27.360,SFO,,RAI,W 44-14,,0,0,,0,0.0%,,,
2,1994,1994-09-11,2,28.001,SFO,@,KAN,L 17-24,0,0,0,,0,0.0%,,,
3,1994,1994-09-18,3,28.008,SFO,@,RAM,W 34-19,,0,0,,0,0.0%,,,
4,1994,1994-09-25,4,28.015,SFO,,NOR,W 24-13,,0,0,,0,0.0%,,,
5,1994,1994-10-02,5,28.022,SFO,,PHI,L 8-40,1,1,13,13.00,0,100.0%,13.00,0,0
6,1994,1994-10-09,6,28.029,SFO,@,DET,W 27-21,0,0,0,,0,0.0%,,,
7,1994,1994-10-16,7,28.036,SFO,@,ATL,W 42-3,,0,0,,0,0.0%,,,
8,1994,1994-10-23,8,28.043,SFO,,TAM,W 41-16,1,0,0,,0,0.0%,0.00,,
9,1994,1994-11-06,9,28.057,SFO,@,WAS,W 37-22,,0,0,,0,0.0%,,,
10,1994,1994-11-13,10,28.064,SFO,,DAL,W 21-14,0,0,0,,0,0.0%,,,
11,1994,1994-11-20,11,28.071,SFO,,RAM,W 31-27,0,0,0,,0,0.0%,,,
12,1994,1994-11-28,12,28.079,SFO,@,NOR,W 35-14,1,1,5,5.00,0,100.0%,5.00,0,0
13,1994,1994-12-04,13,28.085,SFO,,ATL,W 50-14,1,1,-1,-1.00,0,100.0%,-1.00,0,0
14,1994,1994-12-11,14,28.092,SFO,@,SDG,W 38-15,1,1,20,20.00,0,100.0%,20.00,0,0
15,1994,1994-12-17,15,28.098,SFO,,DEN,W 42-19,1,1,24,24.00,0,100.0%,24.00,0,0
16,1994,1994-12-26,16,28.107,SFO,@,MIN,L 14-21,10,8,80,10.00,0,80.0%,8.00,0,0
17,1995,1995-09-17,3,29.007,SFO,,NWE,W 28-3,1,1,8,8.00,0,100.0%,8.00,0,0
18,1995,1995-09-25,4,29.015,SFO,@,DET,L 24-27,,0,0,,0,0.0%,,,
19,1995,1995-10-01,5,29.021,SFO,,NYG,W 20-6,1,1,3,3.00,0,100.0%,3.00,0,0
20,1995,1995-10-15,6,29.035,SFO,@,IND,L 17-18,0,0,0,,0,0.0%,,,
21,1995,1995-10-22,7,29.042,SFO,@,STL,W 44-10,1,1,7,7.00,0,100.0%,7.00,0,0
22,1995,1995-10-29,8,29.049,SFO,,NOR,L 7-11,4,4,37,9.25,0,100.0%,9.25,0,0
23,1995,1995-11-05,9,29.056,SFO,,CAR,L 7-13,1,1,0,0.00,0,100.0%,0.00,0,0
24,1995,1995-11-12,10,29.063,SFO,@,DAL,W 38-20,4,4,38,9.50,0,100.0%,9.50,0,0
25,1995,1995-11-20,11,29.071,SFO,@,MIA,W 44-20,0,0,0,,0,0.0%,,,
26,1995,1995-11-26,12,29.077,SFO,,STL,W 41-13,6,3,31,10.33,0,50.0%,5.17,0,0
27,1995,1995-12-03,13,29.084,SFO,,BUF,W 27-17,2,1,4,4.00,0,50.0%,2.00,0,0
28,1995,1995-12-18,15,29.099,SFO,,MIN,W 37-30,,0,0,,0,0.0%,,,
29,1996,1996-09-01,1,29.357,SFO,,NOR,W 27-11,2,0,0,,0,0.0%,0.00,,
30,1996,1996-09-08,2,29.364,SFO,,STL,W 34-0,,0,0,,0,0.0%,,,
31,1996,1996-09-22,3,30.012,SFO,@,CAR,L 7-23,0,0,0,,0,0.0%,,,
32,1996,1996-09-29,4,30.019,SFO,,ATL,W 39-17,2,2,20,10.00,1,100.0%,10.00,1,6
33,1996,1996-10-06,5,30.026,SFO,@,STL,W 28-11,7,5,44,8.80,2,71.4%,6.29,2,12
34,1996,1996-10-14,6,30.034,SFO,@,GNB,L 20-23,4,3,39,13.00,0,75.0%,9.75,0,0
35,1996,1996-10-20,7,30.040,SFO,,CIN,W 28-21,10,8,116,14.50,2,80.0%,11.60,2,12
36,1996,1996-10-27,8,30.047,SFO,@,HOU,W 10-9,2,1,9,9.00,0,50.0%,4.50,0,0
37,1996,1996-11-03,9,30.054,SFO,@,NOR,W 24-17,2,2,32,16.00,0,100.0%,16.00,0,0
38,1996,1996-11-10,10,30.061,SFO,,DAL,L 17-20,2,2,24,12.00,0,100.0%,12.00,0,0
39,1996,1996-11-17,11,30.068,SFO,,BAL,W 38-20,,0,0,,0,0.0%,,,
40,1996,1996-11-24,12,30.075,SFO,@,WAS,W 19-16,1,1,10,10.00,0,100.0%,10.00,0,0
41,1996,1996-12-02,13,30.083,SFO,@,ATL,W 34-10,1,0,0,,0,0.0%,0.00,,
42,1996,1996-12-08,14,30.089,SFO,,CAR,L 24-30,1,1,6,6.00,0,100.0%,6.00,0,0
43,1996,1996-12-23,16,30.104,SFO,,DET,W 24-14,1,1,1,1.00,1,100.0%,1.00,1,6
44,1997,1997-08-31,1,30.355,KAN,@,DEN,L 3-19,2,2,14,7.00,0,100.0%,7.00,0,0
45,1997,1997-09-08,2,30.363,KAN,@,OAK,W 28-27,3,1,15,15.00,0,33.3%,5.00,0,0
46,1997,1997-09-14,3,31.004,KAN,,BUF,W 22-16,5,4,20,5.00,0,80.0%,4.00,0,0
47,1997,1997-09-21,4,31.011,KAN,@,CAR,W 35-14,7,6,49,8.17,0,85.7%,7.00,0,0
48,1997,1997-09-28,5,31.018,KAN,,SEA,W 20-17,4,4,40,10.00,0,100.0%,10.00,0,0
49,1997,1997-10-05,6,31.025,KAN,@,MIA,L 14-17,2,2,17,8.50,0,100.0%,8.50,0,0
50,1997,1997-10-16,7,31.036,KAN,,SDG,W 31-3,6,4,54,13.50,0,66.7%,9.00,0,0
51,1997,1997-10-26,8,31.046,KAN,@,STL,W 28-20,6,5,50,10.00,0,83.3%,8.33,0,0
52,1997,1997-11-03,9,31.054,KAN,,PIT,W 13-10,3,2,12,6.00,0,66.7%,4.00,0,0
53,1997,1997-11-30,13,31.081,KAN,,SFO,W 44-9,1,1,1,1.00,1,100.0%,1.00,1,6
54,1997,1997-12-07,14,31.088,KAN,,OAK,W 30-0,3,2,33,16.50,0,66.7%,11.00,0,0
55,1997,1997-12-14,15,31.095,KAN,@,SDG,W 29-7,2,0,0,,0,0.0%,0.00,,
56,1997,1997-12-21,16,31.102,KAN,,NOR,W 25-13,3,2,15,7.50,1,66.7%,5.00,1,6
57,1998,1998-09-13,2,32.003,KAN,@,JAX,L 16-21,2,1,13,13.00,0,50.0%,6.50,0,0
58,1998,1998-09-20,3,32.010,KAN,,SDG,W 23-7,1,1,9,9.00,0,100.0%,9.00,0,0
59,1998,1998-09-27,4,32.017,KAN,@,PHI,W 24-21,1,1,7,7.00,0,100.0%,7.00,0,0
60,1998,1998-10-04,5,32.024,KAN,,SEA,W 17-6,,,,,,0.0%,,,
61,1998,1998-10-11,6,32.031,KAN,@,NWE,L 10-40,,,,,,0.0%,,,
62,1998,1998-10-26,7,32.046,KAN,,PIT,L 13-20,1,1,3,3.00,0,100.0%,3.00,0,0
63,1998,1998-11-01,8,32.052,KAN,,NYJ,L 17-20,2,2,9,4.50,0,100.0%,4.50,0,0
64,1998,1998-11-08,9,32.059,KAN,@,SEA,L 12-24,4,4,37,9.25,0,100.0%,9.25,0,0
65,1998,1998-11-16,10,32.067,KAN,,DEN,L 7-30,2,1,0,0.00,0,50.0%,0.00,0,0
66,1998,1998-11-22,11,32.073,KAN,@,SDG,L 37-38,3,1,6,6.00,0,33.3%,2.00,0,0
67,1998,1998-11-29,12,32.080,KAN,,ARI,W 34-24,,,,,,0.0%,,,
68,1998,1998-12-06,13,32.087,KAN,@,DEN,L 31-35,2,1,6,6.00,0,50.0%,3.00,0,0
