ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,2016,2016-11-27,11,24.160,ATL,,ARI,W 38-19,,2,116,58.00,0
2,2016,2016-12-18,14,24.181,ARI,,NOR,L 41-48,,2,68,34.00,0
3,2016,2016-12-24,15,24.187,ARI,@,SEA,W 34-31,,5,222,44.40,0
4,2016,2017-01-01,16,24.195,ARI,@,LAR,W 44-6,,3,147,49.00,1
5,2018,2018-09-09,1,26.081,MIN,,SFO,W 24-16,,6,230,38.33,0
6,2018,2018-09-16,2,26.088,MIN,@,GNB,T 29-29,,4,204,51.00,1
7,2018,2018-09-23,3,26.095,MIN,,BUF,L 6-27,,5,259,51.80,0
8,2018,2018-09-27,4,26.099,MIN,@,LAR,L 31-38,,4,159,39.75,0
