ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,1986,1986-09-14,2,24.268,DAL,@,DET,W 31-7,,,,,,,,
2,1986,1986-09-21,3,24.275,DAL,,ATL,L 35-37,,,,,,,,
3,1986,1986-09-29,4,24.283,DAL,@,STL,W 31-7,,,,,,,,
4,1986,1986-10-12,6,24.296,DAL,,WAS,W 30-6,,,,,,,,
5,1986,1986-10-26,8,24.310,DAL,,STL,W 37-6,,,,,,,,
6,1986,1986-11-09,10,24.324,DAL,,RAI,L 13-17,,,,,,,,
7,1986,1986-11-23,12,24.338,DAL,@,WAS,L 14-41,,,,,,,,
8,1986,1986-11-27,13,24.342,DAL,,SEA,L 14-31,,,,,,,,
9,1986,1986-12-07,14,24.352,DAL,@,RAM,L 10-29,,,,,,,,
10,1986,1986-12-14,15,24.359,DAL,,PHI,L 21-23,,,,,,,,
11,1986,1986-12-21,16,25.001,DAL,,CHI,L 10-24,,,,,,,,
12,1987,1987-09-13,1,25.267,DAL,@,STL,L 13-24,,,,,,,,
13,1987,1987-09-20,2,25.274,DAL,@,NYG,W 16-14,,,,,,,,
14,1987,1987-11-02,7,25.317,DAL,,NYG,W 33-24,,,,,,,,
15,1987,1987-11-08,8,25.323,DAL,@,DET,L 17-27,,,,,,,,
16,1987,1987-11-15,9,25.330,DAL,@,NWE,W 23-17,,,,,,,,
17,1987,1987-11-22,10,25.337,DAL,,MIA,L 14-20,,,,,,,,
18,1987,1987-11-26,11,25.341,DAL,,MIN,L 38-44,,,,,,,,
19,1987,1987-12-06,12,25.351,DAL,,ATL,L 10-21,,,,,,,,
20,1987,1987-12-13,13,25.358,DAL,@,WAS,L 20-24,,,,,,,,
21,1987,1987-12-21,14,26.001,DAL,@,RAM,W 29-21,,,,,,,,
22,1987,1987-12-27,15,26.007,DAL,,STL,W 21-16,,,,,,,,
23,1988,1988-09-04,1,26.259,DAL,@,PIT,L 21-24,,,0,0,,0,,
24,1988,1988-09-12,2,26.267,DAL,@,PHO,W 17-14,,,0,0,,0,,
25,1988,1988-09-18,3,26.273,DAL,,NYG,L 10-12,,,0,0,,0,,
26,1988,1988-09-25,4,26.280,DAL,,ATL,W 26-20,,,0,0,,0,,
27,1988,1988-10-03,5,26.288,DAL,@,NOR,L 17-20,,,0,0,,0,,
28,1988,1988-10-09,6,26.294,DAL,,WAS,L 17-35,,,0,0,,0,,
29,1988,1988-10-16,7,26.301,DAL,@,CHI,L 7-17,,,0,0,,0,,
30,1988,1988-10-23,8,26.308,DAL,@,PHI,L 23-24,,,0,0,,0,,
31,1988,1988-11-06,10,26.322,DAL,@,NYG,L 21-29,,,0,0,,0,,
32,1988,1988-11-13,11,26.329,DAL,,MIN,L 3-43,,,0,0,,0,,
33,1988,1988-11-20,12,26.336,DAL,,CIN,L 24-38,,,0,0,,0,,
34,1988,1988-11-24,13,26.340,DAL,,HOU,L 17-25,,,0,0,,0,,
35,1988,1988-12-04,14,26.350,DAL,@,CLE,L 21-24,,,0,0,,0,,
36,1988,1988-12-11,15,26.357,DAL,@,WAS,W 24-17,,,0,0,,0,,
37,1988,1988-12-18,16,26.364,DAL,,PHI,L 7-23,,,1,2,2.00,0,,
38,1989,1989-09-10,1,27.264,DAL,@,NOR,L 0-28,,,,,,,,
39,1989,1989-09-17,2,27.271,DAL,@,ATL,L 21-27,,,,,,,,
40,1989,1989-09-24,3,27.278,DAL,,WAS,L 7-30,,,,,,,,
41,1989,1989-10-01,4,27.285,DAL,,NYG,L 13-30,,,,,,,,
42,1989,1989-10-08,5,27.292,DAL,@,GNB,L 13-31,,,,,,,,
43,1989,1989-10-15,6,27.299,DAL,,SFO,L 14-31,,,,,,,,
44,1989,1989-10-22,7,27.306,DAL,@,KAN,L 28-36,,,,,,,,
45,1989,1989-10-29,8,27.313,DAL,,PHO,L 10-19,,,,,,,,
46,1989,1989-11-05,9,27.320,DAL,@,WAS,W 13-3,,,,,,,,
47,1989,1989-11-12,10,27.327,DAL,@,PHO,L 20-24,,,,,,,,
48,1989,1989-11-19,11,27.334,DAL,,MIA,L 14-17,,,,,,,,
49,1989,1989-11-23,12,27.338,DAL,,PHI,L 0-27,,,,,,,,
50,1989,1989-12-03,13,27.348,DAL,,RAM,L 31-35,,,,,,,,
51,1989,1989-12-10,14,27.355,DAL,@,PHI,L 10-20,,,,,,,,
52,1989,1989-12-16,15,27.361,DAL,@,NYG,L 0-15,,,,,,,,
53,1989,1989-12-24,16,28.004,DAL,,GNB,L 10-20,,,,,,,,
54,1990,1990-09-09,1,28.263,DAL,,SDG,W 17-14,,,,,,,,
55,1990,1990-09-16,2,28.270,DAL,,NYG,L 7-28,,,,,,,,
56,1990,1990-09-23,3,28.277,DAL,@,WAS,L 15-19,,,,,,,,
57,1990,1990-09-30,4,28.284,DAL,@,NYG,L 17-31,,,,,,,,
58,1990,1990-10-07,5,28.291,DAL,,TAM,W 14-10,,,,,,,,
59,1990,1990-10-14,6,28.298,DAL,@,PHO,L 3-20,,,,,,,,
60,1990,1990-10-21,7,28.305,DAL,@,TAM,W 17-13,,,,,,,,
61,1990,1990-10-28,8,28.312,DAL,,PHI,L 20-21,,,,,,,,
62,1990,1990-11-04,9,28.319,DAL,@,NYJ,L 9-24,,,,,,,,
63,1990,1990-11-11,10,28.326,DAL,,SFO,L 6-24,,,,,,,,
64,1990,1990-11-18,11,28.333,DAL,@,RAM,W 24-21,,,,,,,,
65,1990,1990-11-22,12,28.337,DAL,,WAS,W 27-17,,,,,,,,
66,1990,1990-12-02,13,28.347,DAL,,NOR,W 17-13,,,,,,,,
67,1990,1990-12-16,14,28.361,DAL,,PHO,W 41-10,,,,,,,,
68,1990,1990-12-23,15,29.003,DAL,@,PHI,L 3-17,,,,,,,,
69,1990,1990-12-30,16,29.010,DAL,@,ATL,L 7-26,,,,,,,,
70,1991,1991-09-01,1,29.255,DAL,@,CLE,W 26-14,,,,,,,,
71,1991,1991-09-09,2,29.263,DAL,,WAS,L 31-33,,,,,,,,
72,1991,1991-09-15,3,29.269,DAL,,PHI,L 0-24,,,,,,,,
73,1991,1991-09-22,4,29.276,DAL,@,PHO,W 17-9,,,,,,,,
74,1991,1991-09-29,5,29.283,DAL,,NYG,W 21-16,,,,,,,,
75,1991,1991-10-06,6,29.290,DAL,@,GNB,W 20-17,,,,,,,,
76,1991,1991-10-13,7,29.297,DAL,,CIN,W 35-23,,,,,,,,
77,1991,1991-10-27,8,29.311,DAL,@,DET,L 10-34,,,,,,,,
78,1991,1991-11-03,9,29.318,DAL,,PHO,W 27-7,,,,,,,,
79,1991,1991-11-10,10,29.325,DAL,@,HOU,L 23-26,,,,,,,,
80,1991,1991-11-28,13,29.343,DAL,,PIT,W 20-10,,,,,,,,
81,1991,1991-12-08,14,29.353,DAL,,NOR,W 23-14,,,,,,,,
82,1991,1991-12-15,15,29.360,DAL,@,PHI,W 25-13,,,,,,,,
83,1991,1991-12-22,16,30.002,DAL,,ATL,W 31-27,,,,,,,,
84,1992,1992-09-07,1,30.262,DAL,,WAS,W 23-10,,,,,,,0.0%,
85,1992,1992-09-13,2,30.268,DAL,@,NYG,W 34-28,,,,,,,0.0%,
86,1992,1992-09-20,3,30.275,DAL,,PHO,W 31-20,,,,,,,0.0%,
87,1992,1992-10-05,4,30.290,DAL,@,PHI,L 7-31,,,,,,,0.0%,
88,1992,1992-10-11,5,30.296,DAL,,SEA,W 27-0,,,,,,,0.0%,
89,1992,1992-10-18,6,30.303,DAL,,KAN,W 17-10,,,,,,,0.0%,
90,1992,1992-10-25,7,30.310,DAL,@,RAI,W 28-13,,,,,,,0.0%,
91,1992,1992-11-01,8,30.317,DAL,,PHI,W 20-10,,,,,,,0.0%,
92,1992,1992-11-08,9,30.324,DAL,@,DET,W 37-3,,,,,,,0.0%,
93,1992,1992-11-15,10,30.331,DAL,,RAM,L 23-27,,,,,,,0.0%,
94,1992,1992-11-22,11,30.338,DAL,@,PHO,W 16-10,,,,,,,0.0%,
95,1992,1992-11-26,12,30.342,DAL,,NYG,W 30-3,,,,,,,0.0%,
96,1992,1992-12-06,13,30.352,DAL,@,DEN,W 31-27,,,,,,,0.0%,
97,1992,1992-12-13,14,30.359,DAL,@,WAS,L 17-20,,,,,,,0.0%,
98,1992,1992-12-21,15,31.001,DAL,@,ATL,W 41-17,,,,,,,0.0%,
99,1993,1993-09-06,1,31.260,DAL,@,WAS,L 16-35,,,,,,,0.0%,
100,1993,1993-09-12,2,31.266,DAL,,BUF,L 10-13,,,,,,,0.0%,
101,1993,1993-09-19,3,31.273,DAL,@,PHO,W 17-10,,,,,,,0.0%,
102,1993,1993-10-03,4,31.287,DAL,,GNB,W 36-14,,,,,,,0.0%,
103,1993,1993-10-10,5,31.294,DAL,@,IND,W 27-3,,,,,,,0.0%,
104,1993,1993-10-17,6,31.301,DAL,,SFO,W 26-17,,,,,,,0.0%,
105,1993,1993-10-31,7,31.315,DAL,@,PHI,W 23-10,,,,,,,0.0%,
106,1993,1993-11-07,8,31.322,DAL,,NYG,W 31-9,,,,,,,0.0%,
107,1993,1993-11-14,9,31.329,DAL,,PHO,W 20-15,,,,,,,0.0%,
108,1993,1993-11-21,10,31.336,DAL,@,ATL,L 14-27,,,,,,,0.0%,
109,1993,1993-11-25,11,31.340,DAL,,MIA,L 14-16,,,,,,,0.0%,
110,1993,1993-12-06,12,31.351,DAL,,PHI,W 23-17,,,,,,,0.0%,
111,1993,1993-12-12,13,31.357,DAL,@,MIN,W 37-20,,,,,,,0.0%,
112,1993,1993-12-18,14,31.363,DAL,@,NYJ,W 28-7,,,,,,,0.0%,
113,1993,1993-12-26,15,32.006,DAL,,WAS,W 38-3,,,,,,,0.0%,
114,1993,1994-01-02,16,32.013,DAL,@,NYG,W 16-13,,,,,,,0.0%,
115,1994,1994-09-04,1,32.258,DAL,@,PIT,W 26-9,,,,,,,0.0%,
116,1994,1994-09-11,2,32.265,DAL,,HOU,W 20-17,,,,,,,0.0%,
117,1994,1994-09-19,3,32.273,DAL,,DET,L 17-20,,,,,,,0.0%,
118,1994,1994-10-02,4,32.286,DAL,@,WAS,W 34-7,,,,,,,0.0%,
119,1994,1994-10-09,5,32.293,DAL,,ARI,W 38-3,,,,,,,0.0%,
120,1994,1994-10-16,6,32.300,DAL,,PHI,W 24-13,,,,,,,0.0%,
121,1994,1994-10-23,7,32.307,DAL,@,ARI,W 28-21,,,,,,,0.0%,
122,1994,1994-10-30,8,32.314,DAL,@,CIN,W 23-20,,,,,,,0.0%,
123,1994,1994-11-07,9,32.322,DAL,,NYG,W 38-10,,,,,,,0.0%,
124,1994,1994-11-13,10,32.328,DAL,@,SFO,L 14-21,,,,,,,0.0%,
125,1994,1994-11-20,11,32.335,DAL,,WAS,W 31-7,,,,,,,0.0%,
126,1994,1994-11-24,12,32.339,DAL,,GNB,W 42-31,,,,,,,0.0%,
127,1994,1994-12-04,13,32.349,DAL,@,PHI,W 31-19,,,,,,,0.0%,
128,1994,1994-12-10,14,32.355,DAL,,CLE,L 14-19,,,,,,,0.0%,
129,1994,1994-12-19,15,32.364,DAL,@,NOR,W 24-16,,,,,,,0.0%,
130,1994,1994-12-24,16,33.004,DAL,@,NYG,L 10-15,,,,,,,0.0%,
131,1995,1995-09-04,1,33.258,DAL,@,NYG,W 35-0,,,,,,,0.0%,
132,1995,1995-09-10,2,33.264,DAL,,DEN,W 31-21,,,,,,,0.0%,
133,1995,1995-09-17,3,33.271,DAL,@,MIN,W 23-17,,,,,,,0.0%,
134,1995,1995-09-24,4,33.278,DAL,,ARI,W 34-20,,,,,,,0.0%,
135,1995,1995-10-01,5,33.285,DAL,@,WAS,L 23-27,,,,,,,0.0%,
136,1995,1995-10-08,6,33.292,DAL,,GNB,W 34-24,,,,,,,0.0%,
137,1995,1995-10-15,7,33.299,DAL,@,SDG,W 23-9,,,,,,,0.0%,
138,1995,1995-10-29,8,33.313,DAL,@,ATL,W 28-13,,,,,,,0.0%,
139,1995,1995-11-06,9,33.321,DAL,,PHI,W 34-12,,,,,,,0.0%,
140,1995,1995-11-12,10,33.327,DAL,,SFO,L 20-38,,,,,,,0.0%,
141,1995,1995-11-19,11,33.334,DAL,@,OAK,W 34-21,,,,,,,0.0%,
142,1995,1995-11-23,12,33.338,DAL,,KAN,W 24-12,,,,,,,0.0%,
143,1995,1995-12-03,13,33.348,DAL,,WAS,L 17-24,,,,,,,0.0%,
144,1995,1995-12-10,14,33.355,DAL,@,PHI,L 17-20,,,,,,,0.0%,
145,1995,1995-12-17,15,33.362,DAL,,NYG,W 21-20,,,,,,,0.0%,
146,1995,1995-12-25,16,34.005,DAL,@,ARI,W 37-13,,,,,,,0.0%,
147,1996,1996-09-02,1,34.257,DAL,@,CHI,L 6-22,,,,,,,0.0%,
148,1996,1996-09-08,2,34.263,DAL,,NYG,W 27-0,,,,,,,0.0%,
149,1996,1996-09-15,3,34.270,DAL,,IND,L 24-25,,,,,,,0.0%,
150,1996,1996-09-22,4,34.277,DAL,@,BUF,L 7-10,,,,,,,0.0%,
151,1996,1996-09-30,5,34.285,DAL,@,PHI,W 23-19,,,,,,,0.0%,
152,1996,1996-10-13,6,34.298,DAL,,ARI,W 17-3,,,,,,,0.0%,
153,1996,1996-10-20,7,34.305,DAL,,ATL,W 32-28,,,,,,,0.0%,
154,1996,1996-10-27,8,34.312,DAL,@,MIA,W 29-10,,,,,,,0.0%,
155,1996,1996-11-03,9,34.319,DAL,,PHI,L 21-31,,,,,,,0.0%,
156,1996,1996-11-10,10,34.326,DAL,@,SFO,W 20-17,,,,,,,0.0%,
157,1996,1996-11-18,11,34.334,DAL,,GNB,W 21-6,,,,,,,0.0%,
158,1996,1996-11-24,12,34.340,DAL,@,NYG,L 6-20,,,,,,,0.0%,
159,1996,1996-11-28,13,34.344,DAL,,WAS,W 21-10,,,,,,,0.0%,
160,1996,1996-12-08,14,34.354,DAL,@,ARI,W 10-6,,,,,,,0.0%,
161,1996,1996-12-15,15,34.361,DAL,,NWE,W 12-6,,,,,,,0.0%,
162,1996,1996-12-22,16,35.002,DAL,@,WAS,L 10-37,,,,,,,0.0%,
163,1997,1997-08-31,1,35.254,DAL,@,PIT,W 37-7,,,,,,,0.0%,
164,1997,1997-09-07,2,35.261,DAL,@,ARI,L 22-25,,,,,,,0.0%,
165,1997,1997-09-15,3,35.269,DAL,,PHI,W 21-20,,,,,,,0.0%,
166,1997,1997-09-28,4,35.282,DAL,,CHI,W 27-3,,,,,,,0.0%,
167,1997,1997-10-05,5,35.289,DAL,@,NYG,L 17-20,,,,,,,0.0%,
168,1997,1997-10-13,6,35.297,DAL,@,WAS,L 16-21,,,,,,,0.0%,
169,1997,1997-10-19,7,35.303,DAL,,JAX,W 26-22,,,,,,,0.0%,
170,1997,1997-10-26,8,35.310,DAL,@,PHI,L 12-13,,,,,,,0.0%,
171,1997,1997-11-02,9,35.317,DAL,@,SFO,L 10-17,,,,,,,0.0%,
172,1997,1997-11-16,11,35.331,DAL,,WAS,W 17-14,,,,,,,0.0%,
173,1997,1997-11-23,12,35.338,DAL,@,GNB,L 17-45,,,,,,,0.0%,
174,1997,1997-11-27,13,35.342,DAL,,TEN,L 14-27,,,,,,,0.0%,
175,1997,1997-12-08,14,35.353,DAL,,CAR,L 13-23,,,,,,,0.0%,
176,1998,1998-09-06,1,36.260,DAL,,ARI,W 38-10,,,,,,,0.0%,
177,1998,1998-09-13,2,36.267,DAL,@,DEN,L 23-42,,,,,,,0.0%,
178,1998,1998-09-21,3,36.275,DAL,@,NYG,W 31-7,,,,,,,0.0%,
179,1998,1998-09-27,4,36.281,DAL,,OAK,L 12-13,,,,,,,0.0%,
180,1998,1998-10-04,5,36.288,DAL,@,WAS,W 31-10,,,,,,,0.0%,
181,1998,1998-10-11,6,36.295,DAL,,CAR,W 27-20,,,,,,,0.0%,
182,1998,1998-10-18,7,36.302,DAL,@,CHI,L 12-13,,,,,,,0.0%,
183,1998,1998-11-02,8,36.317,DAL,@,PHI,W 34-0,,,,,,,0.0%,
184,1998,1998-11-08,9,36.323,DAL,,NYG,W 16-6,,,,,,,0.0%,
185,1998,1998-11-15,10,36.330,DAL,@,ARI,W 35-28,,,,,,,0.0%,
186,1998,1998-11-22,11,36.337,DAL,,SEA,W 30-22,,,,,,,0.0%,
187,1998,1998-11-26,12,36.341,DAL,,MIN,L 36-46,,,,,,,0.0%,
188,1998,1998-12-06,13,36.351,DAL,@,NOR,L 3-22,,,,,,,0.0%,
189,1998,1998-12-13,14,36.358,DAL,@,KAN,L 17-20,,,,,,,0.0%,
190,1998,1998-12-20,15,37.000,DAL,,PHI,W 13-9,,,,,,,0.0%,
191,1998,1998-12-27,16,37.007,DAL,,WAS,W 23-7,,,,,,,0.0%,
192,1999,1999-09-12,1,37.266,CAR,@,NOR,L 10-19,,,,,,,0.0%,
193,1999,1999-09-19,2,37.273,CAR,,JAX,L 20-22,,,,,,,0.0%,
194,1999,1999-09-26,3,37.280,CAR,,CIN,W 27-3,,,,,,,0.0%,
195,1999,1999-10-03,4,37.287,CAR,@,WAS,L 36-38,,,,,,,0.0%,
196,1999,1999-10-17,5,37.301,CAR,@,SFO,W 31-29,,,,,,,0.0%,
197,1999,1999-10-24,6,37.308,CAR,,DET,L 9-24,,,,,,,0.0%,
198,1999,1999-10-31,7,37.315,CAR,@,ATL,L 20-27,,,,,,,0.0%,
