ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1997,1997-08-31,1,23.096,NOR,@,STL,L 24-38,,4,12,33.33,69,1,1,46.9,1,7,5.75,3.67,0,0,,0,0,0
2,1997,1997-09-14,3,23.110,NOR,@,SFO,L 7-33,,7,15,46.67,119,1,3,56.7,1,9,7.93,0.27,1,5,5.00,0,0,0
3,1997,1997-10-12,7,23.138,NOR,,ATL,L 17-23,,9,13,69.23,120,1,1,91.8,7,47,9.23,7.31,2,6,3.00,0,0,0
4,1997,1997-10-19,8,23.145,NOR,,CAR,L 0-13,*,13,32,40.63,132,0,2,27.1,7,43,4.13,1.31,2,15,7.50,0,0,0
5,1997,1997-10-26,9,23.152,NOR,,SFO,L 0-23,*,7,15,46.67,60,0,1,29.9,2,10,4.00,1.00,0,0,,0,0,0
6,1997,1997-11-23,12,23.180,NOR,@,ATL,L 3-20,,0,0,,0,0,0,,0,,,,0,0,,0,,
7,1997,1997-12-21,16,23.208,NOR,@,KAN,L 13-25,,2,4,50.00,18,1,0,102.1,0,0,4.50,9.50,1,0,0.00,0,0,0
8,1998,1998-09-06,1,24.102,NOR,@,STL,W 24-17,,3,6,50.00,24,0,1,20.8,0,0,4.00,-3.50,0,0,,0,0,0
9,1998,1998-09-13,2,24.109,NOR,,CAR,W 19-14,*,13,18,72.22,145,1,0,114.4,6,41,8.06,9.17,6,40,6.67,0,0,0
10,1998,1998-09-27,3,24.123,NOR,@,IND,W 19-13,*,12,27,44.44,153,2,1,72.0,4,16,5.67,5.48,0,0,,0,0,0
11,1998,1998-10-04,4,24.130,NOR,,NWE,L 27-30,*,25,47,53.19,278,2,2,67.5,7,41,5.91,4.85,3,13,4.33,0,0,0
12,1998,1998-10-11,5,24.137,NOR,,SFO,L 0-31,*,9,21,42.86,95,0,1,36.8,6,33,4.52,2.38,2,7,3.50,0,0,0
13,1999,1999-10-24,6,25.150,NOR,@,NYG,L 3-31,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,0,0.00,0,0,0
14,1999,1999-11-28,11,25.185,NOR,@,STL,L 12-43,,2,6,33.33,19,0,0,43.1,0,0,3.17,3.17,0,0,,0,0,0
15,1999,1999-12-05,12,25.192,NOR,@,ATL,L 12-35,,15,30,50.00,127,0,2,33.6,5,32,4.23,1.23,1,29,29.00,1,1,6
16,1999,1999-12-19,14,25.206,NOR,@,BAL,L 8-31,,5,11,45.45,45,0,1,19.1,0,0,4.09,0.00,0,0,,0,0,0
17,2000,2000-12-03,13,26.190,GNB,@,CHI,W 28-6,,0,0,,0,0,0,,,,,,2,-2,-1.00,0,0,0
18,2001,2001-10-07,3,27.133,CHI,@,ATL,W 31-3,,,,,,,,,,,,,,,,,,
19,2002,2002-09-08,1,28.104,WAS,,ARI,W 31-23,,,,,,,,,0,,,,,,,,,
20,2002,2002-09-16,2,28.112,WAS,,PHI,L 7-37,,6,9,66.67,57,0,1,44.4,4,29,6.33,1.33,0,0,,0,0,0
21,2002,2002-09-22,3,28.118,WAS,@,SFO,L 10-20,,1,2,50.00,14,0,1,33.3,1,6,7.00,-15.50,0,0,,0,0,0
22,2002,2002-10-06,4,28.132,WAS,@,TEN,W 31-14,*,1,3,33.33,11,0,0,45.1,0,0,3.67,3.67,1,3,3.00,0,0,0
23,2002,2002-11-24,11,28.181,WAS,,STL,W 20-17,*,16,23,69.57,235,0,0,102.6,0,0,10.22,10.22,3,10,3.33,0,0,0
24,2002,2002-11-28,12,28.185,WAS,@,DAL,L 20-27,*,21,36,58.33,243,3,3,71.9,1,11,6.75,4.67,4,28,7.00,0,0,0
25,2002,2002-12-08,13,28.195,WAS,,NYG,L 21-27,*,13,19,68.42,159,0,1,72.0,5,37,8.37,6.00,2,35,17.50,0,0,0
