ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
39,1972,1972-11-19,10,28.134,DET,,NOR,W 27-14,,,,,,,,,
40,1972,1972-11-23,11,28.138,DET,,NYJ,W 37-20,,,,,,,,,
41,1972,1972-12-03,12,28.148,DET,@,GNB,L 7-33,,,,,,,,,
42,1972,1972-12-10,13,28.155,DET,@,BUF,T 21-21,,,,,,,,,
43,1972,1972-12-17,14,28.162,DET,@,RAM,W 34-17,,,,,,,,,
44,1973,1973-09-16,1,29.070,MIN,,OAK,W 24-16,,,,,,,,,
45,1973,1973-09-23,2,29.077,MIN,@,CHI,W 22-13,,,,,,,,,
46,1973,1973-09-30,3,29.084,MIN,,GNB,W 11-3,,,,,,,,,
47,1973,1973-10-07,4,29.091,MIN,@,DET,W 23-9,,,,,,,,,
48,1973,1973-10-14,5,29.098,MIN,@,SFO,W 17-13,,,,,,,,,
49,1973,1973-10-21,6,29.105,MIN,,PHI,W 28-21,,,,,,,,,
50,1973,1973-10-28,7,29.112,MIN,,RAM,W 10-9,,,,,,,,,
51,1973,1973-11-04,8,29.119,MIN,,CLE,W 26-3,,,,,,,,,
52,1973,1973-11-11,9,29.126,MIN,,DET,W 28-7,,,,,,,,,
53,1973,1973-12-08,13,29.153,MIN,@,GNB,W 31-7,,,,,,,,,
54,1973,1973-12-16,14,29.161,MIN,@,NYG,W 31-7,,,,,,,,,
55,1974,1974-10-06,4,30.090,SFO,,STL,L 9-34,,,,,,,,,
56,1974,1974-10-14,5,30.098,SFO,@,DET,L 13-17,,,,,,,,,
57,1974,1974-10-20,6,30.104,SFO,@,RAM,L 14-37,,,,,,,,,
58,1974,1974-10-27,7,30.111,SFO,,OAK,L 24-35,,,,,,,,,
59,1974,1974-11-04,8,30.119,SFO,,RAM,L 13-15,,,,,,,,,
60,1974,1974-11-10,9,30.125,SFO,@,DAL,L 14-20,,,,,,,,,
61,1974,1974-12-01,12,30.146,BUF,,BAL,W 6-0,,,,,,,,,
62,1974,1974-12-08,13,30.153,BUF,@,NYJ,L 10-20,,,,,,,,,
63,1974,1974-12-15,14,30.160,BUF,@,RAM,L 14-19,,,,,,,,,
