ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
47,1995,1995-09-24,4,24.356,TAM,,WAS,W 14-6,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0
48,1995,1995-10-01,5,24.363,TAM,@,CAR,W 20-13,1,0,0,,0,0.0%,0.00,,,,,0,0,,0,,
49,1995,1995-10-08,6,25.005,TAM,,CIN,W 19-16,1,0,0,,0,0.0%,0.00,,,,,0,0,,0,,
50,1995,1995-10-15,7,25.012,TAM,,MIN,W 20-17,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0
51,1995,1995-10-22,8,25.019,TAM,,ATL,L 21-24,,0,0,,0,0.0%,,,,,,0,0,,0,,
52,1995,1995-10-29,9,25.026,TAM,@,HOU,L 7-19,0,0,0,,0,0.0%,,0,0,,0,1,6,6.00,0,0,0
53,1995,1995-11-12,10,25.040,TAM,@,DET,L 24-27,0,0,0,,0,0.0%,,,,,,0,0,,0,,
54,1995,1995-11-19,11,25.047,TAM,,JAX,W 17-16,,0,0,,0,0.0%,,,,,,0,0,,0,,
55,1995,1995-11-26,12,25.054,TAM,@,GNB,L 13-35,1,0,0,,0,0.0%,0.00,,,,,0,0,,0,,
56,1995,1995-12-03,13,25.061,TAM,@,MIN,L 17-31,1,1,29,29.00,0,100.0%,29.00,0,0,,0,0,0,,0,0,0
57,1995,1995-12-10,14,25.068,TAM,,GNB,W 13-10,,0,0,,0,0.0%,,,,,,0,0,,0,,
58,1995,1995-12-17,15,25.075,TAM,@,CHI,L 10-31,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0
59,1995,1995-12-23,16,25.081,TAM,,DET,L 10-37,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0
60,1996,1996-09-02,1,25.335,DAL,@,CHI,L 6-22,,0,0,,0,0.0%,,,,,,,,,,,
61,1996,1996-09-08,2,25.341,DAL,,NYG,W 27-0,,0,0,,0,0.0%,,,,,,,,,,,
62,1996,1996-09-15,3,25.348,DAL,,IND,L 24-25,,0,0,,0,0.0%,,,,,,,,,,,
63,1996,1996-09-22,4,25.355,DAL,@,BUF,L 7-10,,0,0,,0,0.0%,,,,,,,,,,,
64,1996,1996-09-30,5,25.363,DAL,@,PHI,W 23-19,1,0,0,,0,0.0%,0.00,,,,,,,,,,
65,1996,1996-10-13,6,26.010,DAL,,ARI,W 17-3,,0,0,,0,0.0%,,,,,,,,,,,
66,1996,1996-10-20,7,26.017,DAL,,ATL,W 32-28,,0,0,,0,0.0%,,,,,,,,,,,
67,1996,1996-10-27,8,26.024,DAL,@,MIA,W 29-10,,0,0,,0,0.0%,,,,,,,,,,,
68,1996,1996-11-03,9,26.031,DAL,,PHI,L 21-31,3,0,0,,0,0.0%,0.00,,,,,,,,,,
69,1996,1996-11-10,10,26.038,DAL,@,SFO,W 20-17,,0,0,,0,0.0%,,,,,,,,,,,
70,1996,1996-11-18,11,26.046,DAL,,GNB,W 21-6,,0,0,,0,0.0%,,,,,,,,,,,
71,1996,1996-11-24,12,26.052,DAL,@,NYG,L 6-20,,0,0,,0,0.0%,,,,,,,,,,,
72,1996,1996-11-28,13,26.056,DAL,,WAS,W 21-10,,0,0,,0,0.0%,,,,,,,,,,,
73,1996,1996-12-08,14,26.066,DAL,@,ARI,W 10-6,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0
74,1996,1996-12-15,15,26.073,DAL,,NWE,W 12-6,0,0,0,,0,0.0%,,,,,,,,,,,
75,1996,1996-12-22,16,26.080,DAL,@,WAS,L 10-37,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,0,0
76,1998,1998-09-06,1,27.338,STL,,NOR,L 17-24,1,,,,,0.0%,,,,,,,,,,,
77,1998,1998-09-13,2,27.345,STL,,MIN,L 31-38,,,,,,0.0%,,,,,,,,,,,
78,1998,1998-09-20,3,27.352,STL,@,BUF,W 34-33,,,,,,0.0%,,,,,,,,,,,
79,1998,1998-11-01,8,28.029,STL,@,ATL,L 15-37,,,,,,0.0%,,,,,,,,,,,
80,1998,1998-11-08,9,28.036,STL,@,CHI,W 20-12,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0
81,1998,1998-11-15,10,28.043,STL,@,NOR,L 3-24,,,,,,0.0%,,,,,,,,,,,
82,1998,1998-11-22,11,28.050,STL,,CAR,L 20-24,2,2,26,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,0
83,1998,1998-11-29,12,28.057,STL,,ATL,L 10-21,3,1,10,10.00,0,33.3%,3.33,0,0,,0,0,0,,0,0,0
84,1998,1998-12-03,13,28.061,STL,@,PHI,L 14-17,2,2,9,4.50,0,100.0%,4.50,0,0,,0,0,0,,0,0,0
85,1998,1998-12-13,14,28.071,STL,,NWE,W 32-18,1,,,,,0.0%,,,,,,,,,,,
86,1998,1998-12-20,15,28.078,STL,@,CAR,L 13-20,1,,,,,0.0%,,,,,,,,,,,
87,1998,1998-12-27,16,28.085,STL,@,SFO,L 19-38,,,,,,0.0%,,,,,,,,,,,
