ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2017,2017-09-25,3,22.194,ARI,,DAL,L 17-28,,0,0,0,,0,0.0%,,0,0
2,2017,2017-10-01,4,22.200,ARI,,SFO,W 18-15,,0,0,0,,0,0.0%,,0,0
3,2017,2017-10-08,5,22.207,ARI,@,PHI,L 7-34,,1,0,0,,0,0.0%,0.00,0,0
4,2017,2017-11-19,10,22.249,ARI,@,HOU,L 21-31,,5,3,54,18.00,2,60.0%,10.80,2,12
5,2017,2017-11-26,11,22.256,ARI,,JAX,W 27-24,,6,4,72,18.00,1,66.7%,12.00,1,6
6,2017,2017-12-03,12,22.263,ARI,,LAR,L 16-32,,5,2,44,22.00,0,40.0%,8.80,0,0
7,2017,2017-12-10,13,22.270,ARI,,TEN,W 12-7,,3,1,20,20.00,0,33.3%,6.67,0,0
8,2017,2017-12-17,14,22.277,ARI,@,WAS,L 15-20,*,6,2,11,5.50,0,33.3%,1.83,0,0
9,2017,2017-12-24,15,22.284,ARI,,NYG,W 23-0,,1,0,0,,0,0.0%,0.00,0,0
10,2017,2017-12-31,16,22.291,ARI,@,SEA,W 26-24,,1,0,0,,0,0.0%,0.00,0,0
11,2018,2018-09-09,1,23.178,ARI,,WAS,L 6-24,*,6,3,19,6.33,0,50.0%,3.17,0,0
12,2018,2018-09-16,2,23.185,ARI,@,LAR,L 0-34,*,6,4,17,4.25,0,66.7%,2.83,0,0
13,2018,2018-09-23,3,23.192,ARI,,CHI,L 14-16,*,3,1,35,35.00,1,33.3%,11.67,1,6
