ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,2001,2001-09-30,2,22.246,ARI,,ATL,L 14-34,,,,,,
2,2001,2001-10-07,3,22.253,ARI,@,PHI,W 21-20,,,,,,
3,2001,2001-10-14,4,22.260,ARI,@,CHI,L 13-20,,,,,,
4,2001,2001-10-21,5,22.267,ARI,,KAN,W 24-16,,,,,,
5,2001,2001-11-11,8,22.288,ARI,,NYG,L 10-17,,,,,,
6,2001,2001-11-18,9,22.295,ARI,,DET,W 45-38,,,,,,
7,2001,2001-11-25,10,22.302,ARI,@,SDG,W 20-17,*,,,,,
8,2002,2002-11-10,9,23.287,CAR,,NOR,L 24-34,,,,,,
9,2002,2002-11-17,10,23.294,CAR,@,TAM,L 10-23,,,,,,
10,2002,2002-11-24,11,23.301,CAR,,ATL,L 0-41,,,,,,
11,2002,2002-12-01,12,23.308,CAR,@,CLE,W 13-6,,,,,,
12,2002,2002-12-08,13,23.315,CAR,,CIN,W 52-31,,,,,,
13,2002,2002-12-29,16,23.336,CAR,@,NOR,W 10-6,,,,,,
14,2003,2003-09-07,1,24.223,DEN,@,CIN,W 30-10,,,,,,
15,2003,2003-09-14,2,24.230,DEN,@,SDG,W 37-13,,,,,,
16,2003,2003-09-22,3,24.238,DEN,,OAK,W 31-10,*,,,,,
17,2003,2003-09-28,4,24.244,DEN,,DET,W 20-16,,,,,,
18,2003,2003-10-05,5,24.251,DEN,@,KAN,L 23-24,,,,,,
19,2003,2003-10-12,6,24.258,DEN,,PIT,W 17-14,,0,0,,0,2.0
20,2003,2003-10-19,7,24.265,DEN,@,MIN,L 20-28,*,,,,,
21,2003,2003-10-26,8,24.272,DEN,@,BAL,L 6-26,,,,,,
22,2003,2003-11-03,9,24.280,DEN,,NWE,L 26-30,,,,,,
23,2003,2003-11-16,10,24.293,DEN,,SDG,W 37-8,*,,,,,
24,2003,2003-11-23,11,24.300,DEN,,CHI,L 10-19,*,1,0,0.00,0,0.0
25,2003,2003-11-30,12,24.307,DEN,@,OAK,W 22-8,*,0,0,,0,0.5
26,2003,2003-12-07,13,24.314,DEN,,KAN,W 45-27,*,,,,,
27,2003,2003-12-14,14,24.321,DEN,,CLE,W 23-20,*,,,,,
28,2003,2003-12-21,15,24.328,DEN,@,IND,W 31-17,*,,,,,
29,2003,2003-12-28,16,24.335,DEN,@,GNB,L 3-31,*,,,,,
30,2004,2004-09-12,1,25.229,DEN,,KAN,W 34-24,*,0,0,,0,0.5
31,2004,2004-09-19,2,25.236,DEN,@,JAX,L 6-7,*,,,,,
32,2004,2004-09-26,3,25.243,DEN,,SDG,W 23-13,*,,,,,
33,2004,2004-10-03,4,25.250,DEN,@,TAM,W 16-13,*,,,,,
34,2004,2004-10-10,5,25.257,DEN,,CAR,W 20-17,*,,,,,
35,2004,2004-10-17,6,25.264,DEN,@,OAK,W 31-3,*,,,,,
36,2004,2004-10-25,7,25.272,DEN,@,CIN,L 10-23,*,,,,,
37,2004,2004-10-31,8,25.278,DEN,,ATL,L 28-41,*,0,0,,0,1.0
38,2004,2004-11-07,9,25.285,DEN,,HOU,W 31-13,*,,,,,
39,2004,2004-11-21,10,25.299,DEN,@,NOR,W 34-13,*,,,,,
40,2004,2004-11-28,11,25.306,DEN,,OAK,L 24-25,*,,,,,
41,2004,2004-12-05,12,25.313,DEN,@,SDG,L 17-20,*,,,,,
42,2004,2004-12-12,13,25.320,DEN,,MIA,W 20-17,*,,,,,
43,2004,2004-12-19,14,25.327,DEN,@,KAN,L 17-45,*,0,0,,0,0.5
44,2004,2004-12-25,15,25.333,DEN,@,TEN,W 37-16,*,0,0,,0,0.5
45,2004,2005-01-02,16,25.341,DEN,,IND,W 33-14,*,,,,,
