ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1987,1987-09-13,1,23.015,MIA,@,NWE,L 21-28,,,,,,,,
2,1987,1987-09-20,2,23.022,MIA,@,IND,W 23-10,,,,,,,,
3,1987,1987-10-25,6,23.057,MIA,,BUF,L 31-34,0,0,,0,1.0,0,0,0
4,1987,1987-11-01,7,23.064,MIA,,PIT,W 35-24,,,,,,,,
5,1987,1987-11-08,8,23.071,MIA,@,CIN,W 20-14,,,,,,,,
6,1987,1987-11-15,9,23.078,MIA,,IND,L 21-40,,,,,,,,
7,1987,1987-11-22,10,23.085,MIA,@,DAL,W 20-14,,,,,,,,
8,1987,1987-11-29,11,23.092,MIA,@,BUF,L 0-27,,,,,,,,
9,1987,1987-12-07,12,23.100,MIA,,NYJ,W 37-28,,,,,,,,
10,1987,1987-12-13,13,23.106,MIA,@,PHI,W 28-10,,,,,,,,
11,1987,1987-12-20,14,23.113,MIA,,WAS,W 23-21,,,,,,,,
12,1987,1987-12-28,15,23.121,MIA,,NWE,L 10-24,,,,,,,,
13,1988,1988-09-04,1,24.006,MIA,@,CHI,L 7-34,,,,,,,,
14,1988,1988-09-11,2,24.013,MIA,@,BUF,L 6-9,,,,,,,,
15,1988,1988-09-18,3,24.020,MIA,,GNB,W 24-17,,,,,,,,
16,1988,1988-09-25,4,24.027,MIA,@,IND,L 13-15,,,,,,,,
17,1988,1988-10-02,5,24.034,MIA,,MIN,W 24-7,,,,,,,,
18,1988,1988-10-09,6,24.041,MIA,@,RAI,W 24-14,,,,,,,,
19,1988,1988-10-16,7,24.048,MIA,,SDG,W 31-28,,,,,,,,
20,1988,1988-10-23,8,24.055,MIA,,NYJ,L 30-44,,,,,,,,
21,1988,1988-10-30,9,24.062,MIA,@,TAM,W 17-14,0,0,,0,0.0,1,14,0
22,1988,1988-11-06,10,24.069,MIA,@,NWE,L 10-21,,,,,,,,
23,1988,1988-11-14,11,24.077,MIA,,BUF,L 6-31,,,,,,,,
24,1988,1988-11-20,12,24.083,MIA,,NWE,L 3-6,,,,,,,,
25,1988,1988-11-27,13,24.090,MIA,@,NYJ,L 34-38,,,,,,,,
26,1988,1988-12-04,14,24.097,MIA,,IND,L 28-31,0,0,,0,1.0,0,0,0
27,1988,1988-12-12,15,24.105,MIA,,CLE,W 38-31,,,,,,,,
28,1988,1988-12-18,16,24.111,MIA,@,PIT,L 24-40,,,,,,,,
29,1989,1989-09-10,1,25.012,MIA,,BUF,L 24-27,0,0,,0,1.0,0,0,0
30,1989,1989-09-17,2,25.019,MIA,@,NWE,W 24-10,,,,,,,,
31,1989,1989-09-24,3,25.026,MIA,,NYJ,L 33-40,,,,,,,,
32,1989,1989-10-01,4,25.033,MIA,@,HOU,L 7-39,,,,,,,,
33,1990,1990-10-07,5,26.039,MIA,,NYJ,W 20-16,0,0,,0,,,,
34,1990,1990-10-18,6,26.050,MIA,,NWE,W 17-10,0,0,,0,,,,
35,1990,1990-10-28,7,26.060,MIA,@,IND,W 27-7,0,0,,0,,,,
36,1990,1990-11-04,8,26.067,MIA,,PHO,W 23-3,0,0,,0,,,,
37,1990,1990-11-11,9,26.074,MIA,@,NYJ,W 17-3,0,0,,0,,,,
38,1990,1990-11-19,10,26.082,MIA,,RAI,L 10-13,0,0,,0,,,,
39,1990,1990-11-25,11,26.088,MIA,@,CLE,W 30-13,1,6,6.00,0,0.0,0,0,0
40,1990,1990-12-02,12,26.095,MIA,@,WAS,L 20-42,0,0,,0,,,,
41,1991,1991-09-01,1,27.003,HOU,,RAI,W 47-17,,,,,,,,
42,1991,1991-09-08,2,27.010,HOU,@,CIN,W 30-7,,,,,,,,
43,1991,1991-09-16,3,27.018,HOU,,KAN,W 17-7,,,,,,,,
44,1991,1991-09-22,4,27.024,HOU,@,NWE,L 20-24,,,,,,,,
45,1991,1991-10-06,5,27.038,HOU,,DEN,W 42-14,,,,,,,,
46,1991,1991-10-13,6,27.045,HOU,@,NYJ,W 23-20,,,,,,,,
47,1991,1991-10-20,7,27.052,HOU,@,MIA,W 17-13,,,,,,,,
48,1991,1991-10-27,8,27.059,HOU,,CIN,W 35-3,,,,,,,,
49,1991,1991-11-03,9,27.066,HOU,@,WAS,L 13-16,,,,,,,,
