ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1995,1995-10-22,8,22.285,JAX,@,CLE,W 23-15,,,,,,,,,
2,1995,1995-10-29,9,22.292,JAX,@,PIT,L 7-24,,,,,,,,,
3,1995,1995-11-12,10,22.306,JAX,,SEA,L 30-47,,,,,,,,,
4,1995,1995-11-19,11,22.313,JAX,@,TAM,L 16-17,,,,,,,,,
5,1995,1995-11-26,12,22.320,JAX,,CIN,L 13-17,,,,,,,,,
6,1995,1995-12-03,13,22.327,JAX,@,DEN,L 23-31,,,,,,,,,
7,1995,1995-12-10,14,22.334,JAX,,IND,L 31-41,,,,,,,,,
8,1995,1995-12-17,15,22.341,JAX,@,DET,L 0-44,,,,,,,,,
9,1995,1995-12-24,16,22.348,JAX,,CLE,W 24-21,,,,,,,,,
10,1996,1996-09-01,1,23.235,JAX,,PIT,W 24-9,,,,,,,,,
11,1996,1996-09-08,2,23.242,JAX,,HOU,L 27-34,,,,,,,,,
12,1996,1996-09-15,3,23.249,JAX,@,OAK,L 3-17,,,,,,,,,
13,1996,1996-09-22,4,23.256,JAX,@,NWE,L 25-28,,,,,,,,,
14,1996,1996-09-29,5,23.263,JAX,,CAR,W 24-14,,,,,,,,,
15,1996,1996-10-06,6,23.270,JAX,@,NOR,L 13-17,,0,0,,0,0.0,1,0,0
16,1996,1996-10-13,7,23.277,JAX,,NYJ,W 21-17,,,,,,,,,
17,1996,1996-10-20,8,23.284,JAX,@,STL,L 14-17,,,,,,,,,
18,1996,1996-10-27,9,23.291,JAX,@,CIN,L 21-28,,,,,,,,,
19,1996,1996-11-10,10,23.305,MIA,,IND,W 37-13,,,,,,,,,
20,1996,1996-11-17,11,23.312,JAX,@,PIT,L 3-28,,0,0,,0,0.5,1,0,0
21,1996,1996-11-24,12,23.319,NWE,,IND,W 27-13,,,,,,,,,
22,1996,1996-12-01,13,23.326,JAX,,CIN,W 30-27,,,,,,,,,
23,1996,1996-12-08,14,23.333,JAX,@,HOU,W 23-17,,,,,,,,,
24,1996,1996-12-15,15,23.340,JAX,,SEA,W 20-13,,,,,,,,,
25,1996,1996-12-22,16,23.347,JAX,,ATL,W 19-17,,,,,,,,,
26,1997,1997-08-31,1,24.233,JAX,@,BAL,W 28-27,,0,0,,0,,,,
27,1997,1997-09-07,2,24.240,JAX,,NYG,W 40-13,,0,0,,0,0.0,1,23,0
28,1997,1997-09-22,3,24.255,JAX,,PIT,W 30-21,,0,0,,0,,,,
29,1997,1997-09-28,4,24.261,JAX,@,WAS,L 12-24,,0,0,,0,,,,
30,1997,1997-10-05,5,24.268,JAX,,CIN,W 21-13,,0,0,,0,,,,
31,1997,1997-10-12,6,24.275,JAX,,PHI,W 38-21,,1,9,9.00,0,0.0,0,0,0
32,1997,1997-10-19,7,24.282,JAX,@,DAL,L 22-26,,0,0,,0,,,,
33,1997,1997-10-26,8,24.289,JAX,@,PIT,L 17-23,,0,0,,0,,,,
34,1997,1997-11-02,9,24.296,JAX,@,TEN,W 30-24,,0,0,,0,,,,
35,1997,1997-11-09,10,24.303,JAX,,KAN,W 24-10,,0,0,,0,,,,
36,1997,1997-11-16,11,24.310,JAX,,TEN,W 17-9,,0,0,,0,,,,
37,1997,1997-11-23,12,24.317,JAX,@,CIN,L 26-31,,0,0,,0,,,,
38,1997,1997-11-30,13,24.324,JAX,,BAL,W 29-27,,0,0,,0,1.0,0,0,0
39,1997,1997-12-07,14,24.331,JAX,,NWE,L 20-26,,0,0,,0,,,,
40,1997,1997-12-14,15,24.338,JAX,@,BUF,W 20-14,,0,0,,0,,,,
41,1997,1997-12-21,16,24.345,JAX,@,OAK,W 20-9,,0,0,,0,1.0,0,0,0
42,1998,1998-09-06,1,25.239,JAX,@,CHI,W 24-23,,,,,,,,,
