ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1975,1975-09-21,1,23.005,GNB,,DET,L 16-30,1,3,3.00,0,2,18,9.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
2,1975,1975-09-29,2,23.013,GNB,@,DEN,L 13-23,12,42,3.50,0,2,22,11.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,2,6,3.00,0,1,6
3,1975,1975-10-05,3,23.019,GNB,,MIA,L 7-31,8,49,6.13,0,2,3,1.50,0,0,0,,0,0,0,,0,0,,,1,22,22.00,0,1,2,2.00,0,0,0
4,1975,1975-10-12,4,23.026,GNB,@,NOR,L 19-20,5,4,0.80,0,1,7,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,35,17.50,0,0,0
5,1975,1975-10-19,5,23.033,GNB,@,DAL,W 19-17,10,48,4.80,1,2,5,2.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,6.00,0,1,6
6,1975,1975-10-26,6,23.040,GNB,,PIT,L 13-16,7,12,1.71,0,4,28,7.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,39,39.00,0,1,12,12.00,0,0,0
7,1975,1975-11-02,7,23.047,GNB,,MIN,L 17-28,10,23,2.30,0,3,20,6.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
8,1975,1975-11-09,8,23.054,GNB,@,CHI,L 14-27,12,14,1.17,0,3,28,9.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,24,8.00,0,0,0
9,1975,1975-11-16,9,23.061,GNB,@,DET,L 10-13,13,39,3.00,0,5,35,7.00,0,1,1,100.00,24,1,0,158.3,0,0,24.00,44.00,0,0,,0,2,10,5.00,0,0,0
10,1975,1975-11-23,10,23.068,GNB,,NYG,W 40-14,10,55,5.50,0,4,45,11.25,1,1,1,100.00,23,1,0,158.3,0,0,23.00,43.00,0,0,,0,1,8,8.00,0,1,6
11,1975,1975-11-30,11,23.075,GNB,,CHI,W 28-7,16,33,2.06,0,1,5,5.00,0,1,1,100.00,14,1,0,158.3,0,0,14.00,34.00,0,0,,0,0,0,,0,0,0
12,1975,1975-12-07,12,23.082,GNB,@,MIN,L 3-24,9,34,3.78,0,3,21,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,37,9.25,0,0,0
13,1975,1975-12-14,13,23.089,GNB,@,RAM,L 5-22,7,-1,-0.14,0,2,24,12.00,0,0,0,,0,0,0,,0,0,,,1,17,17.00,0,1,-7,-7.00,0,0,0
14,1975,1975-12-21,14,23.096,GNB,,ATL,W 22-13,1,4,4.00,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,3,3,1.00,0,0,0
15,1976,1976-09-12,1,23.362,GNB,,SFO,L 14-26,16,43,2.69,0,4,13,3.25,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,1,0.50,0,0,0
16,1976,1976-09-19,2,24.003,GNB,@,STL,L 0-29,7,23,3.29,0,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,-8,-8.00,0,0,0
17,1976,1976-10-03,4,24.017,GNB,,DET,W 24-14,17,111,6.53,0,0,0,,0,1,1,100.00,40,1,0,158.3,0,0,40.00,60.00,0,0,,0,0,0,,0,0,0
18,1976,1976-10-10,5,24.024,GNB,,SEA,W 27-20,11,30,2.73,1,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
19,1976,1976-10-17,6,24.031,GNB,,PHI,W 28-13,9,25,2.78,0,3,91,30.33,1,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,1,6
20,1976,1976-10-24,7,24.038,GNB,@,OAK,L 14-18,14,41,2.93,1,5,63,12.60,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
21,1976,1976-10-31,8,24.045,GNB,@,DET,L 6-27,4,-3,-0.75,0,1,9,9.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
22,1976,1976-11-07,9,24.052,GNB,,NOR,W 32-27,13,52,4.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
23,1976,1976-11-14,10,24.059,GNB,@,CHI,L 13-24,9,-9,-1.00,0,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
24,1976,1976-11-21,11,24.066,GNB,,MIN,L 10-17,8,42,5.25,0,1,6,6.00,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0,,0,0,0,,0,0,0
25,1976,1976-11-28,12,24.073,GNB,,CHI,L 10-16,3,18,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
26,1976,1976-12-05,13,24.080,GNB,@,MIN,L 9-20,7,9,1.29,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
27,1976,1976-12-12,14,24.087,GNB,@,ATL,W 24-20,12,53,4.42,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0
28,1977,1977-09-18,1,25.002,GNB,@,NOR,W 24-20,2,5,2.50,0,1,-1,-1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,101,25.25,1,1,6
29,1977,1977-09-25,2,25.009,GNB,,HOU,L 10-16,1,2,2.00,0,1,6,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,5,5.00,0,0,0
30,1977,1977-10-02,3,25.016,GNB,@,MIN,L 7-19,5,14,2.80,0,1,0,0.00,0,0,0,,0,0,0,,0,0,,,3,48,16.00,0,1,4,4.00,0,0,0
31,1977,1977-10-09,4,25.023,GNB,,CIN,L 7-17,11,32,2.91,0,1,21,21.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,4,1.33,0,0,0
32,1977,1977-10-16,5,25.030,GNB,@,DET,L 6-10,9,20,2.22,0,2,17,8.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,38,19.00,0,0,0
33,1977,1977-10-23,6,25.037,GNB,@,TAM,W 13-0,3,-1,-0.33,0,1,19,19.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,0,0
34,1977,1977-11-06,8,25.051,GNB,@,KAN,L 10-20,1,2,2.00,0,3,7,2.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,19,6.33,0,0,0
