ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1982,1982-09-12,1,22.089,SEA,,CLE,L 7-21,,,
2,1982,1982-09-19,2,22.096,SEA,@,HOU,L 21-23,,,
3,1982,1982-11-21,3,22.159,SEA,@,DEN,W 17-10,,,
4,1982,1982-11-28,4,22.166,SEA,,PIT,W 16-0,,,
5,1982,1982-12-05,5,22.173,SEA,@,RAI,L 23-28,,,
6,1982,1982-12-12,6,22.180,SEA,,CHI,W 20-14,,,
7,1982,1982-12-19,7,22.187,SEA,,NWE,L 0-16,,,
8,1982,1982-12-26,8,22.194,SEA,@,CIN,L 10-24,,,
9,1982,1983-01-02,9,22.201,SEA,,DEN,W 13-11,,,
10,1983,1983-09-04,1,23.081,SEA,@,KAN,L 13-17,,,
11,1983,1983-09-11,2,23.088,SEA,@,NYJ,W 17-10,1,0,0
12,1983,1983-09-18,3,23.095,SEA,,SDG,W 34-31,,,
13,1983,1983-09-25,4,23.102,SEA,,WAS,L 17-27,,,
