ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
46,2009,2010-01-03,16,24.298,CHI,@,DET,W 37-23,,8,5,94,18.80,1,62.5%,11.75,,1,6,0.0,0,0
47,2010,2010-09-12,1,25.185,CHI,,DET,W 19-14,*,6,4,37,9.25,0,66.7%,6.17,,0,0,0.0,0,0
48,2010,2010-09-19,2,25.192,CHI,@,DAL,W 27-20,*,1,1,39,39.00,1,100.0%,39.00,,1,6,0.0,0,0
49,2010,2010-09-27,3,25.200,CHI,,GNB,W 20-17,,6,5,64,12.80,1,83.3%,10.67,,1,6,0.0,1,0
50,2010,2010-10-03,4,25.206,CHI,@,NYG,L 3-17,*,9,5,39,7.80,0,55.6%,4.33,,0,0,0.0,2,0
51,2010,2010-10-10,5,25.213,CHI,@,CAR,W 23-6,,2,,,,,0.0%,,,,,,,
52,2010,2010-10-17,6,25.220,CHI,,SEA,L 20-23,*,4,,,,,0.0%,,,,,,,
53,2010,2010-10-24,7,25.227,CHI,,WAS,L 14-17,*,6,3,43,14.33,0,50.0%,7.17,,0,0,0.0,0,0
54,2010,2010-11-07,8,25.241,CHI,@,BUF,W 22-19,*,8,3,29,9.67,1,37.5%,3.63,,1,6,0.0,0,0
55,2010,2010-11-14,9,25.248,CHI,,MIN,W 27-13,*,6,3,31,10.33,1,50.0%,5.17,,1,6,0.0,0,0
56,2010,2010-11-18,10,25.252,CHI,@,MIA,W 16-0,*,6,4,40,10.00,0,66.7%,6.67,,0,0,0.0,0,0
57,2010,2010-11-28,11,25.262,CHI,,PHI,W 31-26,,1,1,9,9.00,1,100.0%,9.00,,1,6,0.0,0,0
58,2010,2010-12-05,12,25.269,CHI,@,DET,W 24-20,*,1,1,5,5.00,0,100.0%,5.00,,0,0,0.0,0,0
59,2010,2010-12-12,13,25.276,CHI,,NWE,L 7-36,*,1,1,6,6.00,0,100.0%,6.00,,0,0,0.0,0,0
60,2010,2010-12-20,14,25.284,CHI,@,MIN,W 40-14,*,4,4,28,7.00,0,100.0%,7.00,,0,0,0.0,0,0
61,2010,2010-12-26,15,25.290,CHI,,NYJ,W 38-34,*,3,1,5,5.00,0,33.3%,1.67,,0,0,0.0,0,0
62,2010,2011-01-02,16,25.297,CHI,@,GNB,L 3-10,*,6,5,29,5.80,0,83.3%,4.83,,0,0,0.0,0,0
63,2011,2011-09-11,1,26.184,CAR,@,ARI,L 21-28,*,6,4,78,19.50,0,66.7%,13.00,,0,0,0.0,0,0
64,2011,2011-09-18,2,26.191,CAR,,GNB,L 23-30,*,4,1,34,34.00,0,25.0%,8.50,,0,0,0.0,0,0
65,2011,2011-09-25,3,26.198,CAR,,JAX,W 16-10,*,10,7,57,8.14,1,70.0%,5.70,1,1,8,0.0,0,0
66,2011,2011-10-02,4,26.205,CAR,@,CHI,L 29-34,*,7,5,50,10.00,1,71.4%,7.14,,1,6,0.0,0,0
67,2011,2011-10-09,5,26.212,CAR,,NOR,L 27-30,*,5,3,21,7.00,1,60.0%,4.20,,1,6,0.0,0,0
68,2011,2011-10-16,6,26.219,CAR,@,ATL,L 17-31,*,10,5,42,8.40,0,50.0%,4.20,,0,0,0.0,0,0
69,2011,2011-10-23,7,26.226,CAR,,WAS,W 33-20,*,3,1,4,4.00,0,33.3%,1.33,,0,0,0.0,0,0
70,2011,2011-10-30,8,26.233,CAR,,MIN,L 21-24,*,7,4,73,18.25,1,57.1%,10.43,,1,6,0.0,0,0
71,2011,2011-11-13,9,26.247,CAR,,TEN,L 3-30,*,11,4,45,11.25,0,36.4%,4.09,,0,0,0.0,1,0
72,2011,2011-11-20,10,26.254,CAR,@,DET,L 35-49,*,9,3,23,7.67,0,33.3%,2.56,,0,0,0.0,1,0
73,2011,2011-11-27,11,26.261,CAR,@,IND,W 27-19,,3,3,24,8.00,0,100.0%,8.00,,0,0,0.0,0,0
74,2011,2011-12-04,12,26.268,CAR,@,TAM,W 38-19,*,4,1,21,21.00,0,25.0%,5.25,,0,0,0.0,0,0
75,2011,2011-12-11,13,26.275,CAR,,ATL,L 23-31,*,6,2,53,26.50,1,33.3%,8.83,,1,6,0.0,0,0
76,2011,2011-12-18,14,26.282,CAR,@,HOU,W 28-13,,2,2,15,7.50,0,100.0%,7.50,,0,0,0.0,0,0
77,2011,2011-12-24,15,26.288,CAR,,TAM,W 48-16,*,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
78,2011,2012-01-01,16,26.296,CAR,@,NOR,L 17-45,,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
79,2012,2012-09-09,1,27.182,CAR,@,TAM,L 10-16,*,7,6,56,9.33,0,85.7%,8.00,,0,0,0.0,0,0
80,2012,2012-09-16,2,27.189,CAR,,NOR,W 35-27,*,3,1,13,13.00,0,33.3%,4.33,,0,0,0.0,0,0
81,2012,2012-09-20,3,27.193,CAR,,NYG,L 7-36,*,14,7,98,14.00,0,50.0%,7.00,,0,0,0.0,0,0
82,2012,2012-09-30,4,27.203,CAR,@,ATL,L 28-30,*,7,6,89,14.83,1,85.7%,12.71,,1,6,0.0,0,0
83,2012,2012-10-07,5,27.210,CAR,,SEA,L 12-16,*,3,2,37,18.50,0,66.7%,12.33,,0,0,0.0,0,0
84,2012,2012-10-21,6,27.224,CAR,,DAL,L 14-19,*,5,4,31,7.75,0,80.0%,6.20,,0,0,0.0,0,0
85,2012,2012-10-28,7,27.231,CAR,@,CHI,L 22-23,*,5,3,23,7.67,0,60.0%,4.60,,0,0,0.0,0,0
86,2012,2012-11-04,8,27.238,CAR,@,WAS,W 21-13,*,9,5,48,9.60,0,55.6%,5.33,,0,0,0.0,0,0
87,2012,2012-11-11,9,27.245,CAR,,DEN,L 14-36,*,10,9,102,11.33,2,90.0%,10.20,,2,12,0.0,0,0
88,2012,2012-11-18,10,27.252,CAR,,TAM,L 21-27,*,6,2,42,21.00,0,33.3%,7.00,,0,0,0.0,0,0
89,2012,2012-11-26,11,27.260,CAR,@,PHI,W 30-22,*,5,4,50,12.50,0,80.0%,10.00,,0,0,0.0,0,0
90,2012,2012-12-02,12,27.266,CAR,@,KAN,L 21-27,*,4,1,47,47.00,1,25.0%,11.75,,1,6,0.0,0,0
91,2012,2012-12-09,13,27.273,CAR,,ATL,W 30-20,*,5,4,55,13.75,1,80.0%,11.00,,1,6,0.0,0,0
92,2012,2012-12-16,14,27.280,CAR,@,SDG,W 31-7,*,9,5,56,11.20,0,55.6%,6.22,,0,0,0.0,0,0
93,2012,2012-12-23,15,27.287,CAR,,OAK,W 17-6,*,7,6,53,8.83,0,85.7%,7.57,,0,0,0.0,0,0
94,2012,2012-12-30,16,27.294,CAR,@,NOR,W 44-38,*,5,4,43,10.75,0,80.0%,8.60,,0,0,0.0,0,0
95,2013,2013-09-08,1,28.181,CAR,,SEA,L 7-12,*,10,5,56,11.20,0,50.0%,5.60,,0,0,0.0,0,0
96,2013,2013-09-15,2,28.188,CAR,@,BUF,L 23-24,*,8,7,84,12.00,1,87.5%,10.50,,1,6,0.0,0,0
97,2013,2013-09-22,3,28.195,CAR,,NYG,W 38-0,*,8,4,54,13.50,0,50.0%,6.75,,0,0,0.0,0,0
98,2013,2013-10-06,4,28.209,CAR,@,ARI,L 6-22,*,6,5,79,15.80,0,83.3%,13.17,,0,0,0.0,0,0
99,2013,2013-10-13,5,28.216,CAR,@,MIN,W 35-10,*,4,2,19,9.50,0,50.0%,4.75,,0,0,0.0,0,0
100,2013,2013-10-20,6,28.223,CAR,,STL,W 30-15,*,4,4,47,11.75,0,100.0%,11.75,,0,0,0.0,0,0
101,2013,2013-10-24,7,28.227,CAR,@,TAM,W 31-13,*,4,3,21,7.00,1,75.0%,5.25,,1,6,0.0,0,0
102,2013,2013-11-03,8,28.237,CAR,,ATL,W 34-10,*,5,4,66,16.50,1,80.0%,13.20,,1,6,0.0,0,0
103,2013,2013-11-10,9,28.244,CAR,@,SFO,W 10-9,*,3,1,14,14.00,0,33.3%,4.67,,0,0,0.0,0,0
104,2013,2013-11-18,10,28.252,CAR,,NWE,W 24-20,*,8,5,52,10.40,1,62.5%,6.50,,1,6,0.0,0,0
105,2013,2013-11-24,11,28.258,CAR,@,MIA,W 20-16,*,9,5,34,6.80,1,55.6%,3.78,,1,6,0.0,0,0
106,2013,2013-12-01,12,28.265,CAR,,TAM,W 27-6,*,7,5,85,17.00,0,71.4%,12.14,,0,0,0.0,0,0
107,2013,2013-12-08,13,28.272,CAR,@,NOR,L 13-31,*,12,8,40,5.00,0,66.7%,3.33,,0,0,0.0,0,0
108,2013,2013-12-15,14,28.279,CAR,,NYJ,W 30-20,*,8,5,88,17.60,0,62.5%,11.00,,0,0,0.0,0,0
109,2013,2013-12-22,15,28.286,CAR,,NOR,W 17-13,*,7,4,35,8.75,0,57.1%,5.00,,0,0,0.0,0,0
110,2013,2013-12-29,16,28.293,CAR,@,ATL,W 21-20,*,8,6,42,7.00,1,75.0%,5.25,,1,6,0.0,0,0
111,2014,2014-09-07,1,29.180,CAR,@,TAM,W 20-14,*,11,8,83,10.38,1,72.7%,7.55,,1,6,0.0,0,0
112,2014,2014-09-14,2,29.187,CAR,,DET,W 24-7,*,8,6,72,12.00,0,75.0%,9.00,,0,0,0.0,0,0
113,2014,2014-09-21,3,29.194,CAR,,PIT,L 19-37,*,7,5,69,13.80,1,71.4%,9.86,,1,6,0.0,0,0
114,2014,2014-09-28,4,29.201,CAR,@,BAL,L 10-38,*,5,2,30,15.00,0,40.0%,6.00,,0,0,0.0,0,0
115,2014,2014-10-05,5,29.208,CAR,,CHI,W 31-24,*,9,6,72,12.00,2,66.7%,8.00,,2,12,0.0,0,0
116,2014,2014-10-12,6,29.215,CAR,@,CIN,T 37-37,*,11,6,62,10.33,1,54.5%,5.64,,1,6,0.0,0,0
117,2014,2014-10-19,7,29.222,CAR,@,GNB,L 17-38,*,8,8,105,13.13,0,100.0%,13.13,,0,0,0.0,0,0
118,2014,2014-10-26,8,29.229,CAR,,SEA,L 9-13,*,3,1,16,16.00,0,33.3%,5.33,,0,0,0.0,0,0
119,2014,2014-10-30,9,29.233,CAR,,NOR,L 10-28,*,4,3,30,10.00,0,75.0%,7.50,,0,0,0.0,1,0
120,2014,2014-11-10,10,29.244,CAR,@,PHI,L 21-45,*,7,6,119,19.83,0,85.7%,17.00,,0,0,0.0,0,0
121,2014,2014-11-16,11,29.250,CAR,,ATL,L 17-19,*,11,5,61,12.20,0,45.5%,5.55,,0,0,0.0,0,0
122,2014,2014-11-30,12,29.264,CAR,@,MIN,L 13-31,*,9,5,59,11.80,0,55.6%,6.56,,0,0,0.0,0,0
123,2014,2014-12-07,13,29.271,CAR,@,NOR,W 41-10,*,11,10,72,7.20,1,90.9%,6.55,,1,6,0.0,0,0
124,2014,2014-12-14,14,29.278,CAR,,TAM,W 19-17,*,13,10,110,11.00,0,76.9%,8.46,,0,0,0.0,0,0
125,2014,2014-12-21,15,29.285,CAR,,CLE,W 17-13,*,3,1,21,21.00,0,33.3%,7.00,,0,0,0.0,0,0
126,2014,2014-12-28,16,29.292,CAR,@,ATL,W 34-3,*,3,2,27,13.50,0,66.7%,9.00,,0,0,0.0,0,0
127,2015,2015-09-13,1,30.186,CAR,@,JAX,W 20-9,*,3,1,11,11.00,0,33.3%,3.67,,0,0,0.0,0,0
128,2015,2015-09-20,2,30.193,CAR,,HOU,W 24-17,*,14,6,70,11.67,0,42.9%,5.00,,0,0,0.0,0,0
129,2015,2015-09-27,3,30.200,CAR,,NOR,W 27-22,*,11,8,134,16.75,2,72.7%,12.18,,2,12,0.0,0,0
130,2015,2015-10-04,4,30.207,CAR,@,TAM,W 37-23,*,6,2,28,14.00,0,33.3%,4.67,,0,0,0.0,0,0
131,2015,2015-10-18,5,30.221,CAR,@,SEA,W 27-23,*,11,7,131,18.71,1,63.6%,11.91,,1,6,0.0,0,0
132,2015,2015-10-25,6,30.228,CAR,,PHI,W 27-16,*,5,3,65,21.67,0,60.0%,13.00,,0,0,0.0,0,0
133,2015,2015-11-02,7,30.236,CAR,,IND,W 29-26,*,12,6,79,13.17,1,50.0%,6.58,,1,6,0.0,0,0
134,2015,2015-11-08,8,30.242,CAR,,GNB,W 37-29,*,7,4,66,16.50,1,57.1%,9.43,,1,6,0.0,0,0
135,2015,2015-11-15,9,30.249,CAR,@,TEN,W 27-10,*,8,8,80,10.00,0,100.0%,10.00,,0,0,0.0,0,0
136,2015,2015-11-22,10,30.256,CAR,,WAS,W 44-16,*,6,3,54,18.00,1,50.0%,9.00,,1,6,0.0,0,0
137,2015,2015-11-26,11,30.260,CAR,@,DAL,W 33-14,*,9,5,70,14.00,0,55.6%,7.78,,0,0,0.0,0,0
138,2015,2015-12-06,12,30.270,CAR,@,NOR,W 41-38,*,12,9,129,14.33,0,75.0%,10.75,,0,0,0.0,0,0
139,2015,2015-12-13,13,30.277,CAR,,ATL,W 38-0,*,4,3,52,17.33,0,75.0%,13.00,,0,0,0.0,0,0
140,2015,2015-12-20,14,30.284,CAR,@,NYG,W 38-35,*,8,6,79,13.17,1,75.0%,9.88,,1,6,0.0,0,0
141,2015,2015-12-27,15,30.291,CAR,@,ATL,L 13-20,*,6,4,40,10.00,0,66.7%,6.67,,0,0,0.0,0,0
142,2015,2016-01-03,16,30.298,CAR,,TAM,W 38-10,*,2,2,16,8.00,0,100.0%,8.00,,0,0,0.0,0,0
143,2016,2016-09-08,1,31.181,CAR,@,DEN,L 20-21,*,9,7,73,10.43,0,77.8%,8.11,,0,0,0.0,0,0
144,2016,2016-09-18,2,31.191,CAR,,SFO,W 46-27,*,8,5,122,24.40,1,62.5%,15.25,,1,6,0.0,0,0
145,2016,2016-09-25,3,31.198,CAR,,MIN,L 10-22,*,10,6,64,10.67,0,60.0%,6.40,,0,0,0.0,0,0
146,2016,2016-10-02,4,31.205,CAR,@,ATL,L 33-48,*,13,6,76,12.67,1,46.2%,5.85,1,1,8,0.0,0,0
147,2016,2016-10-10,5,31.213,CAR,,TAM,L 14-17,*,13,9,181,20.11,0,69.2%,13.92,,0,0,0.0,0,0
148,2016,2016-10-16,6,31.219,CAR,@,NOR,L 38-41,*,7,6,94,15.67,0,85.7%,13.43,,0,0,0.0,0,0
149,2016,2016-10-30,7,31.233,CAR,,ARI,W 30-20,*,3,1,11,11.00,0,33.3%,3.67,,0,0,0.0,0,0
150,2016,2016-11-06,8,31.240,CAR,@,LAR,W 13-10,*,7,5,52,10.40,1,71.4%,7.43,,1,6,0.0,0,0
151,2016,2016-11-13,9,31.247,CAR,,KAN,L 17-20,*,8,5,39,7.80,0,62.5%,4.88,,0,0,0.0,0,0
152,2016,2016-11-17,10,31.251,CAR,,NOR,W 23-20,*,7,4,33,8.25,0,57.1%,4.71,,0,0,0.0,0,0
153,2016,2016-11-27,11,31.261,CAR,@,OAK,L 32-35,*,5,4,45,11.25,0,80.0%,9.00,,0,0,0.0,0,0
154,2016,2016-12-04,12,31.268,CAR,@,SEA,L 7-40,*,7,3,30,10.00,0,42.9%,4.29,,0,0,0.0,0,0
155,2016,2016-12-11,13,31.275,CAR,,SDG,W 28-16,*,7,4,87,21.75,0,57.1%,12.43,,0,0,0.0,0,0
156,2016,2016-12-19,14,31.283,CAR,@,WAS,W 26-15,*,9,6,85,14.17,0,66.7%,9.44,,0,0,0.0,0,0
157,2016,2016-12-24,15,31.288,CAR,,ATL,L 16-33,*,12,6,59,9.83,0,50.0%,4.92,,0,0,0.0,0,0
158,2016,2017-01-01,16,31.296,CAR,@,TAM,L 16-17,*,4,3,22,7.33,0,75.0%,5.50,,0,0,0.0,0,0
159,2017,2017-09-10,1,32.183,CAR,@,SFO,W 23-3,*,4,2,18,9.00,0,50.0%,4.50,,0,0,0.0,0,0
160,2017,2017-09-17,2,32.190,CAR,,BUF,W 9-3,*,2,1,10,10.00,0,50.0%,5.00,,0,0,0.0,0,0
161,2017,2017-11-26,11,32.260,CAR,@,NYJ,W 35-27,*,4,1,10,10.00,0,25.0%,2.50,,0,0,0.0,0,0
162,2017,2017-12-10,13,32.274,CAR,,MIN,W 31-24,*,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
163,2017,2017-12-17,14,32.281,CAR,,GNB,W 31-24,*,12,9,116,12.89,1,75.0%,9.67,,1,6,0.0,0,0
164,2017,2017-12-24,15,32.288,CAR,,TAM,W 22-19,*,6,3,27,9.00,0,50.0%,4.50,,0,0,0.0,0,0
165,2017,2017-12-31,16,32.295,CAR,@,ATL,L 10-22,*,9,1,10,10.00,0,11.1%,1.11,,0,0,0.0,0,0
166,2018,2018-09-09,1,33.182,CAR,,DAL,W 16-8,*,2,2,33,16.50,0,100.0%,16.50,,0,0,0.0,0,0
