ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,1996,1996-09-01,1,22.292,NWE,@,MIA,L 10-24,,,,,,,,,
2,1996,1996-09-08,2,22.299,NWE,@,BUF,L 10-17,,,,,,,,,
3,1996,1996-09-15,3,22.306,NWE,,ARI,W 31-0,,,,,,,,,
4,1996,1996-09-22,4,22.313,NWE,,JAX,W 28-25,,,,,,,,,
5,1996,1996-10-06,5,22.327,BUF,,IND,W 16-13,,,,,,,,,
6,1996,1996-10-13,6,22.334,NWE,,WAS,L 22-27,,,,,,,,,
7,1996,1996-10-20,7,22.341,NWE,@,IND,W 27-9,,,,,,,,,
8,1996,1996-10-27,8,22.348,NWE,,BUF,W 28-25,,,,,,,,,
9,1996,1996-11-03,9,22.355,NWE,,MIA,W 42-23,,,,,,,,,
10,1996,1996-11-10,10,22.362,NWE,@,NYJ,W 31-27,,,,,,,,,
11,1996,1996-11-17,11,23.003,NWE,,DEN,L 8-34,,0,0,0.0,,,1,14,0
12,1996,1996-11-24,12,23.010,NWE,,IND,W 27-13,,,,,,,,,
13,1996,1996-12-01,13,23.017,NWE,@,SDG,W 45-7,,0,0,0.0,,,1,0,0
14,1996,1996-12-08,14,23.024,NWE,,NYJ,W 34-10,,0,0,1.0,,,0,0,0
15,1996,1996-12-15,15,23.031,NWE,@,DAL,L 6-12,,,,,,,,,
16,1996,1996-12-21,16,23.037,NWE,@,NYG,W 23-22,,,,,,,,,
17,1997,1997-08-31,1,23.290,NWE,,SDG,W 41-7,,,,,,,,,
18,1997,1997-09-07,2,23.297,NWE,@,IND,W 31-6,,,,,,,,,
19,1997,1997-09-14,3,23.304,NWE,,NYJ,W 27-24,,,,,,,,,
20,1997,1997-09-21,4,23.311,NWE,,CHI,W 31-3,,,,,,,,,
21,1997,1997-10-06,5,23.326,NWE,@,DEN,L 13-34,,,,,,,,,
22,1997,1997-10-12,6,23.332,NWE,,BUF,W 33-6,,0,0,0.0,,,1,0,0
23,1997,1997-10-19,7,23.339,NWE,@,NYJ,L 19-24,,,,,,,,,
24,1997,1997-10-27,8,23.347,NWE,,GNB,L 10-28,,,,,,,,,
25,1997,1997-11-02,9,23.353,NWE,@,MIN,L 18-23,,,,,,,,,
26,1997,1997-11-09,10,23.360,NWE,@,BUF,W 31-10,,,,,,,,,
27,1997,1997-11-16,11,24.002,NWE,@,TAM,L 7-27,,,,,,,,,
28,1997,1997-11-23,12,24.009,NWE,,MIA,W 27-24,,,,,,,,,
29,1997,1997-11-30,13,24.016,NWE,,IND,W 20-17,,,,,,,,,
30,1997,1997-12-07,14,24.023,NWE,@,JAX,W 26-20,,,,,,,,,
31,1997,1997-12-13,15,24.029,NWE,,PIT,L 21-24,,0,0,0.0,,,1,15,0
32,1997,1997-12-22,16,24.038,NWE,@,MIA,W 14-12,,0,0,0.0,,,1,0,0
33,1998,1998-09-07,1,24.297,NWE,@,DEN,L 21-27,,,,,,,,,
34,1998,1998-09-13,2,24.303,NWE,,IND,W 29-6,,,,,,,,,
35,1998,1998-09-20,3,24.310,NWE,,TEN,W 27-16,,1,6,0.0,,,1,30,1
36,1998,1998-10-04,4,24.324,NWE,@,NOR,W 30-27,,,,,,,,,
37,1998,1998-10-11,5,24.331,NWE,,KAN,W 40-10,,0,0,0.0,,,1,0,0
38,1998,1998-10-19,6,24.339,NWE,,NYJ,L 14-24,,0,0,1.0,,,0,0,0
39,1998,1998-10-25,7,24.345,NWE,@,MIA,L 9-12,,,,,,,,,
40,1998,1998-11-01,8,24.352,NWE,@,IND,W 21-16,,0,0,0.0,,,2,24,0
41,1998,1998-11-08,9,24.359,NWE,,ATL,L 10-41,,,,,,,,,
42,1998,1998-11-15,10,25.001,NWE,@,BUF,L 10-13,,0,0,0.0,,,1,0,0
43,1998,1998-11-23,11,25.009,NWE,,MIA,W 26-23,,,,,,,,,
44,1998,1998-11-29,12,25.015,NWE,,BUF,W 25-21,,,,,,,,,
45,1998,1998-12-06,13,25.022,NWE,@,PIT,W 23-9,,,,,,,,,
46,1998,1998-12-13,14,25.029,NWE,@,STL,L 18-32,,,,,,,,,
47,1998,1998-12-20,15,25.036,NWE,,SFO,W 24-21,,,,,,,,,
48,1998,1998-12-27,16,25.043,NWE,@,NYJ,L 10-31,,0,0,0.0,,,1,0,0
49,1999,1999-09-12,1,25.302,NWE,@,NYJ,W 30-28,*,0,0,0.0,,,1,0,0
50,1999,1999-09-19,2,25.309,NWE,,IND,W 31-28,*,,,,,,,,
51,1999,1999-09-26,3,25.316,NWE,,NYG,W 16-14,*,,,,,,,,
52,1999,1999-10-03,4,25.323,NWE,@,CLE,W 19-7,*,0,0,1.0,,,0,0,0
53,1999,1999-10-10,5,25.330,NWE,@,KAN,L 14-16,*,0,0,0.0,,,1,0,0
54,1999,1999-10-17,6,25.337,NWE,,MIA,L 30-31,*,,,,,,,,
55,1999,1999-10-24,7,25.344,NWE,,DEN,W 24-23,*,,,,,,,,
56,1999,1999-10-31,8,25.351,NWE,@,ARI,W 27-3,*,,,,,,,,
57,1999,1999-11-15,9,26.001,NWE,,NYJ,L 17-24,*,0,0,0.0,,,1,17,0
58,1999,1999-11-21,10,26.007,NWE,@,MIA,L 17-27,*,,,,,,,,
59,1999,1999-11-28,11,26.014,NWE,@,BUF,L 7-17,*,,,,,,,,
60,1999,1999-12-05,12,26.021,NWE,,DAL,W 13-6,*,,,,,,,,
61,1999,1999-12-12,13,26.028,NWE,@,IND,L 15-20,*,,,,,,,,
62,1999,1999-12-19,14,26.035,NWE,@,PHI,L 9-24,*,,,,,,,,
63,1999,1999-12-26,15,26.042,NWE,,BUF,L 10-13,*,,,,,,,,
64,1999,2000-01-02,16,26.049,NWE,,BAL,W 20-3,*,0,0,1.0,,,1,0,0
65,2000,2000-09-03,1,26.294,NWE,,TAM,L 16-21,*,,,,,,,,
66,2000,2000-09-11,2,26.302,NWE,@,NYJ,L 19-20,*,,,,,,,,
67,2000,2000-09-17,3,26.308,NWE,,MIN,L 13-21,*,0,0,0.0,,,1,0,0
68,2000,2000-09-24,4,26.315,NWE,@,MIA,L 3-10,,,,,,,,,
69,2000,2000-10-01,5,26.322,NWE,@,DEN,W 28-19,,,,,,,,,
70,2000,2000-10-08,6,26.329,NWE,,IND,W 24-16,*,,,,,,,,
71,2000,2000-10-15,7,26.336,NWE,,NYJ,L 17-34,*,,,,,,,,
72,2000,2000-10-22,8,26.343,NWE,@,IND,L 23-30,,,,,,,,,
73,2000,2000-11-05,9,26.357,NWE,,BUF,L 13-16,*,,,,,,,,
74,2000,2000-11-12,10,26.364,NWE,@,CLE,L 11-19,*,,,,,,,,
75,2000,2000-11-19,11,27.005,NWE,,CIN,W 16-13,*,0,0,0.0,,,1,2,0
76,2000,2000-11-23,12,27.009,NWE,@,DET,L 9-34,*,,,,,,,,
77,2000,2000-12-04,13,27.020,NWE,,KAN,W 30-24,,,,,,,,,
78,2000,2000-12-10,14,27.026,NWE,@,CHI,L 17-24,*,,,,,,,,
79,2000,2000-12-17,15,27.033,NWE,@,BUF,W 13-10,*,,,,,,,,
80,2000,2000-12-24,16,27.040,NWE,,MIA,L 24-27,,,,,,,,,
81,2001,2001-09-09,1,27.299,NWE,@,CIN,L 17-23,*,,,,,,,,
82,2001,2001-09-23,2,27.313,NWE,,NYJ,L 3-10,*,,,,,,,,
83,2001,2001-09-30,3,27.320,NWE,,IND,W 44-13,*,,,,,,,,
84,2001,2001-10-07,4,27.327,NWE,@,MIA,L 10-30,*,,,,,,,,
85,2001,2001-10-14,5,27.334,NWE,,SDG,W 29-26,*,0,0,1.0,,,0,0,0
86,2001,2001-10-21,6,27.341,NWE,@,IND,W 38-17,*,,,,,,,,
87,2001,2001-10-28,7,27.348,NWE,@,DEN,L 20-31,*,,,,,,,,
88,2001,2001-11-04,8,27.355,NWE,@,ATL,W 24-10,*,0,0,1.0,,,0,0,0
89,2001,2001-11-11,9,27.362,NWE,,BUF,W 21-11,*,0,0,0.5,,,0,0,0
90,2001,2001-11-18,10,28.004,NWE,,STL,L 17-24,*,,,,,,,,
91,2001,2001-11-25,11,28.011,NWE,,NOR,W 34-17,*,0,0,0.0,,,1,0,0
92,2001,2001-12-02,12,28.018,NWE,@,NYJ,W 17-16,*,,,,,,,,
93,2001,2001-12-09,13,28.025,NWE,,CLE,W 27-16,*,0,0,0.5,,,0,0,0
94,2001,2001-12-16,14,28.032,NWE,@,BUF,W 12-9,*,0,0,0.0,,,1,21,0
95,2001,2001-12-22,15,28.038,NWE,,MIA,W 20-13,*,,,,,,,,
96,2001,2002-01-06,16,28.053,NWE,@,CAR,W 38-6,*,,,,,,,,
97,2002,2002-09-09,1,28.299,NWE,,PIT,W 30-14,*,,,,,,,,
