ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,1996,1996-09-01,1,22.101,MIN,,DET,W 17-13,,
2,1996,1996-09-08,2,22.108,MIN,@,ATL,W 23-17,,
3,1996,1996-09-15,3,22.115,MIN,@,CHI,W 20-14,,
4,1996,1996-09-29,5,22.129,MIN,@,NYG,L 10-15,,
5,1996,1996-10-06,6,22.136,MIN,,CAR,W 14-12,,
6,1996,1996-10-13,7,22.143,MIN,@,TAM,L 13-24,,
7,1996,1996-10-28,8,22.158,MIN,,CHI,L 13-15,,
8,1996,1996-11-03,9,22.164,MIN,,KAN,L 6-21,,
9,1996,1996-11-10,10,22.171,MIN,@,SEA,L 23-42,,
10,1996,1996-11-17,11,22.178,MIN,@,OAK,W 16-13,,
11,1996,1996-11-24,12,22.185,MIN,,DEN,L 17-21,,
12,1996,1996-12-01,13,22.192,MIN,,ARI,W 41-17,,
13,1996,1996-12-08,14,22.199,MIN,@,DET,W 24-22,,
14,1997,1997-09-07,2,23.107,MIN,@,CHI,W 27-24,,
15,1997,1997-09-21,4,23.121,MIN,@,GNB,L 32-38,,
16,1997,1997-10-05,6,23.135,MIN,@,ARI,W 20-19,,
17,1997,1997-10-12,7,23.142,MIN,,CAR,W 21-14,,
18,1997,1997-10-26,8,23.156,MIN,@,TAM,W 10-6,,
19,1997,1997-11-02,9,23.163,MIN,,NWE,W 23-18,,2.0
20,1997,1997-11-09,10,23.170,MIN,,CHI,W 29-22,,1.0
21,1997,1997-11-16,11,23.177,MIN,@,DET,L 15-38,,
22,1997,1997-11-23,12,23.184,MIN,@,NYJ,L 21-23,,2.0
23,1997,1997-12-01,13,23.192,MIN,,GNB,L 11-27,,
24,1997,1997-12-07,14,23.198,MIN,@,SFO,L 17-28,,1.0
25,1997,1997-12-14,15,23.205,MIN,,DET,L 13-14,,
26,1997,1997-12-21,16,23.212,MIN,,IND,W 39-28,,1.0
27,1998,1998-09-20,3,24.120,MIN,,DET,W 29-6,,1.0
28,1998,1998-10-18,6,24.148,MIN,,WAS,W 41-7,,1.5
29,1999,1999-09-12,1,25.112,MIN,@,ATL,W 17-14,*,1.0
30,1999,1999-09-19,2,25.119,MIN,,OAK,L 17-22,*,
31,1999,1999-09-26,3,25.126,MIN,@,GNB,L 20-23,*,2.0
32,1999,1999-10-03,4,25.133,MIN,,TAM,W 21-14,*,
33,1999,1999-10-10,5,25.140,MIN,,CHI,L 22-24,*,
34,1999,1999-10-17,6,25.147,MIN,@,DET,L 23-25,*,1.0
35,1999,1999-10-24,7,25.154,MIN,,SFO,W 40-16,,
36,1999,1999-10-31,8,25.161,MIN,@,DEN,W 23-20,,
37,1999,1999-11-08,9,25.169,MIN,,DAL,W 27-17,,
38,1999,1999-11-14,10,25.175,MIN,@,CHI,W 27-24,,2.0
39,1999,1999-11-28,11,25.189,MIN,,SDG,W 35-27,,
40,1999,1999-12-06,12,25.197,MIN,@,TAM,L 17-24,,
41,1999,1999-12-12,13,25.203,MIN,@,KAN,L 28-31,,
42,1999,1999-12-20,14,25.211,MIN,,GNB,W 24-20,*,
43,1999,1999-12-26,15,25.217,MIN,@,NYG,W 34-17,*,1.0
44,1999,2000-01-02,16,25.224,MIN,,DET,W 24-17,*,2.0
45,2000,2000-09-03,1,26.103,KAN,,IND,L 14-27,,
46,2000,2000-09-10,2,26.110,KAN,@,TEN,L 14-17,*,2.5
47,2000,2000-10-22,7,26.152,KAN,,STL,W 54-34,*,
48,2000,2000-10-29,8,26.159,KAN,@,SEA,W 24-19,,
49,2000,2000-11-05,9,26.166,KAN,@,OAK,L 31-49,,
50,2000,2000-11-12,10,26.173,KAN,@,SFO,L 7-21,*,
51,2000,2000-11-19,11,26.180,KAN,,BUF,L 17-21,*,1.0
52,2000,2000-11-26,12,26.187,KAN,@,SDG,L 16-17,,1.0
53,2000,2000-12-04,13,26.195,KAN,@,NWE,L 24-30,,
54,2000,2000-12-10,14,26.201,KAN,,CAR,W 15-14,*,2.0
55,2000,2000-12-17,15,26.208,KAN,,DEN,W 20-7,,
56,2000,2000-12-24,16,26.215,KAN,@,ATL,L 13-29,*,1.0
57,2001,2001-09-09,1,27.109,KAN,,OAK,L 24-27,*,
58,2001,2001-09-23,2,27.123,KAN,,NYG,L 3-13,*,
59,2001,2001-09-30,3,27.130,KAN,@,WAS,W 45-13,*,1.0
60,2001,2001-10-07,4,27.137,KAN,@,DEN,L 6-20,,
61,2001,2001-10-14,5,27.144,KAN,,PIT,L 17-20,*,
62,2001,2001-10-21,6,27.151,KAN,@,ARI,L 16-24,*,
63,2001,2001-10-25,7,27.155,KAN,,IND,L 28-35,*,1.0
64,2001,2001-11-04,8,27.165,KAN,@,SDG,W 25-20,*,1.0
65,2001,2001-11-11,9,27.172,KAN,@,NYJ,L 7-27,*,
66,2001,2001-11-25,10,27.186,KAN,,SEA,W 19-7,*,1.0
67,2001,2001-11-29,11,27.190,KAN,,PHI,L 10-23,*,
