ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1995,1995-09-03,1,22.310,DEN,,BUF,W 22-7,,20,70,3.50,1,6,2,9,4.50,0,33.3%,1.50,1,6
2,1995,1995-09-10,2,22.317,DEN,@,DAL,L 21-31,,11,61,5.55,0,5,3,26,8.67,0,60.0%,5.20,0,0
3,1995,1995-09-17,3,22.324,DEN,,WAS,W 38-31,,13,68,5.23,2,8,7,61,8.71,1,87.5%,7.63,3,18
4,1995,1995-09-24,4,22.331,DEN,@,SDG,L 6-17,,7,27,3.86,0,5,4,36,9.00,0,80.0%,7.20,0,0
5,1995,1995-10-01,5,22.338,DEN,@,SEA,L 10-27,,15,61,4.07,0,6,3,24,8.00,0,50.0%,4.00,0,0
6,1995,1995-10-08,6,22.345,DEN,@,NWE,W 37-3,,24,97,4.04,1,6,5,54,10.80,0,83.3%,9.00,1,6
7,1995,1995-10-16,7,22.353,DEN,,OAK,W 27-0,,18,34,1.89,0,11,5,25,5.00,0,45.5%,2.27,0,0
8,1995,1995-10-22,8,22.359,DEN,,KAN,L 7-21,,18,69,3.83,0,9,5,39,7.80,0,55.6%,4.33,0,0
9,1995,1995-11-05,9,23.008,DEN,,ARI,W 38-6,,22,135,6.14,1,4,3,25,8.33,0,75.0%,6.25,1,6
10,1995,1995-11-12,10,23.015,DEN,@,PHI,L 13-31,,14,85,6.07,0,3,2,6,3.00,0,66.7%,2.00,0,0
11,1995,1995-11-19,11,23.022,DEN,,SDG,W 30-27,,30,176,5.87,1,5,2,20,10.00,0,40.0%,4.00,1,6
12,1995,1995-11-26,12,23.029,DEN,@,HOU,L 33-42,,19,110,5.79,1,9,7,30,4.29,0,77.8%,3.33,1,6
13,1995,1995-12-03,13,23.036,DEN,,JAX,W 31-23,,21,84,4.00,0,5,1,12,12.00,0,20.0%,2.40,0,0
14,1995,1995-12-10,14,23.043,DEN,,SEA,L 27-31,,5,40,8.00,0,0,0,0,,0,0.0%,,0,0
15,1996,1996-09-01,1,23.309,DEN,,NYJ,W 31-6,,19,72,3.79,1,3,3,23,7.67,0,100.0%,7.67,1,6
16,1996,1996-09-08,2,23.316,DEN,@,SEA,W 30-20,,28,111,3.96,0,5,3,37,12.33,0,60.0%,7.40,0,0
17,1996,1996-09-15,3,23.323,DEN,,TAM,W 27-23,,22,137,6.23,1,6,4,23,5.75,0,66.7%,3.83,1,6
18,1996,1996-09-22,4,23.330,DEN,@,KAN,L 14-17,,19,141,7.42,2,0,0,0,,0,0.0%,,2,12
19,1996,1996-09-29,5,23.337,DEN,@,CIN,W 14-10,,24,112,4.67,0,1,0,0,,0,0.0%,0.00,0,0
20,1996,1996-10-06,6,23.344,DEN,,SDG,W 28-17,,17,50,2.94,0,7,6,42,7.00,0,85.7%,6.00,0,0
21,1996,1996-10-20,7,23.358,DEN,,BAL,W 45-34,,28,194,6.93,2,3,3,19,6.33,0,100.0%,6.33,2,12
22,1996,1996-10-27,8,23.365,DEN,,KAN,W 34-7,,21,77,3.67,0,2,1,22,22.00,0,50.0%,11.00,0,0
23,1996,1996-11-04,9,24.007,DEN,@,OAK,W 22-21,,19,85,4.47,0,3,1,17,17.00,0,33.3%,5.67,0,0
24,1996,1996-11-10,10,24.013,DEN,,CHI,W 17-12,,21,76,3.62,1,2,2,10,5.00,0,100.0%,5.00,1,6
25,1996,1996-11-17,11,24.020,DEN,@,NWE,W 34-8,,32,154,4.81,2,6,4,56,14.00,1,66.7%,9.33,3,18
