ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1982,1982-09-12,1,23.260,KAN,@,BUF,L 9-14,,,,,,,,
2,1982,1982-09-19,2,23.267,KAN,,SDG,W 19-12,,,,,,,,
3,1982,1982-11-21,3,23.330,KAN,@,NOR,L 17-27,,,,,,,,
4,1982,1982-11-28,4,23.337,KAN,@,RAM,L 14-20,,,,,,,,
5,1982,1982-12-05,5,23.344,KAN,@,PIT,L 14-35,,,,,,,,
6,1982,1982-12-12,6,23.351,KAN,,RAI,L 16-21,,,,,,,,
7,1982,1982-12-19,7,23.358,KAN,@,DEN,W 37-16,,,,,,,,
8,1982,1982-12-26,8,24.000,KAN,,SFO,L 13-26,,,,,,,,
9,1982,1983-01-02,9,24.007,KAN,,NYJ,W 37-13,,,,,,,,
10,1983,1983-09-04,1,24.252,KAN,,SEA,W 17-13,0,0,,0,,,,
11,1983,1983-09-12,2,24.260,KAN,,SDG,L 14-17,0,0,,0,,,,
12,1983,1983-09-18,3,24.266,KAN,@,WAS,L 12-27,0,0,,0,,,,
13,1983,1983-09-25,4,24.273,KAN,@,MIA,L 6-14,0,0,,0,,,,
14,1983,1983-10-02,5,24.280,KAN,,STL,W 38-14,0,0,,0,,,,
15,1983,1983-10-09,6,24.287,KAN,@,RAI,L 20-21,0,0,,0,,,,
16,1983,1983-10-16,7,24.294,KAN,,NYG,W 38-17,0,0,,0,,,,
17,1983,1983-10-23,8,24.301,KAN,@,HOU,W 13-10,0,0,,0,,,,
18,1983,1983-10-30,9,24.308,KAN,@,DEN,L 24-27,0,0,,0,,,,
19,1983,1983-11-06,10,24.315,KAN,,RAI,L 20-28,0,0,,0,,,,
20,1983,1983-11-13,11,24.322,KAN,,CIN,W 20-15,0,0,,0,1.0,0,0,0
21,1983,1983-11-20,12,24.329,KAN,@,DAL,L 21-41,0,0,,0,,,,
22,1983,1983-11-27,13,24.336,KAN,@,SEA,L 48-51,1,0,0.00,0,1.0,0,0,0
23,1983,1983-12-04,14,24.343,KAN,,BUF,L 9-14,0,0,,0,,,,
24,1983,1983-12-11,15,24.350,KAN,@,SDG,L 38-41,0,0,,0,,,,
25,1983,1983-12-18,16,24.357,KAN,,DEN,W 48-17,0,0,,0,,,,
26,1984,1984-09-02,1,25.251,KAN,@,PIT,W 37-27,0,0,,0,1.0,0,0,0
27,1984,1984-09-09,2,25.258,KAN,@,CIN,W 27-22,,,,,,,,
28,1984,1984-09-16,3,25.265,KAN,,RAI,L 20-22,,,,,,,,
29,1984,1984-09-23,4,25.272,KAN,@,DEN,L 0-21,,,,,,,,
30,1984,1984-09-30,5,25.279,KAN,,CLE,W 10-6,0,0,,0,0.0,1,0,0
31,1984,1984-10-07,6,25.286,KAN,,NYJ,L 16-17,,,,,,,,
32,1984,1984-10-14,7,25.293,KAN,,SDG,W 31-13,0,0,,0,1.5,0,0,0
33,1984,1984-10-21,8,25.300,KAN,@,NYJ,L 7-28,,,,,,,,
34,1984,1984-10-28,9,25.307,KAN,,TAM,W 24-20,,,,,,,,
35,1984,1984-11-04,10,25.314,KAN,@,SEA,L 0-45,,,,,,,,
36,1984,1984-11-11,11,25.321,KAN,,HOU,L 16-17,0,0,,0,1.0,0,0,0
37,1984,1984-11-18,12,25.328,KAN,@,RAI,L 7-17,,,,,,,,
38,1984,1984-11-25,13,25.335,KAN,@,NYG,L 27-28,0,0,,0,1.0,0,0,0
39,1984,1984-12-02,14,25.342,KAN,,DEN,W 16-13,,,,,,,,
40,1984,1984-12-09,15,25.349,KAN,,SEA,W 34-7,0,0,,0,0.0,1,11,0
41,1984,1984-12-16,16,25.356,KAN,@,SDG,W 42-21,,,,,,,,
42,1985,1985-09-08,1,26.256,KAN,@,NOR,W 47-27,,,,,,,,
43,1985,1985-09-12,2,26.260,KAN,,RAI,W 36-20,,,,,,,,
44,1985,1985-09-22,3,26.270,KAN,@,MIA,L 0-31,,,,,,,,
45,1985,1985-09-29,4,26.277,KAN,,SEA,W 28-7,,,,,,,,
46,1985,1985-10-06,5,26.284,KAN,@,RAI,L 10-19,,,,,,,,
47,1985,1985-10-13,6,26.291,KAN,@,SDG,L 20-31,,,,,,,,
48,1985,1985-10-20,7,26.298,KAN,,RAM,L 0-16,,,,,,,,
49,1985,1985-10-27,8,26.305,KAN,,DEN,L 10-30,,,,,,,,
50,1985,1985-11-03,9,26.312,KAN,@,HOU,L 20-23,,,,,,,,
51,1985,1985-11-10,10,26.319,KAN,,PIT,L 28-36,,,,,,,,
52,1985,1985-11-17,11,26.326,KAN,@,SFO,L 3-31,,,,,,,,
53,1985,1985-11-24,12,26.333,KAN,,IND,W 20-7,0,0,,0,1.0,0,0,0
54,1985,1985-12-01,13,26.340,KAN,@,SEA,L 6-24,,,,,,,,
55,1985,1985-12-08,14,26.347,KAN,,ATL,W 38-10,0,0,,0,1.0,0,0,0
56,1985,1985-12-14,15,26.353,KAN,@,DEN,L 13-14,,,,,,,,
57,1985,1985-12-22,16,26.361,KAN,,SDG,W 38-34,0,0,,0,0.5,0,0,0
58,1986,1986-09-28,4,27.276,WAS,,SEA,W 19-14,,,,,,,,
59,1986,1986-10-05,5,27.283,WAS,@,NOR,W 14-6,0,0,,0,1.0,0,0,0
60,1986,1986-10-12,6,27.290,WAS,@,DAL,L 6-30,,,,,,,,
61,1986,1986-10-19,7,27.297,WAS,,STL,W 28-21,,,,,,,,
62,1986,1986-10-27,8,27.305,WAS,@,NYG,L 20-27,,,,,,,,
63,1986,1986-11-02,9,27.311,WAS,,MIN,W 44-38,,,,,,,,
64,1986,1986-11-09,10,27.318,WAS,@,GNB,W 16-7,,,,,,,,
65,1986,1986-11-17,11,27.326,WAS,,SFO,W 14-6,0,0,,0,0.0,1,4,0
66,1986,1986-11-23,12,27.332,WAS,,DAL,W 41-14,,,,,,,,
67,1986,1986-11-30,13,27.339,WAS,@,STL,W 20-17,,,,,,,,
68,1986,1986-12-07,14,27.346,WAS,,NYG,L 14-24,,,,,,,,
69,1986,1986-12-13,15,27.352,WAS,@,DEN,L 30-31,,,,,,,,
70,1986,1986-12-21,16,27.360,WAS,@,PHI,W 21-14,,,,,,,,
