ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1991,1991-09-01,1,22.167,HOU,,RAI,W 47-17,,,,,,,,,,,
2,1991,1991-09-08,2,22.174,HOU,@,CIN,W 30-7,,,,,,,,,,,
3,1991,1991-09-16,3,22.182,HOU,,KAN,W 17-7,,,,,,,,,,,
4,1991,1991-09-22,4,22.188,HOU,@,NWE,L 20-24,,0,0,,0,0,0,0.0,1,19,0
5,1991,1991-10-06,5,22.202,HOU,,DEN,W 42-14,,,,,,,,,,,
6,1991,1991-10-13,6,22.209,HOU,@,NYJ,W 23-20,,,,,,,,,,,
7,1991,1991-10-20,7,22.216,HOU,@,MIA,W 17-13,,,,,,,,,,,
8,1991,1991-10-27,8,22.223,HOU,,CIN,W 35-3,,,,,,,,,,,
9,1991,1991-11-03,9,22.230,HOU,@,WAS,L 13-16,,,,,,,,,,,
10,1991,1991-11-10,10,22.237,HOU,,DAL,W 26-23,,,,,,,,,,,
11,1991,1991-11-17,11,22.244,HOU,,CLE,W 28-24,,,,,,,,,,,
12,1991,1991-11-24,12,22.251,HOU,@,PIT,L 14-26,,,,,,,,,,,
13,1991,1991-12-08,14,22.265,HOU,,PIT,W 31-6,,,,,,,,,,,
14,1992,1992-09-06,1,23.172,HOU,,PIT,L 24-29,,,,,,,,,,,
15,1992,1992-09-13,2,23.179,HOU,@,IND,W 20-10,,,,,,,,,,,
16,1992,1992-09-20,3,23.186,HOU,,KAN,W 23-20,,,,,,,,,,,
17,1992,1992-09-27,4,23.193,HOU,,SDG,W 27-0,,0,0,,0,0,0,0.0,1,0,0
18,1992,1992-10-11,5,23.207,HOU,@,CIN,W 38-24,,,,,,,,,,,
19,1992,1992-10-18,6,23.214,HOU,@,DEN,L 21-27,,,,,,,,,,,
20,1992,1992-10-25,7,23.221,HOU,,CIN,W 26-10,,,,,,,,,,,
21,1992,1992-11-01,8,23.228,HOU,@,PIT,L 20-21,,,,,,,,,,,
22,1992,1992-11-08,9,23.235,HOU,,CLE,L 14-24,,,,,,,,,,,
23,1992,1992-11-15,10,23.242,HOU,@,MIN,W 17-13,,,,,,,,,,,
24,1992,1992-11-22,11,23.249,HOU,@,MIA,L 16-19,,,,,,,,,,,
25,1992,1992-11-26,12,23.253,HOU,@,DET,W 24-21,,,,,,,,,,,
26,1992,1992-12-07,13,23.264,HOU,,CHI,W 24-7,,,,,,,,,,,
27,1992,1992-12-13,14,23.270,HOU,,GNB,L 14-16,,,,,,,,,,,
28,1992,1992-12-20,15,23.277,HOU,@,CLE,W 17-14,,,,,,,,,,,
29,1992,1992-12-27,16,23.284,HOU,,BUF,W 27-3,,,,,,,,,,,
30,1994,1994-09-04,1,25.170,BUF,,NYJ,L 3-23,,,,,,,,,,,
31,1994,1994-09-11,2,25.177,BUF,@,NWE,W 38-35,,,,,,,,,,,
32,1994,1994-10-02,5,25.198,BUF,@,CHI,L 13-20,,,,,,,,,,,
33,1994,1994-10-09,6,25.205,BUF,,MIA,W 21-11,,,,,,,,,,,
34,1994,1994-10-16,7,25.212,BUF,,IND,L 17-27,,,,,,,,,,,
35,1994,1994-10-30,8,25.226,BUF,,KAN,W 44-10,,,,,,,,,,,
36,1994,1994-11-06,9,25.233,BUF,@,NYJ,L 17-22,,,,,,,,,,,
37,1994,1994-11-14,10,25.241,BUF,@,PIT,L 10-23,,,,,,,,,,,
38,1994,1994-11-20,11,25.247,BUF,,GNB,W 29-20,,,,,,,,,,,
39,1994,1994-11-24,12,25.251,BUF,@,DET,L 21-35,,,,,,,,,,,
40,1994,1994-12-04,13,25.261,BUF,@,MIA,W 42-31,,,,,,,,,,,
41,1994,1994-12-11,14,25.268,BUF,,MIN,L 17-21,,,,,,,,,,,
42,1994,1994-12-18,15,25.275,BUF,,NWE,L 17-41,,,,,,,,,,,
43,1994,1994-12-24,16,25.281,BUF,@,IND,L 9-10,,,,,,,,,,,
44,1995,1995-09-03,1,26.169,JAX,,HOU,L 3-10,,,,,,,,,,,
45,1995,1995-09-10,2,26.176,JAX,@,CIN,L 17-24,,,,,,,,,,,
46,1995,1995-09-17,3,26.183,JAX,@,NYJ,L 10-27,,,,,,,,,,,
47,1995,1995-10-08,6,26.204,JAX,,PIT,W 20-16,,,,,,,,,,,
48,1995,1995-10-15,7,26.211,JAX,,CHI,L 27-30,,,,,,,,,,,
49,1995,1995-10-22,8,26.218,JAX,@,CLE,W 23-15,,0,0,,0,0,0,0.0,1,0,0
50,1995,1995-10-29,9,26.225,JAX,@,PIT,L 7-24,,,,,,,,,,,
51,1995,1995-11-12,10,26.239,JAX,,SEA,L 30-47,,,,,,,,,,,
52,1995,1995-11-19,11,26.246,JAX,@,TAM,L 16-17,,,,,,,,,,,
53,1995,1995-11-26,12,26.253,JAX,,CIN,L 13-17,,,,,,,,,,,
54,1995,1995-12-03,13,26.260,JAX,@,DEN,L 23-31,,,,,,,,,,,
55,1995,1995-12-10,14,26.267,JAX,,IND,L 31-41,,,,,,,,,,,
56,1995,1995-12-17,15,26.274,JAX,@,DET,L 0-44,,,,,,,,,,,
57,1995,1995-12-24,16,26.281,JAX,,CLE,W 24-21,,,,,,,,,,,
58,1997,1997-08-31,1,28.166,SDG,@,NWE,L 7-41,,,,,,,,,,,
59,1997,1997-09-07,2,28.173,SDG,@,NOR,W 20-6,,,,,,,,,,,
60,1997,1997-09-14,3,28.180,SDG,,CAR,L 7-26,,,,,,,,,,,
