ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1976,1976-12-05,13,24.289,NYG,,DET,W 24-10,,,,,,,,,,,,,,,,,,
2,1976,1976-12-12,14,24.296,NYG,,STL,L 14-17,0,0,,0,0,0,,0,2,44,22.00,0,0,0,,0,0,0
3,1977,1977-09-18,1,25.210,NYG,,WAS,W 20-17,8,46,5.75,0,0,0,,0,2,54,27.00,0,2,-3,-1.50,0,0,0
4,1977,1977-09-25,2,25.217,NYG,@,DAL,L 21-41,6,20,3.33,0,1,8,8.00,0,3,85,28.33,0,3,72,24.00,1,1,6
5,1977,1977-10-02,3,25.224,NYG,@,ATL,L 3-17,5,28,5.60,0,0,0,,0,1,14,14.00,0,5,43,8.60,0,0,0
6,1977,1977-10-09,4,25.231,NYG,,PHI,L 10-28,16,62,3.88,0,3,22,7.33,0,2,38,19.00,0,2,2,1.00,0,0,0
7,1977,1977-10-16,5,25.238,NYG,,SFO,W 20-17,9,32,3.56,0,0,0,,0,1,24,24.00,0,1,63,63.00,0,0,0
8,1977,1977-10-23,6,25.245,NYG,@,WAS,W 17-6,8,12,1.50,0,1,6,6.00,0,2,38,19.00,0,2,4,2.00,0,0,0
9,1977,1977-10-31,7,25.253,NYG,@,STL,L 0-28,15,57,3.80,0,1,6,6.00,0,1,21,21.00,0,1,0,0.00,0,0,0
10,1977,1977-11-06,8,25.259,NYG,,DAL,L 10-24,10,32,3.20,1,0,0,,0,1,22,22.00,0,5,33,6.60,0,1,6
11,1977,1977-11-13,9,25.266,NYG,@,TAM,W 10-0,20,55,2.75,1,0,0,,0,1,20,20.00,0,1,6,6.00,0,1,6
12,1977,1977-11-20,10,25.273,NYG,,CLE,L 7-21,10,53,5.30,0,5,42,8.40,0,1,17,17.00,0,5,66,13.20,0,0,0
13,1977,1977-11-27,11,25.280,NYG,@,CIN,L 13-30,9,27,3.00,0,5,32,6.40,0,1,28,28.00,0,1,15,15.00,0,0,0
14,1977,1977-12-04,12,25.287,NYG,,STL,W 27-7,14,56,4.00,1,0,0,,0,0,0,,0,3,27,9.00,0,1,6
15,1977,1977-12-11,13,25.294,NYG,@,PHI,L 14-17,18,72,4.00,0,1,3,3.00,0,2,34,17.00,0,1,6,6.00,0,0,0
16,1977,1977-12-18,14,25.301,NYG,,CHI,L 9-12,6,25,4.17,0,2,17,8.50,0,1,24,24.00,0,0,0,,0,0,0
17,1978,1978-09-02,1,26.194,NYG,@,TAM,W 19-13,0,0,,0,0,0,,0,0,0,,0,1,0,0.00,0,0,0
18,1978,1978-09-10,2,26.202,NYG,,DAL,L 24-34,5,33,6.60,1,1,-2,-2.00,0,1,25,25.00,0,1,10,10.00,0,1,6
19,1978,1978-09-17,3,26.209,NYG,,KAN,W 26-10,11,16,1.45,0,3,23,7.67,1,2,39,19.50,0,5,45,9.00,0,1,6
20,1978,1978-09-24,4,26.216,NYG,,SFO,W 27-10,11,93,8.45,0,3,22,7.33,0,1,13,13.00,0,5,60,12.00,0,0,0
21,1978,1978-10-01,5,26.223,NYG,@,ATL,L 20-23,4,22,5.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
22,1978,1978-10-08,6,26.230,NYG,@,DAL,L 3-24,12,32,2.67,0,0,0,,0,3,79,26.33,0,1,0,0.00,0,0,0
23,1978,1978-10-15,7,26.237,NYG,,TAM,W 17-14,15,63,4.20,0,2,13,6.50,0,2,41,20.50,0,1,-2,-2.00,0,0,0
24,1978,1978-10-22,8,26.244,NYG,,WAS,W 17-6,15,65,4.33,0,0,0,,0,0,0,,0,2,-5,-2.50,0,0,0
25,1978,1978-10-29,9,26.251,NYG,@,NOR,L 17-28,12,47,3.92,0,1,7,7.00,0,0,0,,0,1,0,0.00,0,0,0
26,1978,1978-11-05,10,26.258,NYG,@,STL,L 10-20,11,47,4.27,0,4,20,5.00,0,0,0,,0,2,24,12.00,0,0,0
27,1978,1978-11-12,11,26.265,NYG,@,WAS,L 13-16,14,60,4.29,0,2,46,23.00,0,2,36,18.00,0,1,2,2.00,0,0,0
28,1978,1978-11-19,12,26.272,NYG,,PHI,L 17-19,6,16,2.67,0,3,35,11.67,1,3,41,13.67,0,0,0,,0,1,6
29,1978,1978-11-26,13,26.279,NYG,@,BUF,L 17-41,15,60,4.00,0,1,9,9.00,0,1,16,16.00,0,2,23,11.50,0,0,0
30,1978,1978-12-17,16,26.300,NYG,@,PHI,L 3-20,,,,,,,,,,,,,,,,,,
31,1979,1979-10-14,7,27.236,NYG,,SFO,W 32-16,0,0,,0,0,0,,0,3,74,24.67,0,1,7,7.00,0,0,0
32,1979,1979-10-21,8,27.243,NYG,@,KAN,W 21-17,0,0,,0,0,0,,0,3,60,20.00,0,0,0,,0,0,0
33,1979,1979-10-28,9,27.250,NYG,@,RAM,W 20-14,0,0,,0,0,0,,0,2,47,23.50,0,3,11,3.67,0,0,0
34,1979,1979-11-04,10,27.257,NYG,,DAL,L 14-16,0,0,,0,0,0,,0,3,49,16.33,0,2,3,1.50,0,0,0
35,1979,1979-11-18,12,27.271,WAS,,DAL,W 34-20,0,0,,0,0,0,,0,1,24,24.00,0,1,3,3.00,0,0,0
36,1979,1979-11-25,13,27.278,WAS,@,NYG,L 6-14,1,3,3.00,0,1,12,12.00,0,2,54,27.00,0,1,16,16.00,0,0,0
37,1979,1979-12-02,14,27.285,WAS,,GNB,W 38-21,0,0,,0,0,0,,0,3,75,25.00,0,3,24,8.00,0,0,0
38,1979,1979-12-09,15,27.292,WAS,,CIN,W 28-14,0,0,,0,0,0,,0,2,38,19.00,0,2,11,5.50,0,0,0
39,1979,1979-12-16,16,27.299,WAS,@,DAL,L 34-35,1,2,2.00,0,1,4,4.00,0,6,123,20.50,0,0,0,,0,0,0
40,1980,1980-09-14,2,28.207,WAS,@,NYG,W 23-21,6,16,2.67,0,1,11,11.00,0,0,0,,0,0,0,,0,0,0
41,1980,1980-09-21,3,28.214,WAS,@,OAK,L 21-24,,,,,,,,,,,,,,,,,,
42,1980,1980-09-28,4,28.221,WAS,,SEA,L 0-14,0,0,,0,2,20,10.00,0,0,0,,0,0,0,,0,0,0
43,1980,1980-10-05,5,28.228,WAS,@,PHI,L 14-24,1,5,5.00,0,7,54,7.71,0,0,0,,0,0,0,,0,0,0
44,1980,1980-10-13,6,28.236,WAS,@,DEN,L 17-20,2,17,8.50,0,2,21,10.50,0,0,0,,0,0,0,,0,0,0
45,1980,1980-10-19,7,28.242,WAS,,STL,W 23-0,1,1,1.00,0,2,28,14.00,0,0,0,,0,0,0,,0,0,0
46,1980,1980-10-26,8,28.249,WAS,,NOR,W 22-14,5,34,6.80,0,0,0,,0,0,0,,0,0,0,,0,0,0
47,1980,1980-11-02,9,28.256,WAS,,MIN,L 14-39,2,1,0.50,0,1,14,14.00,0,0,0,,0,0,0,,0,0,0
48,1980,1980-11-09,10,28.263,WAS,@,CHI,L 21-35,2,9,4.50,0,2,7,3.50,0,0,0,,0,0,0,,0,0,0
49,1980,1980-11-16,11,28.270,WAS,,PHI,L 0-24,,,,,,,,,,,,,,,,,,
50,1980,1980-11-23,12,28.277,WAS,@,DAL,L 10-14,,,,,,,,,,,,,,,,,,
51,1980,1980-11-30,13,28.284,WAS,@,ATL,L 6-10,,,,,,,,,,,,,,,,,,
52,1980,1980-12-07,14,28.291,WAS,,SDG,W 40-17,0,0,,0,1,3,3.00,0,0,0,,0,0,0,,0,0,0
53,1980,1980-12-13,15,28.297,WAS,,NYG,W 16-13,9,47,5.22,0,3,23,7.67,1,0,0,,0,0,0,,0,1,6
54,1980,1980-12-21,16,28.305,WAS,@,STL,W 31-7,17,135,7.94,0,3,22,7.33,0,0,0,,0,0,0,,0,0,0
