ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1991,1991-09-01,1,22.259,HOU,,RAI,W 47-17,,,,,,,,,,,
2,1991,1991-09-08,2,22.266,HOU,@,CIN,W 30-7,,,,,,,,,,,
3,1991,1991-09-16,3,22.274,HOU,,KAN,W 17-7,,,,,,,,,,,
4,1991,1991-09-22,4,22.280,HOU,@,NWE,L 20-24,,,,,,,,,,,
5,1991,1991-10-06,5,22.294,HOU,,DEN,W 42-14,,,,,,,,,,,
6,1991,1991-10-13,6,22.301,HOU,@,NYJ,W 23-20,,,,,,,,,,,
7,1991,1991-10-20,7,22.308,HOU,@,MIA,W 17-13,,0,0,,0,1,6,0.0,1,33,1
8,1991,1991-10-27,8,22.315,HOU,,CIN,W 35-3,,,,,,,,,,,
9,1991,1991-11-03,9,22.322,HOU,@,WAS,L 13-16,,,,,,,,,,,
10,1991,1991-11-10,10,22.329,HOU,,DAL,W 26-23,,,,,,,,,,,
11,1991,1991-11-17,11,22.336,HOU,,CLE,W 28-24,,,,,,,,,,,
12,1991,1991-11-24,12,22.343,HOU,@,PIT,L 14-26,,,,,,,,,,,
13,1991,1991-12-02,13,22.351,HOU,,PHI,L 6-13,,,,,,,,,,,
14,1991,1991-12-08,14,22.357,HOU,,PIT,W 31-6,,,,,,,,,,,
15,1991,1991-12-15,15,22.364,HOU,@,CLE,W 17-14,,,,,,,,,,,
16,1991,1991-12-21,16,23.005,HOU,@,NYG,L 20-24,,0,0,,0,0,0,1.0,0,0,0
17,1992,1992-09-06,1,23.265,HOU,,PIT,L 24-29,,2,43,21.50,0,0,0,0.0,0,0,0
18,1992,1992-09-13,2,23.272,HOU,@,IND,W 20-10,,0,0,,0,0,0,1.0,0,0,0
19,1992,1992-09-20,3,23.279,HOU,,KAN,W 23-20,,0,0,,0,,,,,,
20,1992,1992-09-27,4,23.286,HOU,,SDG,W 27-0,,0,0,,0,,,,,,
21,1992,1992-10-11,5,23.300,HOU,@,CIN,W 38-24,,0,0,,0,,,,,,
22,1992,1992-10-18,6,23.307,HOU,@,DEN,L 21-27,,1,26,26.00,0,0,0,0.0,0,0,0
23,1992,1992-10-25,7,23.314,HOU,,CIN,W 26-10,,2,36,18.00,0,0,0,0.0,0,0,0
24,1992,1992-11-01,8,23.321,HOU,@,PIT,L 20-21,,1,21,21.00,0,0,0,0.0,0,0,0
25,1992,1992-11-08,9,23.328,HOU,,CLE,L 14-24,,2,45,22.50,0,0,0,0.0,0,0,0
26,1992,1992-11-15,10,23.335,HOU,@,MIN,W 17-13,,0,0,,0,,,,,,
27,1992,1992-12-13,14,23.363,HOU,,GNB,L 14-16,,0,0,,0,,,,,,
28,1992,1992-12-20,15,24.004,HOU,@,CLE,W 17-14,,0,0,,0,,,,,,
29,1992,1992-12-27,16,24.011,HOU,,BUF,W 27-3,,0,0,,0,,,,,,
30,1993,1993-09-05,1,24.263,HOU,@,NOR,L 21-33,,,,,,,,,,,
31,1993,1993-09-12,2,24.270,HOU,,KAN,W 30-0,,,,,,,,,,,
32,1993,1993-09-19,3,24.277,HOU,@,SDG,L 17-18,,0,0,,0,1,6,0.0,1,47,1
33,1993,1993-09-26,4,24.284,HOU,,RAM,L 13-28,,,,,,,,,,,
34,1994,1994-09-04,1,25.262,HOU,@,IND,L 21-45,,,,,,,,,,,
35,1994,1994-09-11,2,25.269,HOU,@,DAL,L 17-20,,,,,,,,,,,
36,1994,1994-09-18,3,25.276,HOU,,BUF,L 7-15,,,,,,,,,,,
37,1994,1994-09-25,4,25.283,HOU,,CIN,W 20-13,,,,,,,,,,,
38,1994,1994-10-03,5,25.291,HOU,@,PIT,L 14-30,,,,,,,,,,,
39,1994,1994-10-13,6,25.301,HOU,,CLE,L 8-11,,0,0,,0,0,0,0.0,2,27,0
40,1994,1994-10-24,7,25.312,HOU,@,PHI,L 6-21,,0,0,,0,0,0,0.0,1,13,0
41,1994,1994-10-30,8,25.318,HOU,@,RAI,L 14-17,,0,0,,0,0,0,0.0,1,17,0
42,1994,1994-11-06,9,25.325,HOU,,PIT,L 9-12,,,,,,,,,,,
43,1994,1994-11-13,10,25.332,HOU,@,CIN,L 31-34,,,,,,,,,,,
44,1994,1994-11-21,11,25.340,HOU,,NYG,L 10-13,,,,,,,,,,,
45,1994,1994-11-27,12,25.346,HOU,@,CLE,L 10-34,,0,0,,0,0,0,0.0,1,0,0
46,1994,1994-12-04,13,25.353,HOU,,ARI,L 12-30,,,,,,,,,,,
47,1994,1994-12-11,14,25.360,HOU,,SEA,L 14-16,,,,,,,,,,,
48,1994,1994-12-18,15,26.002,HOU,@,KAN,L 9-31,,,,,,,,,,,
49,1994,1994-12-24,16,26.008,HOU,,NYJ,W 24-10,,,,,,,,,,,
50,1995,1995-09-03,1,26.261,HOU,@,JAX,W 10-3,,0,0,,0,0,0,0.0,1,10,0
51,1995,1995-09-10,2,26.268,HOU,,PIT,L 17-34,,,,,,,,,,,
52,1995,1995-09-17,3,26.275,HOU,,CLE,L 7-14,,,,,,,,,,,
53,1995,1995-09-24,4,26.282,HOU,@,CIN,W 38-28,,,,,,,,,,,
54,1995,1995-10-01,5,26.289,HOU,,JAX,L 16-17,,0,0,,0,0,0,0.0,1,12,0
55,1995,1995-10-08,6,26.296,HOU,@,MIN,L 17-23,,0,0,,0,0,0,0.0,1,2,0
56,1995,1995-10-22,7,26.310,HOU,@,CHI,L 32-35,,0,0,,0,1,6,0.0,2,96,1
57,1995,1995-10-29,8,26.317,HOU,,TAM,W 19-7,,,,,,,,,,,
58,1995,1995-11-05,9,26.324,HOU,@,CLE,W 37-10,,0,0,,0,0,0,0.0,1,25,0
59,1995,1995-11-12,10,26.331,HOU,,CIN,L 25-32,,,,,,,,,,,
60,1995,1995-11-19,11,26.338,HOU,@,KAN,L 13-20,,,,,,,,,,,
61,1995,1995-11-26,12,26.345,HOU,,DEN,W 42-33,,,,,,,,,,,
62,1995,1995-12-03,13,26.352,HOU,@,PIT,L 7-21,,,,,,,,,,,
63,1995,1995-12-10,14,26.359,HOU,,DET,L 17-24,,0,0,,0,0,0,1.0,0,0,0
64,1995,1995-12-17,15,27.001,HOU,,NYJ,W 23-6,,,,,,,,,,,
65,1995,1995-12-24,16,27.008,HOU,@,BUF,W 28-17,,,,,,,,,,,
66,1996,1996-09-01,1,27.260,HOU,,KAN,L 19-20,,,,,,,,,,,
67,1996,1996-09-08,2,27.267,HOU,@,JAX,W 34-27,,,,,,,,,,,
68,1996,1996-09-15,3,27.274,HOU,,BAL,W 29-13,,0,0,,0,0,0,0.0,2,14,0
69,1996,1996-09-15,3,27.274,DAL,,IND,L 24-25,,,,,,,,,,,
70,1996,1996-09-29,4,27.288,HOU,@,PIT,L 16-30,,0,0,,0,1,6,0.0,1,36,1
71,1996,1996-10-06,5,27.295,HOU,@,CIN,W 30-27,,,,,,,,,,,
72,1996,1996-10-13,6,27.302,HOU,@,ATL,W 23-13,,0,0,,0,0,0,0.0,1,53,0
73,1996,1996-10-20,7,27.309,HOU,,PIT,W 23-13,,,,,,,,,,,
74,1996,1996-10-27,8,27.316,HOU,,SFO,L 9-10,,,,,,,,,,,
75,1996,1996-11-03,9,27.323,HOU,@,SEA,L 16-23,,0,0,,0,0,0,0.0,1,0,0
76,1996,1996-11-10,10,27.330,HOU,@,NOR,W 31-14,,,,,,,,,,,
77,1996,1996-11-17,11,27.337,HOU,,MIA,L 20-23,,,,,,,,,,,
78,1996,1996-11-24,12,27.344,HOU,,CAR,L 6-31,,,,,,,,,,,
79,1996,1996-12-01,13,27.351,HOU,@,NYJ,W 35-10,,,,,,,,,,,
80,1996,1996-12-08,14,27.358,HOU,,JAX,L 17-23,,,,,,,,,,,
81,1996,1996-12-15,15,27.365,HOU,,CIN,L 13-21,,,,,,,,,,,
82,1996,1996-12-22,16,28.006,CIN,,IND,W 31-24,,,,,,,,,,,
