ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1989,1989-09-10,1,22.335,DEN,,KAN,W 34-20,0,0,,0,0,0,,0,,,,,,
2,1989,1989-09-18,2,22.343,DEN,@,BUF,W 28-14,0,0,,0,0,0,,0,,,,,,
3,1989,1989-09-24,3,22.349,DEN,,RAI,W 31-21,0,0,,0,0,0,,0,,,,,,
4,1989,1989-10-01,4,22.356,DEN,@,CLE,L 13-16,0,0,,0,0,0,,0,,,,,,
5,1989,1989-10-08,5,22.363,DEN,,SDG,W 16-10,0,0,,0,0,0,,0,,,,,,
6,1989,1989-10-15,6,23.005,DEN,,IND,W 14-3,0,0,,0,0,0,,0,,,,,,
7,1989,1989-10-22,7,23.012,DEN,@,SEA,W 24-21,0,0,,0,0,0,,0,,,,,,
8,1989,1989-10-29,8,23.019,DEN,,PHI,L 24-28,0,0,,0,1,0,0.00,0,0,0,0.0,0,0,0
9,1989,1989-11-05,9,23.026,DEN,,PIT,W 34-7,0,0,,0,0,0,,0,,,,,,
10,1989,1989-11-12,10,23.033,DEN,@,KAN,W 16-13,1,68,68.00,0,0,0,,0,0,0,0.0,0,0,0
11,1989,1989-11-20,11,23.041,DEN,@,WAS,W 14-10,1,11,11.00,0,0,0,,0,0,0,0.0,0,0,0
12,1989,1989-11-26,12,23.047,DEN,,SEA,W 41-14,0,0,,0,0,0,,0,,,,,,
13,1989,1989-12-03,13,23.054,DEN,@,RAI,L 13-16,1,7,7.00,0,0,0,,0,0,0,0.0,0,0,0
14,1989,1989-12-10,14,23.061,DEN,,NYG,L 7-14,1,11,11.00,0,0,0,,0,0,0,0.0,0,0,0
15,1989,1989-12-16,15,23.067,DEN,@,PHO,W 37-0,0,0,,0,0,0,,0,,,,,,
