ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1989,1989-09-10,1,25.296,SEA,@,PHI,L 7-31,3,83,27.67,0,2,8,4.00,0,0,0,0.0,0,0,0
2,1989,1989-09-17,2,25.303,SEA,,PHO,L 24-34,3,58,19.33,0,0,0,,0,0,0,0.0,0,0,0
3,1989,1989-09-24,3,25.310,SEA,@,NWE,W 24-3,1,16,16.00,0,2,20,10.00,0,0,0,0.0,0,0,0
4,1989,1989-10-01,4,25.317,SEA,@,RAI,W 24-20,2,43,21.50,0,2,0,0.00,0,0,0,0.0,0,0,0
5,1989,1989-10-08,5,25.324,SEA,,KAN,L 16-20,5,168,33.60,1,0,0,,0,1,6,0.0,0,0,0
6,1989,1989-10-15,6,25.331,SEA,@,SDG,W 17-16,2,39,19.50,0,1,19,19.00,0,0,0,0.0,0,0,0
7,1989,1989-10-22,7,25.338,SEA,,DEN,L 21-24,5,88,17.60,0,0,0,,0,0,0,0.0,0,0,0
8,1989,1989-10-29,8,25.345,SEA,,SDG,W 10-7,1,16,16.00,0,3,28,9.33,0,0,0,0.0,0,0,0
9,1989,1989-11-05,9,25.352,SEA,@,KAN,L 10-20,0,0,,0,2,12,6.00,0,0,0,0.0,0,0,0
10,1989,1989-11-12,10,25.359,SEA,,CLE,L 7-17,0,0,,0,0,0,,0,,,,,,
11,1989,1989-11-19,11,26.001,SEA,@,NYG,L 3-15,0,0,,0,0,0,,0,,,,,,
12,1989,1989-11-26,12,26.008,SEA,@,DEN,L 14-41,0,0,,0,0,0,,0,,,,,,
13,1989,1989-12-04,13,26.016,SEA,,BUF,W 17-16,0,0,,0,0,0,,0,,,,,,
14,1989,1989-12-10,14,26.022,SEA,@,CIN,W 24-17,0,0,,0,0,0,,0,,,,,,
15,1989,1989-12-17,15,26.029,SEA,,RAI,W 23-17,0,0,,0,0,0,,0,,,,,,
16,1989,1989-12-23,16,26.035,SEA,,WAS,L 0-29,0,0,,0,0,0,,0,,,,,,
17,1990,1990-09-16,2,26.302,SEA,,RAI,L 13-17,,,,,1,0,0.00,0,,,,,,
18,1990,1990-09-23,3,26.309,SEA,@,DEN,L 31-34,0,0,,0,0,0,,0,,,,,,
19,1990,1990-10-01,4,26.317,SEA,,CIN,W 31-16,0,0,,0,4,39,9.75,0,0,0,0.0,0,0,0
20,1990,1990-10-07,5,26.323,SEA,@,NWE,W 33-20,0,0,,0,3,29,9.67,0,0,0,0.0,0,0,0
21,1990,1990-10-14,6,26.330,SEA,@,RAI,L 17-24,0,0,,0,0,0,,0,,,,,,
22,1990,1990-10-21,7,26.337,SEA,,KAN,W 19-7,0,0,,0,0,0,,0,,,,,,
23,1990,1990-11-04,8,26.351,SEA,,SDG,L 14-31,0,0,,0,1,0,0.00,0,0,0,0.0,0,0,0
24,1990,1990-11-11,9,26.358,SEA,@,KAN,W 17-16,0,0,,0,0,0,,0,,,,,,
25,1990,1990-11-18,10,27.000,SEA,,MIN,L 21-24,0,0,,0,0,0,,0,,,,,,
26,1990,1990-11-25,11,27.007,SEA,@,SDG,W 13-10,0,0,,0,0,0,,0,,,,,,
27,1990,1990-12-02,12,27.014,SEA,,HOU,W 13-10,0,0,,0,0,0,,0,0,0,0.0,1,0,0
28,1990,1990-12-09,13,27.021,SEA,@,GNB,W 20-14,1,26,26.00,0,0,0,,0,0,0,0.0,0,0,0
29,1990,1990-12-16,14,27.028,SEA,@,MIA,L 17-24,0,0,,0,0,0,,0,,,,,,
30,1990,1990-12-23,15,27.035,SEA,,DEN,W 17-12,3,70,23.33,0,0,0,,0,0,0,0.0,0,0,0
31,1990,1990-12-30,16,27.042,SEA,,DET,W 30-10,0,0,,0,0,0,,0,,,,,,
