ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,1997,1997-08-31,1,26.171,BAL,,JAX,L 27-28,
2,1997,1997-09-07,2,26.178,BAL,,CIN,W 23-10,
3,1997,1997-09-14,3,26.185,BAL,@,NYG,W 24-23,
4,1997,1997-09-21,4,26.192,BAL,@,TEN,W 36-10,
5,1997,1997-09-28,5,26.199,BAL,@,SDG,L 17-21,
6,1997,1997-10-05,6,26.206,BAL,,PIT,L 34-42,
7,1997,1997-10-19,7,26.220,BAL,,MIA,L 13-24,
8,1997,1997-10-26,8,26.227,BAL,@,WAS,W 20-17,
9,1997,1997-11-02,9,26.234,BAL,@,NYJ,L 16-19,
10,1997,1997-11-09,10,26.241,BAL,@,PIT,L 0-37,
11,1997,1997-11-16,11,26.248,BAL,,PHI,T 10-10,
12,1997,1997-11-23,12,26.255,BAL,,ARI,L 13-16,
13,1997,1997-12-14,15,26.276,BAL,,TEN,W 21-19,
14,1999,1999-09-12,1,28.183,BAL,@,STL,L 10-27,
15,1999,1999-09-19,2,28.190,BAL,,PIT,L 20-23,
16,1999,1999-09-26,3,28.197,BAL,,CLE,W 17-10,
