ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
144,1986,1986-09-08,1,32.222,NYG,@,DAL,L 28-31,1,2,2.00,0,2,11,5.50,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
145,1986,1986-09-14,2,32.228,NYG,,SDG,W 20-7,0,0,,0,1,11,11.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,,,,,,,0,0
146,1986,1986-09-21,3,32.235,NYG,@,RAI,W 14-9,1,4,4.00,0,4,13,3.25,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
147,1986,1986-09-28,4,32.242,NYG,,NOR,W 20-17,0,0,,0,1,7,7.00,0,0,0,,0,0,0,,0,,,,0,0,,0,3,1,0.33,0,,,,,,,0,0
148,1986,1986-10-05,5,32.249,NYG,@,STL,W 13-6,2,7,3.50,0,3,30,10.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
149,1986,1986-10-12,6,32.256,NYG,,PHI,W 35-3,1,7,7.00,0,3,17,5.67,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
150,1986,1986-10-19,7,32.263,NYG,@,SEA,L 12-17,3,7,2.33,0,1,8,8.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
151,1986,1986-10-27,8,32.271,NYG,,WAS,W 27-20,1,10,10.00,0,5,54,10.80,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
152,1986,1986-11-02,9,32.277,NYG,,DAL,W 17-14,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,,,,,0,0,,0,,,,,,,0,
153,1986,1986-11-09,10,32.284,NYG,@,PHI,W 17-14,1,1,1.00,0,1,12,12.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
154,1986,1986-11-16,11,32.291,NYG,@,MIN,W 22-20,0,0,,0,3,26,8.67,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
155,1986,1986-11-23,12,32.298,NYG,,DEN,W 19-16,3,7,2.33,0,1,7,7.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
156,1986,1986-12-01,13,32.306,NYG,@,SFO,W 21-17,0,0,,0,3,35,11.67,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
157,1986,1986-12-07,14,32.312,NYG,@,WAS,W 24-14,2,9,4.50,0,2,22,11.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
158,1986,1986-12-14,15,32.319,NYG,,STL,W 27-7,1,7,7.00,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
159,1986,1986-12-20,16,32.325,NYG,,GNB,W 55-24,0,0,,0,3,15,5.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,,,,,,0,0
160,1987,1987-09-14,1,33.228,NYG,@,CHI,L 19-34,1,11,11.00,0,1,7,7.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,0,0
161,1987,1987-09-20,2,33.234,NYG,,DAL,L 14-16,0,0,,0,5,59,11.80,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,0,0
162,1987,1987-10-25,6,33.269,NYG,,STL,W 30-7,1,0,0.00,0,1,-4,-4.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,0,0
163,1987,1987-11-02,7,33.277,NYG,@,DAL,L 24-33,1,5,5.00,0,4,32,8.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,0,0
164,1987,1987-11-08,8,33.283,NYG,,NWE,W 17-10,0,0,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,
165,1987,1987-11-15,9,33.290,NYG,@,PHI,W 20-17,0,0,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,
166,1987,1987-11-22,10,33.297,NYG,@,NOR,L 14-23,1,17,17.00,0,1,7,7.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,0,0
167,1987,1987-11-29,11,33.304,NYG,@,WAS,L 19-23,0,0,,0,4,54,13.50,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,0,0
168,1987,1987-12-06,12,33.311,NYG,,PHI,W 23-20,2,3,1.50,0,1,8,8.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,0,0
169,1987,1987-12-13,13,33.318,NYG,@,STL,L 24-27,1,15,15.00,0,5,47,9.40,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,0,0
170,1987,1987-12-19,14,33.324,NYG,,GNB,W 20-10,2,20,10.00,0,1,8,8.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,0,0
171,1987,1987-12-27,15,33.332,NYG,,NYJ,W 20-7,1,3,3.00,0,3,30,10.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,,,,,,0,0
