ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
30,2010,2010-12-19,14,23.192,OAK,,DEN,W 39-23,,0,0,,0,0.0,1,0,0,0,0
31,2010,2010-12-26,15,23.199,OAK,,IND,L 26-31,*,0,0,,0,0.0,6,0,0,0,0
32,2010,2011-01-02,16,23.206,OAK,@,KAN,W 31-10,,,,,,,,,,,
33,2011,2011-10-02,4,24.114,OAK,,NWE,L 19-31,,0,0,,0,1.0,1,0,0,0,0
34,2011,2011-10-09,5,24.121,OAK,@,HOU,W 25-20,,0,0,,0,0.0,0,1,0,0,0
35,2011,2011-10-16,6,24.128,OAK,,CLE,W 24-17,,0,0,,0,0.0,3,0,0,0,0
36,2011,2011-10-23,7,24.135,OAK,,KAN,L 0-28,,0,0,,0,0.0,0,5,0,0,0
37,2011,2011-11-06,8,24.149,OAK,,DEN,L 24-38,,,,,,,,,,,
38,2011,2011-11-10,9,24.153,OAK,@,SDG,W 24-17,,0,0,,0,0.0,3,1,0,0,0
39,2011,2011-11-20,10,24.163,OAK,@,MIN,W 27-21,,0,0,,0,0.0,0,0,0,0,0
40,2011,2011-11-27,11,24.170,OAK,,CHI,W 25-20,*,0,0,,0,0.0,1,0,0,0,0
41,2011,2011-12-04,12,24.177,OAK,@,MIA,L 14-34,*,0,0,,0,0.0,2,0,0,0,0
42,2011,2011-12-11,13,24.184,OAK,@,GNB,L 16-46,*,0,0,,0,0.0,4,0,1,0,0
43,2011,2011-12-18,14,24.191,OAK,,DET,L 27-28,,0,0,,0,0.0,1,1,0,0,0
44,2011,2011-12-24,15,24.197,OAK,@,KAN,W 16-13,*,0,0,,0,0.0,2,1,0,0,0
45,2011,2012-01-01,16,24.205,OAK,,SDG,L 26-38,,0,0,,0,0.0,1,0,0,0,0
46,2012,2012-09-10,1,25.092,OAK,,SDG,L 14-22,,0,0,,0,0.0,0,0,0,0,0
47,2012,2012-09-16,2,25.098,OAK,@,MIA,L 13-35,,,,,,,,,,,
48,2012,2012-09-23,3,25.105,OAK,,PIT,W 34-31,,0,0,,0,0.0,1,0,0,0,0
49,2012,2012-09-30,4,25.112,OAK,@,DEN,L 6-37,,,,,,,,,,,
50,2012,2012-10-14,5,25.126,OAK,@,ATL,L 20-23,,,,,,,,,,,
51,2012,2012-10-21,6,25.133,OAK,,JAX,W 26-23,,0,0,,0,0.0,0,0,0,0,0
52,2012,2012-10-28,7,25.140,OAK,@,KAN,W 26-16,,0,0,,0,0.0,2,0,0,0,0
53,2012,2012-11-04,8,25.147,OAK,,TAM,L 32-42,,0,0,,0,0.0,0,0,0,0,0
54,2012,2012-11-11,9,25.154,OAK,@,BAL,L 20-55,,0,0,,0,0.0,0,0,0,0,0
55,2012,2012-11-18,10,25.161,OAK,,NOR,L 17-38,*,0,0,,0,0.0,6,4,0,0,0
56,2012,2012-11-25,11,25.168,OAK,@,CIN,L 10-34,,0,0,,0,0.0,0,0,0,0,0
57,2012,2012-12-02,12,25.175,OAK,,CLE,L 17-20,,0,0,,0,0.0,2,2,0,0,0
58,2012,2012-12-06,13,25.179,OAK,,DEN,L 13-26,,0,0,,0,1.0,6,0,0,0,0
59,2012,2012-12-16,14,25.189,OAK,,KAN,W 15-0,,0,0,,0,0.0,1,0,0,0,0
60,2012,2012-12-23,15,25.196,OAK,@,CAR,L 6-17,,0,2,,0,0.0,3,1,0,0,0
61,2012,2012-12-30,16,25.203,OAK,@,SDG,L 21-24,*,0,0,,0,0.0,3,1,0,0,0
62,2013,2013-09-15,2,26.097,CAR,@,BUF,L 23-24,,0,0,,0,0.0,3,0,0,0,0
63,2013,2013-09-22,3,26.104,CAR,,NYG,W 38-0,*,0,0,,0,0.0,2,0,0,0,0
64,2013,2013-10-06,4,26.118,CAR,@,ARI,L 6-22,*,0,0,,0,0.0,5,0,1,0,0
65,2013,2013-10-13,5,26.125,CAR,@,MIN,W 35-10,*,0,0,,0,1.0,6,1,2,62,0
66,2013,2013-10-20,6,26.132,CAR,,STL,W 30-15,*,0,0,,0,1.0,8,0,0,0,0
67,2013,2013-10-24,7,26.136,CAR,@,TAM,W 31-13,*,0,0,,0,0.0,4,1,0,0,0
68,2013,2013-11-03,8,26.146,CAR,,ATL,W 34-10,*,0,0,,0,0.0,1,2,0,0,0
69,2013,2013-11-10,9,26.153,CAR,@,SFO,W 10-9,*,0,0,,0,0.5,2,2,0,0,0
70,2013,2013-11-18,10,26.161,CAR,,NWE,W 24-20,*,0,0,,0,0.0,0,1,0,0,0
71,2013,2013-11-24,11,26.167,CAR,@,MIA,W 20-16,*,0,0,,0,0.0,1,0,0,0,0
72,2013,2013-12-01,12,26.174,CAR,,TAM,W 27-6,*,0,0,,0,0.0,3,1,1,1,0
73,2013,2013-12-08,13,26.181,CAR,@,NOR,L 13-31,*,0,0,,0,0.0,5,1,0,0,0
74,2013,2013-12-15,14,26.188,CAR,,NYJ,W 30-20,*,0,0,,0,0.0,5,3,0,0,0
75,2013,2013-12-22,15,26.195,CAR,,NOR,W 17-13,*,0,0,,0,0.5,2,4,0,0,0
76,2013,2013-12-29,16,26.202,CAR,@,ATL,W 21-20,*,0,0,,0,1.0,3,1,0,0,0
77,2014,2014-09-07,1,27.089,PIT,,CLE,W 30-27,*,0,0,,0,0.0,3,4,0,0,0
78,2014,2014-09-11,2,27.093,PIT,@,BAL,L 6-26,*,0,0,,0,0.0,4,1,0,0,0
79,2014,2014-09-21,3,27.103,PIT,@,CAR,W 37-19,*,0,0,,0,0.0,5,0,0,0,0
80,2014,2014-09-28,4,27.110,PIT,,TAM,L 24-27,*,0,0,,0,0.0,5,1,0,0,0
81,2014,2014-10-05,5,27.117,PIT,@,JAX,W 17-9,*,0,0,,0,0.0,3,0,0,0,0
82,2014,2014-10-12,6,27.124,PIT,@,CLE,L 10-31,*,0,0,,0,0.0,3,0,0,0,0
83,2014,2014-10-20,7,27.132,PIT,,HOU,W 30-23,*,0,0,,0,0.0,6,0,0,0,0
84,2014,2014-10-26,8,27.138,PIT,,IND,W 51-34,*,0,0,,0,0.0,2,1,0,0,0
85,2014,2014-11-02,9,27.145,PIT,,BAL,W 43-23,*,0,0,,0,0.0,3,1,0,0,0
86,2014,2014-11-09,10,27.152,PIT,@,NYJ,L 13-20,*,0,0,,0,0.0,2,2,0,0,0
87,2014,2014-11-17,11,27.160,PIT,@,TEN,W 27-24,*,0,0,,0,0.0,2,3,0,0,0
88,2014,2014-11-30,12,27.173,PIT,,NOR,L 32-35,*,0,0,,0,0.0,4,2,0,0,0
89,2014,2014-12-07,13,27.180,PIT,@,CIN,W 42-21,*,0,0,,0,0.0,3,1,0,0,0
90,2014,2014-12-14,14,27.187,PIT,@,ATL,W 27-20,*,0,0,,0,0.0,3,0,0,0,0
91,2014,2014-12-21,15,27.194,PIT,,KAN,W 20-12,*,0,0,,0,0.0,2,0,0,0,0
92,2014,2014-12-28,16,27.201,PIT,,CIN,W 27-17,*,0,0,,0,0.0,3,2,0,0,0
93,2015,2015-09-10,1,28.092,PIT,@,NWE,L 21-28,*,0,0,,0,0.0,3,1,0,0,0
94,2015,2015-09-20,2,28.102,PIT,,SFO,W 43-18,*,0,0,,0,0.0,4,1,0,0,0
95,2015,2015-09-27,3,28.109,PIT,@,STL,W 12-6,*,0,0,,0,0.0,4,1,0,0,0
96,2015,2015-10-01,4,28.113,PIT,,BAL,L 20-23,*,0,0,,0,0.0,3,2,0,0,0
97,2015,2015-10-12,5,28.124,PIT,@,SDG,W 24-20,*,0,0,,0,0.0,7,0,0,0,0
98,2015,2015-10-18,6,28.130,PIT,,ARI,W 25-13,*,0,0,,0,0.0,2,0,1,0,0
99,2015,2015-10-25,7,28.137,PIT,@,KAN,L 13-23,*,0,0,,0,0.0,6,0,0,0,0
100,2015,2015-11-01,8,28.144,PIT,,CIN,L 10-16,*,0,0,,0,0.0,3,2,1,7,0
101,2015,2015-11-08,9,28.151,PIT,,OAK,W 38-35,*,0,0,,0,0.0,2,2,0,0,0
102,2015,2015-11-15,10,28.158,PIT,,CLE,W 30-9,*,0,0,,0,0.0,5,0,1,9,0
103,2015,2015-11-29,11,28.172,PIT,@,SEA,L 30-39,*,0,0,,0,0.0,6,2,0,0,0
104,2015,2015-12-06,12,28.179,PIT,,IND,W 45-10,*,0,0,,0,0.0,2,1,0,0,0
105,2015,2015-12-13,13,28.186,PIT,@,CIN,W 33-20,*,0,0,,0,0.0,1,4,0,0,0
106,2015,2015-12-20,14,28.193,PIT,,DEN,W 34-27,*,0,0,,0,0.0,5,1,0,0,0
107,2015,2015-12-27,15,28.200,PIT,@,BAL,L 17-20,*,0,0,,0,0.0,2,3,0,0,0
108,2015,2016-01-03,16,28.207,PIT,@,CLE,W 28-12,*,0,0,,0,0.0,3,2,0,0,0
109,2016,2016-09-12,1,29.094,PIT,@,WAS,W 38-16,*,0,0,,0,0.0,4,2,0,0,0
110,2016,2016-09-18,2,29.100,PIT,,CIN,W 24-16,*,0,0,,0,0.0,3,1,0,0,0
111,2016,2016-09-25,3,29.107,PIT,@,PHI,L 3-34,*,0,0,,0,0.0,3,1,0,0,0
112,2016,2016-10-02,4,29.114,PIT,,KAN,W 43-14,*,0,0,,0,0.0,5,1,0,0,0
113,2016,2016-10-09,5,29.121,PIT,,NYJ,W 31-13,*,0,0,,0,0.0,5,2,0,0,0
114,2016,2016-10-16,6,29.128,PIT,@,MIA,L 15-30,*,0,0,,0,0.0,3,0,0,0,0
115,2016,2016-10-23,7,29.135,PIT,,NWE,L 16-27,*,0,0,,0,0.0,3,0,0,0,0
116,2016,2016-11-06,8,29.149,PIT,@,BAL,L 14-21,*,0,0,,0,0.0,0,1,0,0,0
117,2016,2016-11-13,9,29.156,PIT,,DAL,L 30-35,*,0,0,,0,0.0,0,5,0,0,0
118,2016,2016-11-20,10,29.163,PIT,@,CLE,W 24-9,*,0,0,,0,0.0,4,2,0,0,0
119,2016,2016-11-24,11,29.167,PIT,@,IND,W 28-7,*,0,0,,0,0.0,6,1,1,26,0
120,2016,2016-12-04,12,29.177,PIT,,NYG,W 24-14,*,0,0,,0,0.0,3,2,0,0,0
121,2016,2016-12-11,13,29.184,PIT,@,BUF,W 27-20,*,0,0,,0,0.0,2,0,0,0,0
122,2016,2016-12-18,14,29.191,PIT,@,CIN,W 24-20,*,0,0,,0,0.0,4,2,0,0,0
123,2016,2016-12-25,15,29.198,PIT,,BAL,W 31-27,*,0,0,,0,0.0,3,2,0,0,0
124,2016,2017-01-01,16,29.205,PIT,,CLE,W 27-24,*,0,0,,0,0.0,7,0,0,0,0
125,2017,2017-09-10,1,30.092,PIT,@,CLE,W 21-18,*,0,0,,0,0.0,1,1,0,0,0
126,2017,2017-09-17,2,30.099,PIT,,MIN,W 26-9,,0,0,,0,0.0,0,2,0,0,0
127,2017,2017-09-24,3,30.106,PIT,@,CHI,L 17-23,*,0,0,,0,0.0,8,1,0,0,0
128,2017,2017-10-08,5,30.120,PIT,,JAX,L 9-30,*,0,0,,0,0.0,4,5,0,0,0
129,2017,2017-10-15,6,30.127,PIT,@,KAN,W 19-13,*,0,0,,0,0.0,1,2,0,0,0
130,2017,2017-10-22,7,30.134,PIT,,CIN,W 29-14,*,0,0,,0,0.0,1,0,0,0,0
131,2017,2017-10-29,8,30.141,PIT,@,DET,W 20-15,*,0,0,,0,0.0,5,1,0,0,0
132,2017,2017-11-12,9,30.155,PIT,@,IND,W 20-17,*,0,0,,0,0.0,2,2,0,0,0
133,2017,2017-11-26,11,30.169,PIT,,GNB,W 31-28,*,0,0,,0,0.0,2,0,0,0,0
134,2017,2017-12-10,13,30.183,PIT,,BAL,W 39-38,*,0,0,,0,0.0,5,0,0,0,0
135,2017,2017-12-17,14,30.190,PIT,,NWE,L 24-27,*,0,0,,0,0.0,3,2,0,0,0
136,2017,2017-12-25,15,30.198,PIT,@,HOU,W 34-6,*,0,0,,0,0.0,2,2,0,0,0
137,2017,2017-12-31,16,30.204,PIT,,CLE,W 28-24,*,0,0,,0,0.0,1,0,0,0,0
