ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
1,1957,1957-09-29,1,24.289,CLE,,NYG,W 6-3,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
2,1957,1957-10-13,3,24.303,CLE,,PHI,W 24-7,,0,2,0.00,0,0,1,0.0,0,0,0.00,-22.50
3,1957,1957-12-08,11,24.359,CLE,@,DET,L 7-20,,3,3,100.00,22,0,0,97.2,0,0,7.33,7.33
