ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2011,2011-09-18,2,23.306,GNB,@,CAR,W 30-23,,0,0,0,,0,0.0%,,0,0,0.0,0,1
2,2011,2011-09-25,3,23.313,GNB,@,CHI,W 27-17,,,,,,,0.0%,,,,,,
3,2011,2011-10-02,4,23.320,GNB,,DEN,W 49-23,,,0,0,,0,0.0%,,0,0,0.0,0,1
4,2011,2011-10-09,5,23.327,GNB,@,ATL,W 25-14,,0,0,0,,0,0.0%,,0,0,0.0,0,0
5,2011,2011-10-16,6,23.334,GNB,,STL,W 24-3,,0,,,,,0.0%,,,,,,
6,2011,2011-10-23,7,23.341,GNB,@,MIN,W 33-27,,0,0,0,,0,0.0%,,0,0,0.0,0,0
7,2011,2011-11-06,8,23.355,GNB,@,SDG,W 45-38,,0,0,0,,0,0.0%,,0,0,0.0,0,0
8,2011,2011-11-14,9,23.363,GNB,,MIN,W 45-7,,0,0,0,,0,0.0%,,0,0,0.0,0,0
9,2011,2011-11-20,10,24.004,GNB,,TAM,W 35-26,,0,,,,,0.0%,,,,,,
10,2011,2011-11-24,11,24.008,GNB,@,DET,W 27-15,,,,,,,0.0%,,,,,,
11,2011,2011-12-04,12,24.018,GNB,@,NYG,W 38-35,,,,,,,0.0%,,,,,,
12,2011,2011-12-11,13,24.025,GNB,,OAK,W 46-16,,1,1,4,4.00,1,100.0%,4.00,1,6,0.0,0,0
13,2011,2011-12-18,14,24.032,GNB,@,KAN,L 14-19,,,,,,,0.0%,,,,,,
14,2011,2011-12-25,15,24.039,GNB,,CHI,W 35-21,,,,,,,0.0%,,,,,,
15,2011,2012-01-01,16,24.046,GNB,,DET,W 45-41,,,,,,,0.0%,,,,,,
16,2012,2012-09-09,1,24.298,GNB,,SFO,L 22-30,,,,,,,0.0%,,,,,,
17,2012,2012-09-13,2,24.302,GNB,,CHI,W 23-10,,,,,,,0.0%,,,,,,
18,2012,2012-09-24,3,24.313,GNB,@,SEA,L 12-14,,0,0,0,,0,0.0%,,0,0,0.0,0,0
19,2012,2012-09-30,4,24.319,GNB,,NOR,W 28-27,,0,0,0,,0,0.0%,,0,0,0.0,0,0
20,2012,2012-10-07,5,24.326,GNB,@,IND,L 27-30,,,,,,,0.0%,,,,,,
21,2012,2012-10-14,6,24.333,GNB,@,HOU,W 42-24,,,,,,,0.0%,,,,,,
22,2012,2012-10-21,7,24.340,GNB,@,STL,W 30-20,,,,,,,0.0%,,,,,,
23,2012,2012-10-28,8,24.347,GNB,,JAX,W 24-15,,,,,,,0.0%,,,,,,
24,2012,2012-11-04,9,24.354,GNB,,ARI,W 31-17,,,,,,,0.0%,,,,,,
25,2012,2012-11-18,10,25.002,GNB,@,DET,W 24-20,,,,,,,0.0%,,,,,,
