ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1982,1982-11-21,3,23.055,DET,@,CHI,L 17-20,,,,,,,,
2,1982,1982-11-25,4,23.059,DET,,NYG,L 6-13,,,,,,,,
3,1982,1982-12-06,5,23.070,DET,,NYJ,L 13-28,,,,,,,,
4,1982,1982-12-12,6,23.076,DET,@,GNB,W 30-10,,,,,,,,
5,1982,1982-12-19,7,23.083,DET,,MIN,L 31-34,,,,,,,,
6,1982,1982-12-26,8,23.090,DET,@,TAM,L 21-23,,,,,,,,
7,1982,1983-01-02,9,23.097,DET,,GNB,W 27-24,,,,,,,,
8,1983,1983-09-18,3,23.356,DET,,ATL,L 14-30,,,,,,,,
9,1983,1983-09-25,4,23.363,DET,@,MIN,L 17-20,,,,,,,,
10,1983,1983-10-02,5,24.005,DET,@,RAM,L 10-21,,,,,,,,
11,1983,1983-10-09,6,24.012,DET,,GNB,W 38-14,,,,,,,,
12,1983,1983-10-16,7,24.019,DET,,CHI,W 31-17,,,,,,,,
13,1983,1983-10-23,8,24.026,DET,@,WAS,L 17-38,,,,,,,,
14,1983,1983-10-30,9,24.033,DET,@,CHI,W 38-17,,,,,,,,
15,1983,1983-11-07,10,24.041,DET,,NYG,W 15-9,,,,,,,,
16,1983,1983-11-13,11,24.047,DET,@,HOU,L 17-27,,,,,,,,
17,1983,1983-11-20,12,24.054,DET,@,GNB,W 23-20,,,,,,,,
18,1983,1983-11-24,13,24.058,DET,,PIT,W 45-3,,,,,,,,
19,1983,1983-12-05,14,24.069,DET,,MIN,W 13-2,,,,,,,,
20,1983,1983-12-11,15,24.075,DET,@,CIN,L 9-17,,,,,,,,
21,1983,1983-12-18,16,24.082,DET,,TAM,W 23-20,,,,,,,,
22,1984,1984-09-02,1,24.341,DET,,SFO,L 27-30,,,,,,,,
23,1984,1984-09-09,2,24.348,DET,@,ATL,W 27-24,,,,,,,,
24,1984,1984-09-16,3,24.355,DET,@,TAM,L 17-21,,,,,,,,
25,1984,1984-09-23,4,24.362,DET,,MIN,L 28-29,,,,,,,,
26,1984,1984-09-30,5,25.003,DET,@,SDG,L 24-27,,,,,,,,
27,1984,1984-10-07,6,25.010,DET,,DEN,L 7-28,,,,,,,,
28,1984,1984-10-14,7,25.017,DET,,TAM,W 13-7,,,,,,,,
29,1984,1984-11-04,10,25.038,DET,,PHI,T 23-23,,,,,,,,
30,1984,1984-11-11,11,25.045,DET,@,WAS,L 14-28,,,,,,,,
31,1984,1984-11-18,12,25.052,DET,@,CHI,L 14-16,,,,,,,,
32,1984,1984-11-22,13,25.056,DET,,GNB,W 31-28,0,0,,0,0.0,1,15,0
33,1984,1984-12-02,14,25.066,DET,@,SEA,L 17-38,,,,,,,,
