ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,2003,2003-09-21,3,22.167,CIN,,PIT,L 10-17,,1,18,18.00,0,0.0,0,0,0
2,2003,2003-09-28,4,22.174,CIN,@,CLE,W 21-14,,,,,,,,,
3,2003,2003-10-05,5,22.181,CIN,@,BUF,L 16-22,,,,,,,,,
4,2003,2003-10-26,7,22.202,CIN,,SEA,W 27-24,,,,,,,,,
5,2003,2003-11-09,9,22.216,CIN,,HOU,W 34-27,,1,23,23.00,0,0.0,1,6,0
6,2003,2003-11-16,10,22.223,CIN,,KAN,W 24-19,,,,,,,,,
7,2003,2003-11-23,11,22.230,CIN,@,SDG,W 34-27,,1,11,11.00,0,0.0,0,0,0
8,2003,2003-11-30,12,22.237,CIN,@,PIT,W 24-20,,,,,,,,,
9,2003,2003-12-07,13,22.244,CIN,@,BAL,L 13-31,,1,16,16.00,0,0.0,0,0,0
10,2003,2003-12-14,14,22.251,CIN,,SFO,W 41-38,,1,21,21.00,0,1.0,0,0,0
11,2003,2003-12-21,15,22.258,CIN,@,STL,L 10-27,,,,,,,,,
12,2003,2003-12-28,16,22.265,CIN,,CLE,L 14-22,,2,39,19.50,0,0.0,0,0,0
13,2004,2004-09-12,1,23.158,CIN,@,NYJ,L 24-31,,,,,,,,,
14,2004,2004-09-19,2,23.165,CIN,,MIA,W 16-13,,,,,,,,,
15,2004,2004-09-26,3,23.172,CIN,,BAL,L 9-23,,,,,,,,,
16,2004,2004-10-03,4,23.179,CIN,@,PIT,L 17-28,*,,,,,,,,
17,2004,2004-11-07,8,23.214,CIN,,DAL,W 26-3,,,,,,,,,
18,2004,2004-11-21,10,23.228,CIN,,PIT,L 14-19,,,,,,,,,
19,2004,2004-12-05,12,23.242,CIN,@,BAL,W 27-26,,,,,,,,,
20,2004,2004-12-12,13,23.249,CIN,@,NWE,L 28-35,,,,,,,,,
21,2004,2004-12-19,14,23.256,CIN,,BUF,L 17-33,,,,,,,,,
22,2004,2004-12-26,15,23.263,CIN,,NYG,W 23-22,,,,,,,,,
23,2004,2005-01-02,16,23.270,CIN,@,PHI,W 38-10,,,,,,,,,
