ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2005,2005-09-11,1,23.067,NYG,,ARI,W 42-19,,6,39,6.50,1,0,0,0,,0,0.0%,,1,33,33.00,0,,1,6,0.0,,
2,2005,2005-09-19,2,23.075,NYG,@,NOR,W 27-10,,3,5,1.67,1,0,0,0,,0,0.0%,,1,25,25.00,0,,1,6,0.0,,
3,2005,2005-09-25,3,23.081,NYG,@,SDG,L 23-45,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,,
4,2005,2005-10-02,4,23.088,NYG,,STL,W 44-24,,2,16,8.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,,
5,2005,2005-10-16,5,23.102,NYG,@,DAL,L 13-16,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,,
6,2005,2005-10-23,6,23.109,NYG,,DEN,W 24-23,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,,
7,2005,2005-10-30,7,23.116,NYG,,WAS,W 36-0,,8,14,1.75,1,0,0,0,,0,0.0%,,0,0,,0,,1,6,0.0,,
8,2005,2005-11-06,8,23.123,NYG,@,SFO,W 24-6,,5,3,0.60,2,0,0,0,,0,0.0%,,0,0,,0,,2,12,0.0,,
9,2005,2005-11-13,9,23.130,NYG,,MIN,L 21-24,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,,
10,2005,2005-11-20,10,23.137,NYG,,PHI,W 27-17,,3,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,,
11,2005,2005-11-27,11,23.144,NYG,@,SEA,L 21-24,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,,
12,2005,2005-12-04,12,23.151,NYG,,DAL,W 17-10,,2,2,1.00,1,0,0,0,,0,0.0%,,0,0,,0,,1,6,0.0,,
13,2005,2005-12-11,13,23.158,NYG,@,PHI,W 26-23,,2,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,,
14,2005,2005-12-17,14,23.164,NYG,,KAN,W 27-17,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,,
15,2005,2005-12-24,15,23.171,NYG,@,WAS,L 20-35,,1,6,6.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,,
16,2005,2005-12-31,16,23.178,NYG,@,OAK,W 30-21,,3,10,3.33,1,0,0,0,,0,0.0%,,0,0,,0,,1,6,0.0,,
17,2006,2006-09-10,1,24.066,NYG,,IND,L 21-26,,8,54,6.75,1,1,0,0,,0,0.0%,0.00,0,0,,0,,1,6,0.0,,
18,2006,2006-09-17,2,24.073,NYG,@,PHI,W 30-24,,5,35,7.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,,
19,2006,2006-09-24,3,24.080,NYG,@,SEA,L 30-42,,1,9,9.00,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,,0,0,0.0,,
20,2006,2006-10-08,4,24.094,NYG,,WAS,W 19-3,,9,26,2.89,0,2,2,15,7.50,0,100.0%,7.50,0,0,,0,,0,0,0.0,,
21,2006,2006-10-15,5,24.101,NYG,@,ATL,W 27-14,,11,53,4.82,1,2,0,0,,0,0.0%,0.00,0,0,,0,,1,6,0.0,,
22,2006,2006-10-23,6,24.109,NYG,@,DAL,W 36-22,,10,40,4.00,1,0,0,0,,0,0.0%,,0,0,,0,,1,6,0.0,,
23,2006,2006-10-29,7,24.115,NYG,,TAM,W 17-3,,7,41,5.86,1,0,0,0,,0,0.0%,,0,0,,0,,1,6,0.0,,
24,2006,2006-11-05,8,24.122,NYG,,HOU,W 14-10,,7,19,2.71,0,1,1,21,21.00,0,100.0%,21.00,0,0,,0,,0,0,0.0,,
25,2006,2006-11-12,9,24.129,NYG,,CHI,L 20-38,,2,9,4.50,2,0,0,0,,0,0.0%,,0,0,,0,,2,12,0.0,,
26,2006,2006-11-20,10,24.137,NYG,@,JAX,L 10-26,,3,0,0.00,0,2,2,29,14.50,0,100.0%,14.50,1,28,28.00,0,,0,0,0.0,,
27,2006,2006-11-26,11,24.143,NYG,@,TEN,L 21-24,,9,54,6.00,2,2,2,14,7.00,0,100.0%,7.00,0,0,,0,,2,12,0.0,,
28,2006,2006-12-03,12,24.150,NYG,,DAL,L 20-23,,5,29,5.80,0,2,2,52,26.00,0,100.0%,26.00,1,14,14.00,0,,0,0,0.0,,
29,2006,2006-12-10,13,24.157,NYG,@,CAR,W 27-13,,10,16,1.60,0,0,0,0,,0,0.0%,,1,16,16.00,0,,0,0,0.0,,
30,2006,2006-12-17,14,24.164,NYG,,PHI,L 22-36,,3,13,4.33,1,1,1,9,9.00,0,100.0%,9.00,0,0,,0,,1,6,0.0,,
31,2006,2006-12-30,16,24.177,NYG,@,WAS,W 34-28,,6,25,4.17,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,,
32,2007,2007-09-09,1,25.065,NYG,@,DAL,L 35-45,*,6,26,4.33,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,,
33,2007,2007-10-07,5,25.093,NYG,,NYJ,W 35-24,,20,100,5.00,1,1,0,0,,0,0.0%,0.00,0,0,,0,,1,6,0.0,,
34,2007,2007-10-15,6,25.101,NYG,@,ATL,W 31-10,*,13,86,6.62,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,,0,0,0.0,,
35,2007,2007-10-21,7,25.107,NYG,,SFO,W 33-15,*,18,107,5.94,1,5,3,16,5.33,0,60.0%,3.20,0,0,,0,,1,6,0.0,,
36,2007,2007-10-28,8,25.114,NYG,@,MIA,W 13-10,*,23,131,5.70,0,3,2,6,3.00,0,66.7%,2.00,0,0,,0,,0,0,0.0,,
37,2007,2007-11-11,9,25.128,NYG,,DAL,L 20-31,*,24,95,3.96,0,1,1,10,10.00,0,100.0%,10.00,0,0,,0,,0,0,0.0,,
38,2007,2007-11-18,10,25.135,NYG,@,DET,W 16-10,*,11,54,4.91,0,4,4,49,12.25,1,100.0%,12.25,0,0,,0,,1,6,0.0,,
39,2007,2007-12-09,13,25.156,NYG,@,PHI,W 16-13,*,22,70,3.18,0,4,3,11,3.67,0,75.0%,2.75,0,0,,0,,0,0,0.0,,
40,2007,2007-12-16,14,25.163,NYG,,WAS,L 10-22,,25,130,5.20,0,11,3,30,10.00,0,27.3%,2.73,0,0,,0,,0,0,0.0,,
41,2007,2007-12-23,15,25.170,NYG,@,BUF,W 38-21,*,25,143,5.72,2,2,1,6,6.00,0,50.0%,3.00,0,0,,0,,2,12,0.0,,
42,2007,2007-12-29,16,25.176,NYG,,NWE,L 35-38,*,15,67,4.47,0,6,5,44,8.80,1,83.3%,7.33,0,0,,0,,1,6,0.0,,
43,2008,2008-09-04,1,26.060,NYG,,WAS,W 16-7,*,21,116,5.52,0,4,1,8,8.00,0,25.0%,2.00,0,0,,0,,0,0,0.0,0,0
44,2008,2008-09-14,2,26.070,NYG,@,STL,W 41-13,*,15,93,6.20,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,,0,0,0.0,0,0
