ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
13,2012,2012-12-10,13,22.270,HOU,@,NWE,L 14-42,,3,1,-4,-4.00,0,33.3%,-1.33,0,0,,0,2,39,19.50,0,2,1,0.50,0,0,0,0.0,0,0
14,2012,2012-12-16,14,22.276,HOU,,IND,W 29-17,,0,0,0,,0,0.0%,,0,0,,0,1,18,18.00,0,2,12,6.00,0,0,0,0.0,0,0
15,2012,2012-12-23,15,22.283,HOU,,MIN,L 6-23,,0,0,0,,0,0.0%,,0,0,,0,4,84,21.00,0,2,16,8.00,0,0,0,0.0,0,0
16,2012,2012-12-30,16,22.290,HOU,@,IND,L 16-28,,0,0,0,,0,0.0%,,0,0,,0,3,93,31.00,0,1,23,23.00,0,0,0,0.0,0,0
17,2013,2013-09-09,1,23.178,HOU,@,SDG,W 31-28,,0,0,0,,0,0.0%,,0,0,,0,4,116,29.00,0,3,21,7.00,0,0,0,0.0,0,0
18,2013,2013-09-15,2,23.184,HOU,,TEN,W 30-24,,2,2,37,18.50,0,100.0%,18.50,0,0,,0,4,104,26.00,0,5,9,1.80,0,0,0,0.0,0,0
19,2013,2013-09-22,3,23.191,HOU,@,BAL,L 9-30,,3,2,35,17.50,0,66.7%,11.67,0,0,,0,2,55,27.50,0,2,18,9.00,0,0,0,0.0,0,0
20,2013,2013-09-29,4,23.198,HOU,,SEA,L 20-23,,6,1,6,6.00,0,16.7%,1.00,0,0,,0,2,52,26.00,0,1,1,1.00,0,0,0,0.0,0,0
21,2013,2013-10-06,5,23.205,HOU,@,SFO,L 3-34,,1,1,14,14.00,0,100.0%,14.00,0,0,,0,5,120,24.00,0,2,11,5.50,0,0,0,0.0,0,0
22,2013,2013-10-13,6,23.212,HOU,,STL,L 13-38,,2,2,12,6.00,0,100.0%,6.00,0,0,,0,3,79,26.33,0,0,0,,0,0,0,0.0,0,0
23,2013,2013-10-20,7,23.219,HOU,@,KAN,L 16-17,,0,0,0,,0,0.0%,,0,0,,0,1,22,22.00,0,1,6,6.00,0,0,0,0.0,0,0
24,2013,2013-11-03,8,23.233,HOU,,IND,L 24-27,,0,0,0,,0,0.0%,,0,0,,0,3,83,27.67,0,2,15,7.50,0,0,0,0.0,0,0
25,2013,2013-11-10,9,23.240,HOU,@,ARI,L 24-27,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,12,6.00,0,0,0,0.0,0,0
26,2013,2013-11-17,10,23.247,HOU,,OAK,L 23-28,,5,2,32,16.00,0,40.0%,6.40,0,0,,0,2,62,31.00,0,7,125,17.86,1,0,6,0.0,0,0
27,2013,2013-11-24,11,23.254,HOU,,JAX,L 6-13,,2,1,12,12.00,0,50.0%,6.00,0,0,,0,3,60,20.00,0,3,19,6.33,0,0,0,0.0,0,0
28,2013,2013-12-01,12,23.261,HOU,,NWE,L 31-34,*,1,1,27,27.00,0,100.0%,27.00,0,0,,0,2,71,35.50,0,1,6,6.00,0,0,0,0.0,0,0
29,2013,2013-12-05,13,23.265,HOU,@,JAX,L 20-27,,6,4,28,7.00,1,66.7%,4.67,0,0,,0,2,40,20.00,0,3,21,7.00,0,1,6,0.0,0,0
30,2013,2013-12-15,14,23.275,HOU,@,IND,L 3-25,,3,1,13,13.00,0,33.3%,4.33,0,0,,0,0,0,,0,2,11,5.50,0,0,0,0.0,0,0
31,2013,2013-12-22,15,23.282,HOU,,DEN,L 13-37,,6,4,35,8.75,1,66.7%,5.83,0,0,,0,0,0,,0,5,70,14.00,0,1,6,0.0,0,0
32,2013,2013-12-29,16,23.289,HOU,@,TEN,L 10-16,,3,1,2,2.00,0,33.3%,0.67,0,0,,0,3,83,27.67,0,0,0,,0,0,0,0.0,0,0
33,2014,2014-09-07,1,24.176,HOU,,WAS,W 17-6,,0,,,,,0.0%,,,,,,,,,,,,,,,,,,
34,2014,2014-09-14,2,24.183,HOU,@,OAK,W 30-14,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
35,2014,2014-09-21,3,24.190,HOU,@,NYG,L 17-30,,2,1,16,16.00,0,50.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0
36,2014,2014-09-28,4,24.197,HOU,,BUF,W 23-17,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,3,10,3.33,0,0,0,0.0,0,0
37,2014,2014-10-05,5,24.204,HOU,@,DAL,L 17-20,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,3,30,10.00,0,0,0,0.0,0,0
38,2014,2014-10-09,6,24.208,HOU,,IND,L 28-33,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
39,2014,2014-10-20,7,24.219,HOU,@,PIT,L 23-30,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,1,1,1.00,0,0,0,0.0,0,0
40,2014,2014-10-26,8,24.225,HOU,@,TEN,W 30-16,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,18,9.00,0,0,0,0.0,0,0
41,2014,2014-11-02,9,24.232,HOU,,PHI,L 21-31,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
42,2014,2014-11-16,10,24.246,HOU,@,CLE,W 23-7,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,2,5,2.50,0,0,0,0.0,0,0
43,2014,2014-11-23,11,24.253,HOU,,CIN,L 13-22,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,2,7,3.50,0,0,0,0.0,0,0
44,2014,2014-11-30,12,24.260,HOU,,TEN,W 45-21,,1,1,32,32.00,0,100.0%,32.00,0,0,,0,0,0,,0,2,20,10.00,0,0,0,0.0,0,0
45,2014,2014-12-07,13,24.267,HOU,@,JAX,W 27-13,,3,1,12,12.00,0,33.3%,4.00,0,0,,0,0,0,,0,1,21,21.00,0,0,0,0.0,0,0
46,2014,2014-12-14,14,24.274,HOU,@,IND,L 10-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,6,2.00,0,0,0,0.0,0,0
47,2014,2014-12-21,15,24.281,HOU,,BAL,W 25-13,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,4,24,6.00,0,0,0,0.0,0,0
48,2014,2014-12-28,16,24.288,HOU,,JAX,W 23-17,,0,0,0,,0,0.0%,,0,0,,0,1,19,19.00,0,2,12,6.00,0,0,0,0.0,0,0
49,2015,2015-09-27,3,25.196,NWE,,JAX,W 51-17,,3,3,33,11.00,1,100.0%,11.00,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,0,0
50,2015,2015-10-11,4,25.210,NWE,@,DAL,W 30-6,*,2,2,23,11.50,0,100.0%,11.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
51,2015,2015-10-18,5,25.217,NWE,@,IND,W 34-27,*,2,1,39,39.00,0,50.0%,19.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
52,2015,2015-11-29,11,25.259,NWE,@,DEN,L 24-30,*,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
53,2015,2015-12-06,12,25.266,NWE,,PHI,L 28-35,*,8,3,45,15.00,0,37.5%,5.63,0,0,,0,4,68,17.00,0,0,0,,0,0,0,0.0,0,0
54,2015,2015-12-13,13,25.273,NWE,@,HOU,W 27-6,*,4,3,23,7.67,1,75.0%,5.75,0,0,,0,3,67,22.33,0,4,46,11.50,0,1,6,0.0,0,0
55,2015,2015-12-20,14,25.280,NWE,,TEN,W 33-16,*,4,3,26,8.67,0,75.0%,6.50,0,0,,0,1,75,75.00,0,0,0,,0,0,0,0.0,0,0
56,2015,2015-12-27,15,25.287,NWE,@,NYJ,L 20-26,*,11,7,68,9.71,0,63.6%,6.18,1,6,6.00,0,2,47,23.50,0,2,19,9.50,0,0,0,0.0,0,0
57,2015,2016-01-03,16,25.294,NWE,@,MIA,L 10-20,*,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,2,27,13.50,0,0,0,0.0,0,0
58,2016,2016-10-16,6,26.215,SFO,@,BUF,L 16-45,,0,0,0,,0,0.0%,,0,0,,0,2,37,18.50,0,0,0,,0,0,0,0.0,0,0
