ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1987,1987-09-14,1,22.054,NYG,@,CHI,L 19-34
2,1987,1987-09-20,2,22.060,NYG,,DAL,L 14-16
3,1987,1987-10-25,6,22.095,NYG,,STL,W 30-7
4,1987,1987-11-02,7,22.103,NYG,@,DAL,L 24-33
5,1987,1987-11-08,8,22.109,NYG,,NWE,W 17-10
6,1987,1987-11-15,9,22.116,NYG,@,PHI,W 20-17
7,1987,1987-12-13,13,22.144,NYG,@,STL,L 24-27
8,1987,1987-12-27,15,22.158,NYG,,NYJ,W 20-7
9,1988,1988-09-05,1,23.045,NYG,,WAS,W 27-20
10,1988,1988-09-11,2,23.051,NYG,,SFO,L 17-20
11,1988,1988-09-18,3,23.058,NYG,@,DAL,W 12-10
12,1988,1988-09-25,4,23.065,NYG,,RAM,L 31-45
13,1988,1988-10-02,5,23.072,NYG,@,WAS,W 24-23
14,1988,1988-10-10,6,23.080,NYG,@,PHI,L 13-24
15,1988,1988-10-16,7,23.086,NYG,,DET,W 30-10
16,1988,1988-10-23,8,23.093,NYG,@,ATL,W 23-16
17,1988,1988-10-30,9,23.100,NYG,@,DET,W 13-10
18,1988,1988-11-06,10,23.107,NYG,,DAL,W 29-21
19,1988,1988-11-13,11,23.114,NYG,@,PHO,L 17-24
20,1988,1988-11-20,12,23.121,NYG,,PHI,L 17-23
21,1988,1988-11-27,13,23.128,NYG,@,NOR,W 13-12
22,1988,1988-12-04,14,23.135,NYG,,PHO,W 44-7
23,1988,1988-12-11,15,23.142,NYG,,KAN,W 28-12
24,1988,1988-12-18,16,23.149,NYG,@,NYJ,L 21-27
25,1989,1989-09-11,1,24.051,NYG,@,WAS,W 27-24
26,1989,1989-09-17,2,24.057,NYG,,DET,W 24-14
27,1989,1989-09-24,3,24.064,NYG,,PHO,W 35-7
28,1989,1989-10-01,4,24.071,NYG,@,DAL,W 30-13
29,1989,1989-10-08,5,24.078,NYG,@,PHI,L 19-21
30,1989,1989-10-15,6,24.085,NYG,,WAS,W 20-17
31,1989,1989-10-22,7,24.092,NYG,@,SDG,W 20-13
32,1989,1989-10-30,8,24.100,NYG,,MIN,W 24-14
33,1989,1989-11-05,9,24.106,NYG,@,PHO,W 20-13
34,1989,1989-11-12,10,24.113,NYG,@,RAM,L 10-31
35,1989,1989-11-19,11,24.120,NYG,,SEA,W 15-3
36,1989,1989-11-27,12,24.128,NYG,@,SFO,L 24-34
37,1989,1989-12-03,13,24.134,NYG,,PHI,L 17-24
38,1989,1989-12-10,14,24.141,NYG,@,DEN,W 14-7
39,1989,1989-12-16,15,24.147,NYG,,DAL,W 15-0
40,1989,1989-12-24,16,24.155,NYG,,RAI,W 34-17
41,1990,1990-09-09,1,25.049,NYG,,PHI,W 27-20
42,1990,1990-09-16,2,25.056,NYG,@,DAL,W 28-7
43,1990,1990-09-23,3,25.063,NYG,,MIA,W 20-3
44,1990,1990-09-30,4,25.070,NYG,,DAL,W 31-17
45,1990,1990-10-14,5,25.084,NYG,@,WAS,W 24-20
46,1990,1990-10-21,6,25.091,NYG,,PHO,W 20-19
47,1990,1990-10-28,7,25.098,NYG,,WAS,W 21-10
48,1990,1990-11-05,8,25.106,NYG,@,IND,W 24-7
49,1990,1990-11-11,9,25.112,NYG,@,RAM,W 31-7
50,1990,1990-11-18,10,25.119,NYG,,DET,W 20-0
51,1990,1990-11-25,11,25.126,NYG,@,PHI,L 13-31
52,1990,1990-12-03,12,25.134,NYG,@,SFO,L 3-7
53,1990,1990-12-09,13,25.140,NYG,,MIN,W 23-15
54,1990,1990-12-15,14,25.146,NYG,,BUF,L 13-17
55,1990,1990-12-23,15,25.154,NYG,@,PHO,W 24-21
56,1990,1990-12-30,16,25.161,NYG,@,NWE,W 13-10
57,1991,1991-09-02,1,26.042,NYG,,SFO,W 16-14
58,1991,1991-09-08,2,26.048,NYG,,RAM,L 13-19
59,1991,1991-09-15,3,26.055,NYG,@,CHI,L 17-20
60,1991,1991-09-22,4,26.062,NYG,,CLE,W 13-10
61,1991,1991-09-29,5,26.069,NYG,@,DAL,L 16-21
62,1991,1991-10-06,6,26.076,NYG,,PHO,W 20-9
63,1991,1991-10-14,7,26.084,NYG,@,PIT,W 23-20
64,1991,1991-10-27,8,26.097,NYG,,WAS,L 13-17
65,1991,1991-11-04,9,26.105,NYG,@,PHI,L 7-30
66,1991,1991-11-10,10,26.111,NYG,@,PHO,W 21-14
67,1991,1991-11-17,11,26.118,NYG,,DAL,W 22-9
68,1991,1991-11-24,12,26.125,NYG,@,TAM,W 21-14
69,1991,1991-12-08,14,26.139,NYG,,PHI,L 14-19
70,1991,1991-12-15,15,26.146,NYG,@,WAS,L 17-34
71,1991,1991-12-21,16,26.152,NYG,,HOU,W 24-20
72,1992,1992-09-06,1,27.046,NYG,,SFO,L 14-31
73,1992,1992-09-13,2,27.053,NYG,,DAL,L 28-34
74,1992,1992-09-21,3,27.061,NYG,@,CHI,W 27-14
75,1992,1992-10-04,4,27.074,NYG,@,RAI,L 10-13
76,1992,1992-10-11,5,27.081,NYG,,PHO,W 31-21
77,1992,1992-10-18,6,27.088,NYG,@,RAM,L 17-38
78,1992,1992-10-25,7,27.095,NYG,,SEA,W 23-10
79,1992,1992-11-01,8,27.102,NYG,@,WAS,W 24-7
80,1992,1992-11-08,9,27.109,NYG,,GNB,W 27-7
81,1992,1992-11-15,10,27.116,NYG,@,DEN,L 13-27
82,1992,1992-11-22,11,27.123,NYG,,PHI,L 34-47
83,1992,1992-11-26,12,27.127,NYG,@,DAL,L 3-30
84,1992,1992-12-06,13,27.137,NYG,,WAS,L 10-28
85,1992,1992-12-12,14,27.143,NYG,@,PHO,L 0-19
86,1992,1992-12-19,15,27.150,NYG,,KAN,W 35-21
87,1992,1992-12-27,16,27.158,NYG,@,PHI,L 10-20
88,1993,1993-09-05,1,28.045,NYG,@,CHI,W 26-20
89,1993,1993-09-12,2,28.052,NYG,,TAM,W 23-7
90,1993,1993-09-19,3,28.059,NYG,,RAM,W 20-10
