ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,def_int,def_int_yds,def_int_td
1,2005,2005-09-11,1,22.321,STL,@,SFO,L 25-28,,,,
2,2005,2005-09-18,2,22.328,STL,@,ARI,W 17-12,,,,
3,2005,2005-09-25,3,22.335,STL,,TEN,W 31-27,,,,
4,2005,2005-10-02,4,22.342,STL,@,NYG,L 24-44,,,,
5,2005,2005-10-09,5,22.349,STL,,SEA,L 31-37,,,,
6,2005,2005-10-23,7,22.363,STL,,NOR,W 28-17,,,,
7,2005,2005-10-30,8,23.005,STL,,JAX,W 24-21,,,,
8,2005,2005-11-13,9,23.019,STL,@,SEA,L 16-31,,,,
9,2005,2005-11-20,10,23.026,STL,,ARI,L 28-38,,,,
10,2005,2005-11-27,11,23.033,STL,@,HOU,W 33-27,*,,,
11,2005,2005-12-04,12,23.040,STL,,WAS,L 9-24,*,,,
12,2005,2005-12-11,13,23.047,STL,@,MIN,L 13-27,,,,
13,2005,2005-12-18,14,23.054,STL,,PHI,L 16-17,,,,
14,2005,2005-12-24,15,23.060,STL,,SFO,L 20-24,,,,
15,2006,2006-09-10,1,23.320,STL,,DEN,W 18-10,,,,
16,2006,2006-09-17,2,23.327,STL,@,SFO,L 13-20,,,,
17,2006,2006-09-24,3,23.334,STL,@,ARI,W 16-14,,,,
18,2006,2006-10-01,4,23.341,STL,,DET,W 41-34,,1,3,0
19,2006,2006-10-08,5,23.348,STL,@,GNB,W 23-20,,,,
20,2006,2006-10-15,6,23.355,STL,,SEA,L 28-30,,,,
21,2006,2006-10-29,7,24.004,STL,@,SDG,L 24-38,,,,
22,2006,2006-11-05,8,24.011,STL,,KAN,L 17-31,,,,
23,2006,2006-11-12,9,24.018,STL,@,SEA,L 22-24,,,,
24,2006,2006-11-19,10,24.025,STL,@,CAR,L 0-15,,1,36,0
25,2006,2006-11-26,11,24.032,STL,,SFO,W 20-17,,,,
26,2006,2006-12-03,12,24.039,STL,,ARI,L 20-34,,,,
27,2006,2006-12-24,15,24.060,STL,,WAS,W 37-31,,,,
28,2006,2006-12-31,16,24.067,STL,@,MIN,W 41-21,,,,
29,2007,2007-09-09,1,24.319,STL,,CAR,L 13-27,,,,
30,2007,2007-09-16,2,24.326,STL,,SFO,L 16-17,,,,
31,2007,2007-09-23,3,24.333,STL,@,TAM,L 3-24,,,,
32,2007,2007-09-30,4,24.340,STL,@,DAL,L 7-35,,,,
33,2007,2007-10-07,5,24.347,STL,,ARI,L 31-34,*,,,
