ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1970,1970-11-01,7,24.343,NYJ,,NYG,L 10-22
2,1970,1970-11-08,8,24.350,NYJ,@,PIT,L 17-21
3,1970,1970-11-15,9,24.357,NYJ,@,RAM,W 31-20
4,1970,1970-11-22,10,24.364,NYJ,,BOS,W 17-3
5,1970,1970-11-29,11,25.006,NYJ,,MIN,W 20-10
6,1970,1970-12-06,12,25.013,NYJ,,OAK,L 13-14
7,1970,1970-12-13,13,25.020,NYJ,@,MIA,L 10-16
8,1970,1970-12-19,14,25.026,NYJ,@,BAL,L 20-35
