ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
20,2004,2004-12-19,14,25.190,CLE,,SDG,L 0-21,,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,0,,0,,,,1,14,14.00,0,0,0
21,2004,2004-12-26,15,25.197,CLE,@,MIA,L 7-10,,,,,,,0.0%,,,,,,,,,,,,,0,,,,,,,,,
22,2004,2005-01-02,16,25.204,CLE,@,HOU,W 22-14,,0,0,0,,0,0.0%,,1,4,4.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
23,2005,2005-09-11,1,26.091,CLE,,CIN,L 13-27,,9,8,128,16.00,1,88.9%,14.22,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
24,2005,2005-09-18,2,26.098,CLE,@,GNB,W 26-24,,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
25,2005,2005-09-25,3,26.105,CLE,@,IND,L 6-13,,3,2,29,14.50,0,66.7%,9.67,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
26,2005,2005-10-09,4,26.119,CLE,,CHI,W 20-10,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,2,,,0,0,,0,0,0
27,2005,2005-10-16,5,26.126,CLE,@,BAL,L 3-16,,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
28,2005,2005-11-20,10,26.161,CLE,,MIA,W 22-0,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
29,2005,2005-11-27,11,26.168,CLE,@,MIN,L 12-24,,5,5,38,7.60,0,100.0%,7.60,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
30,2005,2005-12-04,12,26.175,CLE,,JAX,L 14-20,,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
31,2005,2005-12-11,13,26.182,CLE,@,CIN,L 20-23,,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
32,2005,2005-12-18,14,26.189,CLE,@,OAK,W 9-7,,3,2,21,10.50,0,66.7%,7.00,0,0,,0,0,0,,0,0,0,,0,,,,1,15,15.00,0,0,0
33,2005,2005-12-24,15,26.195,CLE,,PIT,L 0-41,,5,3,41,13.67,0,60.0%,8.20,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
34,2005,2006-01-01,16,26.203,CLE,,BAL,W 20-16,,3,1,4,4.00,0,33.3%,1.33,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
