ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists
1,2014,2014-11-30,12,25.134,NWE,@,GNB,L 21-26,,,,
2,2014,2014-12-07,13,25.141,NWE,@,SDG,W 23-14,,,,
3,2014,2014-12-14,14,25.148,NWE,,MIA,W 41-13,,,,
4,2014,2014-12-21,15,25.155,NWE,@,NYJ,W 17-16,,,,
5,2014,2014-12-28,16,25.162,NWE,,BUF,L 9-17,,0.0,1,5
6,2015,2015-11-29,11,26.133,NWE,@,DEN,L 24-30,,0.0,0,0
7,2015,2015-12-06,12,26.140,NWE,,PHI,L 28-35,,0.0,0,0
8,2015,2015-12-13,13,26.147,NWE,@,HOU,W 27-6,,0.0,0,0
9,2015,2015-12-20,14,26.154,NWE,,TEN,W 33-16,,0.0,0,0
10,2015,2015-12-27,15,26.161,NWE,@,NYJ,L 20-26,,0.0,0,0
11,2015,2016-01-03,16,26.168,NWE,@,MIA,L 10-20,,0.0,0,1
