ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
1,1967,1967-09-17,1,23.091,MIA,,DEN,W 35-21,1,5,5.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
2,1967,1967-09-24,2,23.098,MIA,,KAN,L 0-24,5,67,13.40,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
3,1967,1967-10-08,4,23.112,MIA,@,KAN,L 0-41,6,102,17.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
4,1967,1967-10-15,5,23.119,MIA,@,BOS,L 10-41,4,47,11.75,0,1,2,2.00,0,0,0,,0,0,0,,0,0,,,0,0
5,1967,1967-10-22,6,23.126,MIA,,NYJ,L 14-33,5,54,10.80,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
6,1967,1967-11-05,7,23.140,MIA,@,BUF,L 13-35,4,40,10.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
7,1967,1967-11-12,8,23.147,MIA,@,SDG,L 0-24,5,71,14.20,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
8,1967,1967-11-19,9,23.154,MIA,@,OAK,L 17-31,8,114,14.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
9,1967,1967-11-26,10,23.161,MIA,,BUF,W 17-14,2,34,17.00,0,1,-1,-1.00,0,0,0,,0,0,0,,0,0,,,0,0
10,1967,1967-12-03,11,23.168,MIA,@,HOU,L 14-17,7,126,18.00,1,0,0,,0,1,1,100.00,17,0,0,118.7,0,0,17.00,17.00,1,6
11,1967,1967-12-10,12,23.175,MIA,,SDG,W 41-24,8,96,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
12,1967,1967-12-17,13,23.182,MIA,,BOS,W 41-32,5,43,8.60,1,1,-5,-5.00,0,0,0,,0,0,0,,0,0,,,1,6
13,1967,1967-12-23,14,23.188,MIA,,HOU,L 10-41,7,69,9.86,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
14,1969,1969-09-14,1,25.088,MIA,@,CIN,L 21-27,4,72,18.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
15,1969,1969-09-20,2,25.094,MIA,@,OAK,L 17-20,1,25,25.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
16,1969,1969-09-28,3,25.102,MIA,@,HOU,L 10-22,2,16,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
17,1969,1969-10-04,4,25.108,MIA,,OAK,T 20-20,1,3,3.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
18,1969,1969-10-11,5,25.115,MIA,,SDG,L 14-21,5,46,9.20,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
19,1969,1969-10-19,6,25.123,MIA,@,KAN,L 10-17,1,16,16.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
20,1969,1969-10-26,7,25.130,MIA,,BUF,W 24-6,1,32,32.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
21,1969,1969-11-02,8,25.137,MIA,@,NYJ,L 31-34,6,79,13.17,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
22,1970,1970-09-20,1,26.094,GNB,,DET,L 0-40,,,,,,,,,,,,,,,,,,,,,
23,1970,1970-09-27,2,26.101,GNB,,ATL,W 27-24,2,31,15.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
24,1970,1970-10-04,3,26.108,GNB,,MIN,W 13-10,,,,,,,,,,,,,,,,,,,,,
25,1970,1970-10-12,4,26.116,GNB,@,SDG,W 22-20,1,4,4.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
26,1970,1970-10-18,5,26.122,GNB,,RAM,L 21-31,2,21,10.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
27,1970,1970-10-25,6,26.129,GNB,,PHI,W 30-17,2,38,19.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
28,1970,1970-11-01,7,26.136,GNB,@,SFO,L 10-26,3,63,21.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
29,1970,1970-11-09,8,26.144,GNB,,BAL,L 10-13,2,25,12.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
30,1970,1970-11-15,9,26.150,GNB,,CHI,W 20-19,2,38,19.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
31,1970,1970-11-22,10,26.157,GNB,@,MIN,L 3-10,1,12,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
32,1970,1970-11-26,11,26.161,GNB,@,DAL,L 3-16,1,12,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
33,1970,1970-12-06,12,26.171,GNB,@,PIT,W 20-12,,,,,,,,,,,,,,,,,,,,,
34,1970,1970-12-13,13,26.178,GNB,@,CHI,L 17-35,,,,,,,,,,,,,,,,,,,,,
35,1970,1970-12-20,14,26.185,GNB,@,DET,L 0-20,,,,,,,,,,,,,,,,,,,,,
