ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1965,1965-09-19,1,22.185,MIN,@,BAL,L 16-35,2,12,6.00,0,0,0,,0,0,0,,0,0,0
2,1965,1965-09-26,2,22.192,MIN,,DET,L 29-31,1,3,3.00,1,0,0,,0,0,0,,0,1,6
3,1965,1965-10-03,3,22.199,MIN,@,RAM,W 38-35,1,5,5.00,0,0,0,,0,1,92,92.00,0,0,0
4,1965,1965-10-09,4,22.205,MIN,,NYG,W 40-14,0,0,,0,0,0,,0,2,53,26.50,0,0,0
5,1965,1965-10-17,5,22.213,MIN,,CHI,L 37-45,2,16,8.00,0,0,0,,0,5,128,25.60,0,0,0
6,1965,1965-10-24,6,22.220,MIN,@,SFO,W 42-41,3,16,5.33,0,0,0,,0,2,43,21.50,0,0,0
7,1965,1965-11-07,8,22.234,MIN,,RAM,W 24-13,9,48,5.33,1,0,0,,0,1,15,15.00,0,1,6
8,1965,1965-11-14,9,22.241,MIN,,BAL,L 21-41,0,0,,0,0,0,,0,4,46,11.50,0,0,0
9,1965,1965-11-21,10,22.248,MIN,,GNB,L 13-38,1,-1,-1.00,0,1,4,4.00,0,2,39,19.50,0,0,0
10,1965,1965-11-28,11,22.255,MIN,,SFO,L 24-45,0,0,,0,0,0,,0,1,6,6.00,0,0,0
11,1965,1965-12-05,12,22.262,MIN,@,GNB,L 19-24,1,7,7.00,0,0,0,,0,0,0,,0,0,0
12,1966,1966-09-18,2,23.184,MIN,,BAL,L 23-38,1,3,3.00,0,0,0,,0,0,0,,0,0,0
13,1966,1966-09-25,3,23.191,MIN,@,DAL,L 17-28,3,2,0.67,0,1,-6,-6.00,0,0,0,,0,0,0
14,1966,1966-10-02,4,23.198,MIN,,CHI,L 10-13,6,15,2.50,0,1,6,6.00,0,0,0,,0,0,0
15,1966,1966-10-16,5,23.212,MIN,,RAM,W 35-7,3,13,4.33,0,2,9,4.50,0,1,19,19.00,0,0,0
16,1966,1966-10-30,7,23.226,MIN,,SFO,W 28-3,2,3,1.50,0,2,23,11.50,0,0,0,,0,0,0
17,1966,1966-11-06,8,23.233,MIN,@,GNB,W 20-17,9,28,3.11,0,0,0,,0,0,0,,0,0,0
18,1966,1966-11-13,9,23.240,MIN,,DET,L 31-32,16,39,2.44,1,2,5,2.50,0,0,0,,0,1,6
19,1966,1966-11-20,10,23.247,MIN,@,RAM,L 6-21,10,41,4.10,0,2,-13,-6.50,0,0,0,,0,0,0
20,1966,1966-11-27,11,23.254,MIN,,GNB,L 16-28,2,20,10.00,0,1,38,38.00,1,0,0,,0,1,6
21,1966,1966-12-11,13,23.268,MIN,@,DET,W 28-16,16,62,3.88,0,1,27,27.00,0,0,0,,0,0,0
22,1966,1966-12-18,14,23.275,MIN,@,CHI,L 28-41,19,118,6.21,0,3,52,17.33,1,0,0,,0,1,6
23,1967,1967-09-17,1,24.183,MIN,,SFO,L 21-27,9,97,10.78,0,4,20,5.00,0,0,0,,0,0,0
24,1967,1967-09-22,2,24.188,MIN,@,RAM,L 3-39,9,11,1.22,0,4,47,11.75,0,0,0,,0,0,0
25,1967,1967-10-01,3,24.197,MIN,,CHI,L 7-17,12,34,2.83,0,1,2,2.00,0,0,0,,0,0,0
26,1967,1967-10-08,4,24.204,MIN,,STL,L 24-34,10,30,3.00,0,2,25,12.50,0,0,0,,0,0,0
27,1967,1967-10-15,5,24.211,MIN,@,GNB,W 10-7,19,79,4.16,0,1,11,11.00,0,0,0,,0,0,0
28,1967,1967-10-22,6,24.218,MIN,,BAL,T 20-20,11,38,3.45,0,3,51,17.00,0,0,0,,0,0,0
