ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,2001,2001-09-09,1,25.216,BUF,,NOR,L 6-24,,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,4,177,44.25,0
2,2001,2001-09-23,2,25.230,BUF,@,IND,L 26-42,,0,0,,0,0,0,,0,0,0,,0,,,,4,189,47.25,0
3,2001,2001-09-30,3,25.237,BUF,,PIT,L 3-20,,0,0,,0,0,0,,0,0,0,,0,,,,6,304,50.67,0
4,2001,2001-10-07,4,25.244,BUF,,NYJ,L 36-42,,0,0,,0,0,0,,0,0,0,,0,,,,3,147,49.00,0
5,2001,2001-10-18,5,25.255,BUF,@,JAX,W 13-10,,0,0,,0,0,0,,0,0,0,,0,,,,4,148,37.00,0
6,2001,2001-10-28,6,25.265,BUF,@,SDG,L 24-27,,0,0,,0,0,0,,0,0,0,,0,,,,4,164,41.00,0
7,2001,2001-11-04,7,25.272,BUF,,IND,L 14-30,,0,0,,0,0,0,,0,0,0,,0,,,,6,262,43.67,0
8,2001,2001-11-11,8,25.279,BUF,@,NWE,L 11-21,,0,0,,0,0,0,,0,0,0,,0,,,,5,136,27.20,0
9,2001,2001-11-18,9,25.286,BUF,,SEA,L 20-23,,0,0,,0,0,0,,0,0,0,,0,,,,3,117,39.00,0
10,2001,2001-11-25,10,25.293,BUF,,MIA,L 27-34,,0,0,,0,0,0,,0,0,0,,0,,,,6,232,38.67,0
11,2001,2001-12-02,11,25.300,BUF,@,SFO,L 0-35,,0,0,,0,0,0,,0,0,0,,0,,,,4,189,47.25,0
12,2001,2001-12-09,12,25.307,BUF,,CAR,W 25-24,,0,0,,0,0,0,,0,0,0,,0,,,,6,233,38.83,0
13,2001,2001-12-16,13,25.314,BUF,,NWE,L 9-12,,0,0,,0,0,0,,0,0,0,,0,,,,8,328,41.00,0
14,2001,2001-12-23,14,25.321,BUF,@,ATL,L 30-33,,0,0,,0,0,0,,0,0,0,,0,,,,5,210,42.00,0
15,2001,2001-12-30,15,25.328,BUF,@,NYJ,W 14-9,,1,0,0.00,0,0,0,,0,0,0,,0,,,,6,179,29.83,0
16,2001,2002-01-06,16,25.335,BUF,@,MIA,L 7-34,,0,0,,0,0,0,,0,0,0,,0,,,,6,247,41.17,0
17,2002,2002-09-08,1,26.215,BUF,,NYJ,L 31-37,,0,0,,0,0,0,,0,0,0,,,,,,1,64,64.00,1
18,2002,2002-09-15,2,26.222,BUF,@,MIN,W 45-39,,0,0,,0,0,0,,0,0,0,,,,,,5,203,40.60,0
19,2002,2002-09-22,3,26.229,BUF,@,DEN,L 23-28,,0,0,,0,0,0,,0,0,0,,,,,,7,340,48.57,0
20,2002,2002-09-29,4,26.236,BUF,,CHI,W 33-27,,0,0,,0,0,0,,0,0,0,,,,,,3,153,51.00,0
21,2002,2002-10-06,5,26.243,BUF,,OAK,L 31-49,,0,0,,0,0,0,,0,0,0,,,,,,5,243,48.60,0
22,2002,2002-10-13,6,26.250,BUF,@,HOU,W 31-24,,0,0,,0,0,0,,0,0,0,,,,,,4,180,45.00,0
23,2002,2002-10-20,7,26.257,BUF,@,MIA,W 23-10,,1,-6,-6.00,0,0,0,,0,0,0,,,,,,6,305,50.83,0
24,2002,2002-10-27,8,26.264,BUF,,DET,W 24-17,,0,0,,0,0,0,,0,0,0,,,,,,6,220,36.67,0
25,2002,2002-11-03,9,26.271,BUF,,NWE,L 7-38,,0,0,,0,0,0,,0,0,0,,,,,,3,93,31.00,0
26,2002,2002-11-17,10,26.285,BUF,@,KAN,L 16-17,,0,0,,0,0,0,,0,0,0,,,,,,3,126,42.00,0
27,2002,2002-11-24,11,26.292,BUF,@,NYJ,L 13-31,,0,0,,0,0,0,,0,0,0,,,,,,1,44,44.00,0
28,2002,2002-12-01,12,26.299,BUF,,MIA,W 38-21,,0,0,,0,0,0,,0,0,0,,,,,,3,90,30.00,0
29,2002,2002-12-08,13,26.306,BUF,@,NWE,L 17-27,,0,0,,0,0,0,,0,0,0,,,,,,3,130,43.33,0
30,2002,2002-12-15,14,26.313,BUF,,SDG,W 20-13,,0,0,,0,0,0,,0,0,0,,,,,,8,293,36.63,0
31,2002,2002-12-22,15,26.320,BUF,@,GNB,L 0-10,,0,0,,0,0,0,,0,0,0,,,,,,6,283,47.17,0
32,2002,2002-12-29,16,26.327,BUF,,CIN,W 27-9,,0,0,,0,0,0,,0,0,0,,,,,,2,77,38.50,0
33,2003,2003-09-07,1,27.214,BUF,,NWE,W 31-0,,0,0,,0,0,0,,0,0,0,,,,,,4,226,56.50,0
34,2003,2003-09-14,2,27.221,BUF,@,JAX,W 38-17,,0,0,,0,0,0,,0,0,0,,,,,,2,97,48.50,0
35,2003,2003-09-21,3,27.228,BUF,@,MIA,L 7-17,,0,0,,0,0,0,,0,0,0,,,,,,7,350,50.00,0
36,2003,2003-09-28,4,27.235,BUF,,PHI,L 13-23,,0,0,,0,0,0,,0,0,0,,,,,,4,164,41.00,0
37,2003,2003-10-05,5,27.242,BUF,,CIN,W 22-16,,0,0,,0,0,0,,0,0,0,,,,,,7,302,43.14,0
38,2003,2003-10-12,6,27.249,BUF,@,NYJ,L 3-30,,0,0,,0,0,0,,0,0,0,,,,,,4,190,47.50,0
39,2003,2003-10-19,7,27.256,BUF,,WAS,W 24-7,,0,0,,0,0,0,,0,0,0,,,,,,6,291,48.50,0
40,2003,2003-10-26,8,27.263,BUF,@,KAN,L 5-38,,0,0,,0,0,0,,0,0,0,,,,,,3,126,42.00,0
41,2003,2003-11-09,9,27.277,BUF,@,DAL,L 6-10,,0,0,,0,0,0,,0,0,0,,,,,,9,364,40.44,0
42,2003,2003-11-16,10,27.284,BUF,,HOU,L 10-12,,0,0,,0,0,0,,0,0,0,,,,,,6,234,39.00,0
43,2003,2003-11-23,11,27.291,BUF,,IND,L 14-17,,1,21,21.00,0,0,0,,0,0,0,,,,,,6,294,49.00,0
44,2003,2003-11-30,12,27.298,BUF,@,NYG,W 24-7,,0,0,,0,0,0,,0,0,0,,,,,,6,251,41.83,0
45,2003,2003-12-07,13,27.305,BUF,,NYJ,W 17-6,,0,0,,0,0,0,,0,0,0,,,,,,4,161,40.25,0
46,2003,2003-12-14,14,27.312,BUF,@,TEN,L 26-28,,0,0,,0,0,0,,0,0,0,,,,,,7,307,43.86,0
47,2003,2003-12-21,15,27.319,BUF,,MIA,L 3-20,,0,0,,0,0,0,,0,0,0,,,,,,6,263,43.83,0
48,2003,2003-12-27,16,27.325,BUF,@,NWE,L 0-31,,0,0,,0,0,0,,0,0,0,,,,,,4,168,42.00,0
49,2004,2004-09-12,1,28.220,BUF,,JAX,L 10-13,,0,0,,0,0,0,,0,0,0,,0,,,,5,223,44.60,0
50,2004,2004-09-19,2,28.227,BUF,@,OAK,L 10-13,,0,0,,0,1,1,100.00,24,0,0,118.7,0,0,24.00,24.00,5,199,39.80,0
51,2004,2004-10-03,3,28.241,BUF,,NWE,L 17-31,,1,34,34.00,0,0,0,,0,0,0,,0,,,,5,256,51.20,0
52,2004,2004-10-10,4,28.248,BUF,@,NYJ,L 14-16,,0,0,,0,0,0,,0,0,0,,0,,,,7,256,36.57,0
53,2004,2004-10-17,5,28.255,BUF,,MIA,W 20-13,,0,0,,0,0,0,,0,0,0,,0,,,,3,159,53.00,0
54,2004,2004-10-24,6,28.262,BUF,@,BAL,L 6-20,,0,0,,0,0,0,,0,0,0,,0,,,,4,154,38.50,0
55,2004,2004-10-31,7,28.269,BUF,,ARI,W 38-14,,0,0,,0,0,0,,0,0,0,,0,,,,7,309,44.14,0
56,2004,2004-11-07,8,28.276,BUF,,NYJ,W 22-17,,0,0,,0,0,0,,0,0,0,,0,,,,7,292,41.71,0
57,2004,2004-11-14,9,28.283,BUF,@,NWE,L 6-29,,0,0,,0,0,0,,0,0,0,,0,,,,5,240,48.00,0
58,2004,2004-11-21,10,28.290,BUF,,STL,W 37-17,,0,0,,0,0,0,,0,0,0,,0,,,,4,165,41.25,0
59,2004,2004-11-28,11,28.297,BUF,@,SEA,W 38-9,,0,0,,0,0,0,,0,0,0,,0,,,,1,36,36.00,0
60,2004,2004-12-05,12,28.304,BUF,@,MIA,W 42-32,,0,0,,0,0,0,,0,0,0,,0,,,,9,393,43.67,0
61,2004,2004-12-12,13,28.311,BUF,,CLE,W 37-7,,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,3,114,38.00,0
62,2004,2004-12-19,14,28.318,BUF,@,CIN,W 33-17,,1,-11,-11.00,0,0,0,,0,0,0,,0,,,,5,225,45.00,0
63,2004,2004-12-26,15,28.325,BUF,@,SFO,W 41-7,,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,36,36.00,0
64,2004,2005-01-02,16,28.332,BUF,,PIT,L 24-29,,0,0,,0,0,0,,0,0,0,,0,,,,6,268,44.67,0
65,2005,2005-09-11,1,29.218,BUF,,HOU,W 22-7,,0,0,,0,0,0,,0,0,0,,,,,,5,203,40.60,0
66,2005,2005-09-18,2,29.225,BUF,@,TAM,L 3-19,,0,0,,0,0,0,,0,0,0,,,,,,7,305,43.57,0
67,2005,2005-09-25,3,29.232,BUF,,ATL,L 16-24,,0,0,,0,0,0,,0,0,0,,,,,,3,141,47.00,0
68,2005,2005-10-02,4,29.239,BUF,@,NOR,L 7-19,,0,0,,0,0,0,,0,0,0,,,,,,5,267,53.40,0
69,2005,2005-10-09,5,29.246,BUF,,MIA,W 20-14,,0,0,,0,0,0,,0,0,0,,,,,,6,301,50.17,0
70,2005,2005-10-16,6,29.253,BUF,,NYJ,W 27-17,,0,0,,0,0,0,,0,0,0,,,,,,4,171,42.75,0
71,2005,2005-10-23,7,29.260,BUF,@,OAK,L 17-38,,0,0,,0,0,0,,0,0,0,,,,,,4,180,45.00,0
72,2005,2005-10-30,8,29.267,BUF,@,NWE,L 16-21,,0,0,,0,0,0,,0,0,0,,,,,,2,77,38.50,0
73,2005,2005-11-13,9,29.281,BUF,,KAN,W 14-3,,0,0,,0,0,0,,0,0,0,,,,,,5,241,48.20,0
74,2005,2005-11-20,10,29.288,BUF,@,SDG,L 10-48,,0,0,,0,0,0,,0,0,0,,,,,,4,194,48.50,0
75,2005,2005-11-27,11,29.295,BUF,,CAR,L 9-13,,0,0,,0,0,0,,0,0,0,,,,,,4,193,48.25,0
76,2005,2005-12-04,12,29.302,BUF,@,MIA,L 23-24,,0,0,,0,0,0,,0,0,0,,,,,,8,353,44.13,0
77,2005,2005-12-11,13,29.309,BUF,,NWE,L 7-35,,0,0,,0,0,0,,0,0,0,,,,,,6,262,43.67,0
78,2005,2005-12-17,14,29.315,BUF,,DEN,L 17-28,,0,0,,0,0,0,,0,0,0,,,,,,6,254,42.33,0
79,2005,2005-12-24,15,29.322,BUF,@,CIN,W 37-27,,0,0,,0,0,0,,0,0,0,,,,,,1,52,52.00,0
80,2005,2006-01-01,16,29.330,BUF,@,NYJ,L 26-30,,0,0,,0,0,0,,0,0,0,,,,,,1,48,48.00,0
81,2006,2006-09-10,1,30.217,BUF,@,NWE,L 17-19,,0,0,,0,0,0,,0,0,0,,0,,,,5,201,40.20,0
82,2006,2006-09-17,2,30.224,BUF,@,MIA,W 16-6,,0,0,,0,0,0,,0,0,0,,0,,,,6,248,41.33,0
83,2006,2006-09-24,3,30.231,BUF,,NYJ,L 20-28,,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,2,99,49.50,0
84,2006,2006-10-01,4,30.238,BUF,,MIN,W 17-12,,0,0,,0,0,0,,0,0,0,,0,,,,7,264,37.71,0
85,2006,2006-10-08,5,30.245,BUF,@,CHI,L 7-40,,1,0,0.00,0,0,0,,0,0,0,,0,,,,6,347,57.83,0
86,2006,2006-10-15,6,30.252,BUF,@,DET,L 17-20,,0,0,,0,0,0,,0,0,0,,0,,,,7,289,41.29,0
87,2006,2006-10-22,7,30.259,BUF,,NWE,L 6-28,,0,0,,0,0,0,,0,0,0,,0,,,,5,221,44.20,0
88,2006,2006-11-05,8,30.273,BUF,,GNB,W 24-10,,0,0,,0,0,0,,0,0,0,,0,,,,8,379,47.38,0
89,2006,2006-11-12,9,30.280,BUF,@,IND,L 16-17,,1,2,2.00,0,0,0,,0,0,0,,0,,,,4,197,49.25,0
90,2006,2006-11-19,10,30.287,BUF,@,HOU,W 24-21,,0,0,,0,0,0,,0,0,0,,0,,,,7,328,46.86,0
91,2006,2006-11-26,11,30.294,BUF,,JAX,W 27-24,,0,0,,0,0,0,,0,0,0,,0,,,,6,265,44.17,0
92,2006,2006-12-03,12,30.301,BUF,,SDG,L 21-24,,0,0,,0,0,0,,0,0,0,,0,,,,7,279,39.86,0
93,2006,2006-12-10,13,30.308,BUF,@,NYJ,W 31-13,,0,0,,0,0,0,,0,0,0,,0,,,,6,243,40.50,0
94,2006,2006-12-17,14,30.315,BUF,,MIA,W 21-0,,0,0,,0,0,0,,0,0,0,,0,,,,7,271,38.71,0
95,2006,2006-12-24,15,30.322,BUF,,TEN,L 29-30,,0,0,,0,0,0,,0,0,0,,0,,,,2,80,40.00,0
96,2006,2006-12-31,16,30.329,BUF,@,BAL,L 7-19,,0,0,,0,0,0,,0,0,0,,0,,,,7,301,43.00,0
97,2007,2007-09-09,1,31.216,BUF,,DEN,L 14-15,,0,0,,0,0,0,,0,0,0,,,,,,6,262,43.67,0
98,2007,2007-09-16,2,31.223,BUF,@,PIT,L 3-26,,0,0,,0,0,0,,0,0,0,,,,,,4,175,43.75,0
99,2007,2007-09-23,3,31.230,BUF,@,NWE,L 7-38,,0,0,,0,0,0,,0,0,0,,,,,,7,343,49.00,0
100,2007,2007-09-30,4,31.237,BUF,,NYJ,W 17-14,,0,0,,0,0,0,,0,0,0,,,,,,3,116,38.67,0
101,2007,2007-10-08,5,31.245,BUF,,DAL,L 24-25,,1,10,10.00,0,0,0,,0,0,0,,,,,,5,237,47.40,0
102,2007,2007-10-21,6,31.258,BUF,,BAL,W 19-14,,0,0,,0,0,0,,0,0,0,,,,,,5,229,45.80,0
103,2007,2007-10-28,7,31.265,BUF,@,NYJ,W 13-3,,0,0,,0,0,0,,0,0,0,,,,,,6,206,34.33,0
104,2007,2007-11-04,8,31.272,BUF,,CIN,W 33-21,,0,0,,0,0,0,,0,0,0,,,,,,2,66,33.00,0
105,2007,2007-11-11,9,31.279,BUF,@,MIA,W 13-10,,0,0,,0,0,0,,0,0,0,,,,,,6,278,46.33,0
106,2007,2007-11-18,10,31.286,BUF,,NWE,L 10-56,,0,0,,0,0,0,,0,0,0,,,,,,4,146,36.50,0
107,2007,2007-11-25,11,31.293,BUF,@,JAX,L 14-36,,0,0,,0,0,0,,0,0,0,,,,,,4,151,37.75,0
108,2007,2007-12-02,12,31.300,BUF,@,WAS,W 17-16,,0,0,,0,0,0,,0,0,0,,,,,,4,140,35.00,0
109,2007,2007-12-09,13,31.307,BUF,,MIA,W 38-17,,0,0,,0,0,0,,0,0,0,,,,,,6,223,37.17,0
110,2007,2007-12-16,14,31.314,BUF,@,CLE,L 0-8,,2,4,2.00,0,0,0,,0,0,0,,,,,,7,251,35.86,0
111,2007,2007-12-23,15,31.321,BUF,,NYG,L 21-38,,1,0,0.00,0,0,0,,0,0,0,,,,,,7,267,38.14,0
112,2007,2007-12-30,16,31.328,BUF,@,PHI,L 9-17,,0,0,,0,0,0,,0,0,0,,,,,,5,212,42.40,0
113,2008,2008-09-07,1,32.215,BUF,,SEA,W 34-10,,0,0,,0,1,1,100.00,19,1,0,158.3,0,0,19.00,39.00,9,419,46.56,0
114,2008,2008-09-14,2,32.222,BUF,@,JAX,W 20-16,,0,0,,0,0,0,,0,0,0,,0,,,,3,143,47.67,0
115,2008,2008-09-21,3,32.229,BUF,,OAK,W 24-23,,0,0,,0,0,0,,0,0,0,,0,,,,5,238,47.60,0
116,2008,2008-09-28,4,32.236,BUF,@,STL,W 31-14,,0,0,,0,0,0,,0,0,0,,0,,,,6,269,44.83,0
117,2008,2008-10-05,5,32.243,BUF,@,ARI,L 17-41,,0,0,,0,0,0,,0,0,0,,0,,,,2,93,46.50,0
118,2008,2008-10-19,6,32.257,BUF,,SDG,W 23-14,,0,0,,0,0,0,,0,0,0,,0,,,,2,105,52.50,0
119,2008,2008-10-26,7,32.264,BUF,@,MIA,L 16-25,,0,0,,0,0,0,,0,0,0,,0,,,,3,142,47.33,0
120,2008,2008-11-02,8,32.271,BUF,,NYJ,L 17-26,,0,0,,0,0,0,,0,0,0,,0,,,,1,39,39.00,0
121,2008,2008-11-09,9,32.278,BUF,@,NWE,L 10-20,,0,0,,0,0,0,,0,0,0,,0,,,,5,208,41.60,0
122,2008,2008-11-17,10,32.286,BUF,,CLE,L 27-29,,0,0,,0,0,0,,0,0,0,,0,,,,3,108,36.00,0
123,2008,2008-11-23,11,32.292,BUF,@,KAN,W 54-31,,0,0,,0,0,0,,0,0,0,,0,,,,2,83,41.50,0
124,2008,2008-11-30,12,32.299,BUF,,SFO,L 3-10,,0,0,,0,0,0,,0,0,0,,0,,,,3,78,26.00,0
125,2008,2008-12-07,13,32.306,BUF,,MIA,L 3-16,,0,0,,0,0,0,,0,0,0,,0,,,,5,215,43.00,0
126,2008,2008-12-14,14,32.313,BUF,@,NYJ,L 27-31,,0,0,,0,0,0,,0,0,0,,0,,,,3,166,55.33,0
127,2008,2008-12-21,15,32.320,BUF,@,DEN,W 30-23,,0,0,,0,0,0,,0,0,0,,0,,,,3,158,52.67,0
128,2008,2008-12-28,16,32.327,BUF,,NWE,L 0-13,,0,0,,0,0,0,,0,0,0,,0,,,,3,93,31.00,0
129,2009,2009-09-14,1,33.221,BUF,@,NWE,L 24-25,,0,0,,0,0,0,,0,0,0,,0,,,,4,171,42.75,0
130,2009,2009-09-20,2,33.227,BUF,,TAM,W 33-20,,0,0,,0,0,0,,0,0,0,,0,,,,3,142,47.33,0
131,2009,2009-09-27,3,33.234,BUF,,NOR,L 7-27,,0,0,,0,1,1,100.00,25,1,0,158.3,0,0,25.00,45.00,9,419,46.56,0
132,2009,2009-10-04,4,33.241,BUF,@,MIA,L 10-38,,0,0,,0,0,0,,0,0,0,,0,,,,5,257,51.40,0
133,2009,2009-10-11,5,33.248,BUF,,CLE,L 3-6,,0,0,,0,0,0,,0,0,0,,0,,,,7,364,52.00,0
134,2009,2009-10-18,6,33.255,BUF,@,NYJ,W 16-13,,0,0,,0,0,0,,0,0,0,,0,,,,8,334,41.75,0
135,2009,2009-10-25,7,33.262,BUF,@,CAR,W 20-9,,0,0,,0,0,0,,0,0,0,,0,,,,8,360,45.00,0
