ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1991,1991-09-01,1,24.334,RAM,,PHO,L 14-24,,1,5,5.00,0,,,0,0
2,1991,1991-09-08,2,24.341,RAM,@,NYG,W 19-13,,1,14,14.00,0,,,0,0
3,1991,1991-09-15,3,24.348,RAM,@,NOR,L 7-24,,0,0,,0,,,,
4,1991,1991-09-22,4,24.355,RAM,@,SFO,L 10-27,,2,32,16.00,0,,,0,0
5,1991,1991-09-29,5,24.362,RAM,,GNB,W 23-21,,1,6,6.00,0,,,0,0
6,1991,1991-10-13,6,25.011,RAM,,SDG,W 30-24,,6,82,13.67,2,,,2,12
7,1991,1991-10-20,7,25.018,RAM,@,RAI,L 17-20,,3,36,12.00,0,,,0,0
8,1991,1991-10-27,8,25.025,RAM,@,ATL,L 14-31,,2,13,6.50,0,,,0,0
9,1991,1991-11-03,9,25.032,RAM,,NOR,L 17-24,,5,67,13.40,0,,,0,0
10,1991,1991-11-10,10,25.039,RAM,,KAN,L 20-27,,4,39,9.75,0,,,0,0
11,1991,1991-11-17,11,25.046,RAM,@,DET,L 10-21,,5,53,10.60,0,,,0,0
12,1991,1991-11-25,12,25.054,RAM,,SFO,L 10-33,,5,63,12.60,0,,,0,0
13,1992,1992-09-06,1,25.340,RAM,@,BUF,L 7-40,4,3,26,8.67,0,75.0%,6.50,0,0
14,1992,1992-09-13,2,25.347,RAM,,NWE,W 14-0,2,0,0,,0,0.0%,0.00,,
15,1992,1992-09-20,3,25.354,RAM,@,MIA,L 10-26,,0,0,,0,0.0%,,,
16,1992,1992-10-04,5,26.002,RAM,@,SFO,L 24-27,7,5,57,11.40,0,71.4%,8.14,0,0
17,1992,1992-10-11,6,26.009,RAM,@,NOR,L 10-13,4,3,23,7.67,0,75.0%,5.75,0,0
18,1992,1992-10-18,7,26.016,RAM,,NYG,W 38-17,1,1,6,6.00,0,100.0%,6.00,0,0
19,1992,1992-11-01,8,26.030,RAM,@,ATL,L 28-30,3,2,10,5.00,1,66.7%,3.33,1,6
20,1992,1992-11-08,9,26.037,RAM,,PHO,L 14-20,4,2,10,5.00,0,50.0%,2.50,0,0
21,1992,1992-11-15,10,26.044,RAM,@,DAL,W 27-23,2,1,10,10.00,0,50.0%,5.00,0,0
22,1992,1992-11-22,11,26.051,RAM,,SFO,L 10-27,7,5,41,8.20,0,71.4%,5.86,0,0
23,1992,1992-11-29,12,26.058,RAM,,MIN,L 17-31,7,2,31,15.50,1,28.6%,4.43,1,6
24,1992,1992-12-06,13,26.065,RAM,@,TAM,W 31-27,4,4,45,11.25,0,100.0%,11.25,0,0
25,1992,1992-12-13,14,26.072,RAM,,NOR,L 14-37,5,4,47,11.75,0,80.0%,9.40,0,0
26,1992,1992-12-20,15,26.079,RAM,@,GNB,L 13-28,3,1,11,11.00,0,33.3%,3.67,0,0
27,1992,1992-12-27,16,26.086,RAM,,ATL,W 38-27,4,1,7,7.00,0,25.0%,1.75,0,0
28,1993,1993-10-10,5,27.008,DAL,@,IND,W 27-3,1,0,0,,0,0.0%,0.00,,
29,1993,1993-10-17,6,27.015,DAL,,SFO,W 26-17,,0,0,,0,0.0%,,,
30,1993,1993-10-31,7,27.029,DAL,@,PHI,W 23-10,1,1,4,4.00,0,100.0%,4.00,0,0
31,1995,1995-09-03,1,28.336,STL,@,GNB,W 17-14,,0,0,,0,0.0%,,,
32,1995,1995-09-10,2,28.343,STL,,NOR,W 17-13,,0,0,,0,0.0%,,,
33,1995,1995-09-17,3,28.350,STL,@,CAR,W 31-10,1,1,-1,-1.00,0,100.0%,-1.00,0,0
34,1995,1995-09-24,4,28.357,STL,,CHI,W 34-28,,0,0,,0,0.0%,,,
35,1995,1995-10-01,5,28.364,STL,@,IND,L 18-21,,0,0,,0,0.0%,,,
36,1995,1995-10-12,6,29.010,STL,,ATL,W 21-19,,0,0,,0,0.0%,,,
37,1995,1995-10-22,7,29.020,STL,,SFO,L 10-44,3,1,24,24.00,0,33.3%,8.00,0,0
38,1995,1995-10-29,8,29.027,STL,@,PHI,L 9-20,,0,0,,0,0.0%,,,
39,1995,1995-11-05,9,29.034,STL,@,NOR,L 10-19,,0,0,,0,0.0%,,,
40,1995,1995-12-03,13,29.062,STL,@,NYJ,W 23-20,1,1,2,2.00,0,100.0%,2.00,0,0
41,1995,1995-12-10,14,29.069,STL,,BUF,L 27-45,,0,0,,0,0.0%,,,
42,1995,1995-12-17,15,29.076,STL,,WAS,L 23-35,1,1,4,4.00,0,100.0%,4.00,0,0
43,1995,1995-12-24,16,29.083,STL,,MIA,L 22-41,,0,0,,0,0.0%,,,
