ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,2014,2014-12-21,15,24.160,TAM,,GNB,L 3-20,,,,,,,0.0%,,,,,,,
2,2014,2014-12-28,16,24.167,TAM,,NOR,L 20-23,,3,2,13,6.50,0,66.7%,4.33,0,0,,0,0,0
3,2016,2016-09-18,2,26.066,NYG,,NOR,W 16-13,,0,0,0,,0,0.0%,,0,0,,0,0,0
4,2016,2016-09-25,3,26.073,NYG,,WAS,L 27-29,,0,0,0,,0,0.0%,,0,0,,0,0,0
5,2016,2016-10-03,4,26.081,NYG,@,MIN,L 10-24,,0,0,0,,0,0.0%,,0,0,,0,0,0
6,2016,2016-10-09,5,26.087,NYG,@,GNB,L 16-23,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
7,2016,2016-11-14,9,26.123,NYG,,CIN,W 21-20,,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0
8,2016,2017-01-01,16,26.171,NYG,@,WAS,W 19-10,,1,1,44,44.00,0,100.0%,44.00,0,0,,0,0,0
9,2017,2017-10-15,6,27.093,NYG,@,DEN,W 23-10,*,3,1,7,7.00,0,33.3%,2.33,0,0,,0,0,0
10,2017,2017-10-22,7,27.100,NYG,,SEA,L 7-24,*,3,1,1,1.00,0,33.3%,0.33,1,-8,-8.00,0,0,0
11,2017,2017-11-05,8,27.114,NYG,,LAR,L 17-51,,6,3,33,11.00,1,50.0%,5.50,0,0,,0,1,6
12,2017,2017-11-12,9,27.121,NYG,@,SFO,L 21-31,,4,2,22,11.00,0,50.0%,5.50,1,11,11.00,0,0,0
13,2017,2017-11-19,10,27.128,NYG,,KAN,W 12-9,,5,3,48,16.00,0,60.0%,9.60,0,0,,0,0,0
14,2017,2017-11-23,11,27.132,NYG,@,WAS,L 10-20,*,4,2,36,18.00,0,50.0%,9.00,0,0,,0,0,0
15,2017,2017-12-03,12,27.142,NYG,@,OAK,L 17-24,,9,4,23,5.75,0,44.4%,2.56,0,0,,0,0,0
16,2017,2017-12-17,14,27.156,NYG,,PHI,L 29-34,,3,2,70,35.00,2,66.7%,23.33,0,0,,0,2,12
