ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1974,1974-09-22,2,23.202,WAS,,STL,L 10-17,0,0,,0,0,0,,0,0,0,,0,1,-4,-4.00,0,0,0
2,1974,1974-09-30,3,23.210,WAS,,DEN,W 30-3,0,0,,0,0,0,,0,1,33,33.00,0,0,0,,0,0,0
3,1974,1974-10-06,4,23.216,WAS,@,CIN,L 17-28,0,0,,0,0,0,,0,2,47,23.50,0,0,0,,0,0,0
4,1974,1974-10-13,5,23.223,WAS,,MIA,W 20-17,0,0,,0,0,0,,0,2,91,45.50,0,1,7,7.00,0,0,0
5,1974,1974-10-20,6,23.230,WAS,,NYG,W 24-3,0,0,,0,0,0,,0,1,24,24.00,0,0,0,,0,0,0
6,1974,1974-10-27,7,23.237,WAS,@,STL,L 20-23,0,0,,0,0,0,,0,4,91,22.75,0,0,0,,0,0,0
7,1974,1974-11-03,8,23.244,WAS,@,GNB,W 17-6,0,0,,0,0,0,,0,1,22,22.00,0,4,30,7.50,0,0,0
8,1974,1974-11-10,9,23.251,WAS,@,PHI,W 27-20,0,0,,0,0,0,,0,3,101,33.67,0,1,12,12.00,0,0,0
9,1974,1974-11-17,10,23.258,WAS,,DAL,W 28-21,0,0,,0,0,0,,0,3,55,18.33,0,1,9,9.00,0,0,0
10,1974,1974-11-24,11,23.265,WAS,,PHI,W 26-7,0,0,,0,0,0,,0,2,113,56.50,1,0,0,,0,1,6
11,1974,1974-11-28,12,23.269,WAS,@,DAL,L 23-24,0,0,,0,0,0,,0,1,31,31.00,0,0,0,,0,0,0
12,1974,1974-12-09,13,23.280,WAS,@,RAM,W 23-17,0,0,,0,0,0,,0,3,64,21.33,0,0,0,,0,0,0
13,1974,1974-12-15,14,23.286,WAS,,CHI,W 42-0,,,,,,,,,,,,,,,,,,
14,1975,1975-09-21,1,24.201,WAS,,NOR,W 41-3,0,0,,0,0,0,,0,2,53,26.50,0,5,46,9.20,0,0,0
15,1975,1975-09-28,2,24.208,WAS,,NYG,W 49-13,1,21,21.00,0,0,0,,0,3,87,29.00,0,7,101,14.43,1,1,6
16,1975,1975-10-05,3,24.215,WAS,@,PHI,L 10-26,0,0,,0,0,0,,0,1,18,18.00,0,3,33,11.00,0,0,0
17,1975,1975-10-13,4,24.223,WAS,,STL,W 27-17,0,0,,0,0,0,,0,3,76,25.33,0,4,27,6.75,0,0,0
18,1975,1975-10-19,5,24.229,WAS,@,HOU,L 10-13,0,0,,0,0,0,,0,3,82,27.33,0,3,-1,-0.33,0,0,0
19,1975,1975-10-26,6,24.236,WAS,@,CLE,W 23-7,0,0,,0,0,0,,0,2,23,11.50,0,0,0,,0,0,0
20,1975,1975-11-02,7,24.243,WAS,,DAL,W 30-24,0,0,,0,0,0,,0,4,96,24.00,0,2,28,14.00,0,0,0
21,1975,1975-11-09,8,24.250,WAS,@,NYG,W 21-13,0,0,,0,0,0,,0,2,30,15.00,0,4,11,2.75,0,0,0
22,1975,1975-11-16,9,24.257,WAS,@,STL,L 17-20,0,0,,0,0,0,,0,4,106,26.50,0,2,13,6.50,0,0,0
23,1975,1975-11-23,10,24.264,WAS,,OAK,L 23-26,0,0,,0,0,0,,0,5,111,22.20,0,6,37,6.17,0,0,0
24,1975,1975-11-30,11,24.271,WAS,,MIN,W 31-30,0,0,,0,0,0,,0,3,53,17.67,0,4,23,5.75,0,0,0
25,1975,1975-12-07,12,24.278,WAS,@,ATL,W 30-27,0,0,,0,0,0,,0,6,138,23.00,0,2,12,6.00,0,0,0
26,1975,1975-12-13,13,24.284,WAS,@,DAL,L 10-31,0,0,,0,0,0,,0,6,144,24.00,0,6,23,3.83,0,0,0
27,1975,1975-12-21,14,24.292,WAS,,PHI,L 3-26,1,12,12.00,0,0,0,,0,3,69,23.00,0,5,54,10.80,0,0,0
28,1976,1976-09-12,1,25.192,WAS,,NYG,W 19-17,0,0,,0,0,0,,0,1,16,16.00,0,1,15,15.00,0,0,0
29,1977,1977-09-18,1,26.198,WAS,@,NYG,L 17-20,,,,,,,,,,,,,,,,,,
30,1977,1977-09-25,2,26.205,WAS,,ATL,W 10-6,,,,,,,,,,,,,,,,,,
31,1977,1977-10-02,3,26.212,WAS,,STL,W 24-14,,,,,,,,,,,,,,,,,,
32,1977,1977-10-09,4,26.219,WAS,@,TAM,W 10-0,1,10,10.00,0,1,1,1.00,0,0,0,,0,0,0,,0,0,0
33,1977,1977-10-16,5,26.226,WAS,@,DAL,L 16-34,0,0,,0,0,0,,0,2,42,21.00,0,0,0,,0,0,0
34,1977,1977-10-23,6,26.233,WAS,,NYG,L 6-17,,,,,,,,,,,,,,,,,,
35,1977,1977-10-30,7,26.240,WAS,,PHI,W 23-17,,,,,,,,,,,,,,,,,,
36,1977,1977-11-07,8,26.248,WAS,@,BAL,L 3-10,,,,,,,,,,,,,,,,,,
37,1977,1977-11-13,9,26.254,WAS,@,PHI,W 17-14,,,,,,,,,,,,,,,,,,
38,1977,1977-11-21,10,26.262,WAS,,GNB,W 10-9,,,,,,,,,,,,,,,,,,
39,1977,1977-11-27,11,26.268,WAS,,DAL,L 7-14,,,,,,,,,,,,,,,,,,
40,1977,1977-12-04,12,26.275,WAS,@,BUF,W 10-0,4,45,11.25,0,0,0,,0,0,0,,0,0,0,,0,0,0
41,1977,1977-12-10,13,26.281,WAS,@,STL,W 26-20,,,,,,,,,,,,,,,,,,
42,1977,1977-12-17,14,26.288,WAS,,RAM,W 17-14,,,,,,,,,,,,,,,,,,
43,1978,1978-09-03,1,27.183,SFO,@,CLE,L 7-24,,,,,,,,,,,,,,,,,,
44,1978,1978-09-10,2,27.190,SFO,,CHI,L 13-16,,,,,,,,,,,,,,,,,,
45,1978,1978-09-17,3,27.197,SFO,@,HOU,L 19-20,1,21,21.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
46,1978,1978-09-24,4,27.204,SFO,@,NYG,L 10-27,,,,,,,,,,,,,,,,,,
47,1978,1978-10-01,5,27.211,SFO,,CIN,W 28-12,0,0,,0,1,-9,-9.00,0,0,0,,0,4,69,17.25,0,0,0
48,1978,1978-10-08,6,27.218,SFO,@,RAM,L 10-27,0,0,,0,0,0,,0,0,0,,0,1,-2,-2.00,0,0,0
