ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,def_int,def_int_yds,def_int_td
1,1967,1967-10-29,8,23.173,BOS,@,NYJ,L 23-30,1,6,1,35,1
2,1968,1968-10-13,5,24.157,BOS,,HOU,L 0-16,0,0,1,29,0
3,1969,1969-10-11,5,25.155,BOS,@,BUF,L 16-23,0,0,1,19,0
4,1969,1969-10-26,7,25.170,BOS,@,NYJ,L 17-23,1,6,1,25,1
5,1969,1969-11-02,8,25.177,BOS,,HOU,W 24-0,0,0,1,2,0
6,1969,1969-11-23,11,25.198,BOS,,BUF,W 35-21,0,0,1,0,0
7,1970,1970-10-04,3,26.148,MIN,@,GNB,L 10-13,,,,,
8,1970,1970-10-11,4,26.155,MIN,@,CHI,W 24-0,,,,,
9,1970,1970-10-18,5,26.162,MIN,,DAL,W 54-13,0,0,1,25,0
10,1970,1970-10-26,6,26.170,MIN,,RAM,W 13-3,,,,,
11,1970,1970-11-01,7,26.176,MIN,@,DET,W 30-17,,,,,
12,1970,1970-11-08,8,26.183,MIN,@,WAS,W 19-10,,,,,
13,1970,1970-11-15,9,26.190,MIN,,DET,W 24-20,,,,,
14,1970,1970-11-22,10,26.197,MIN,,GNB,W 10-3,,,,,
15,1971,1971-09-19,1,27.133,HOU,@,CLE,L 0-31,,,,,
16,1971,1971-09-26,2,27.140,HOU,,KAN,L 16-20,,,,,
17,1971,1971-10-03,3,27.147,HOU,,NOR,T 13-13,0,0,1,4,0
18,1971,1971-10-10,4,27.154,HOU,@,WAS,L 13-22,,,,,
19,1971,1971-10-17,5,27.161,HOU,,DET,L 7-31,,,,,
20,1971,1971-10-24,6,27.168,HOU,@,PIT,L 16-23,0,0,1,2,0
21,1971,1971-10-31,7,27.175,HOU,,CIN,W 10-6,,,,,
22,1971,1971-11-07,8,27.182,HOU,@,NWE,L 20-28,,,,,
23,1971,1971-11-14,9,27.189,HOU,@,OAK,L 21-41,,,,,
24,1971,1971-11-21,10,27.196,HOU,@,CIN,L 13-28,,,,,
25,1971,1971-11-28,11,27.203,HOU,,CLE,L 24-37,0,0,1,51,0
26,1971,1971-12-05,12,27.210,HOU,,PIT,W 29-3,0,0,2,37,0
27,1971,1971-12-12,13,27.217,HOU,@,BUF,W 20-14,,,,,
28,1971,1971-12-19,14,27.224,HOU,,SDG,W 49-33,,,,,
29,1972,1972-09-17,1,28.131,HOU,@,DEN,L 17-30,,,,,
30,1972,1972-09-24,2,28.138,HOU,@,MIA,L 13-34,0,0,1,0,0
31,1972,1972-10-01,3,28.145,HOU,,NYJ,W 26-20,,,,,
32,1972,1972-10-09,4,28.153,HOU,,OAK,L 0-34,,,,,
33,1972,1972-10-15,5,28.159,HOU,@,PIT,L 7-24,,,,,
34,1972,1972-10-22,6,28.166,HOU,,CLE,L 17-23,,,,,
35,1972,1972-10-29,7,28.173,HOU,@,CIN,L 7-30,0,0,1,6,0
36,1972,1972-11-05,8,28.180,HOU,@,CLE,L 0-20,,,,,
37,1972,1972-11-12,9,28.187,HOU,,PHI,L 17-18,,,,,
38,1972,1972-11-19,10,28.194,HOU,,GNB,L 10-23,,,,,
39,1972,1972-11-26,11,28.201,HOU,@,SDG,L 20-34,,,,,
40,1972,1972-12-03,12,28.208,HOU,@,ATL,L 10-20,,,,,
41,1972,1972-12-17,14,28.222,HOU,,CIN,L 17-61,,,,,
42,1973,1973-09-16,1,29.130,HOU,@,NYG,L 14-34,0,0,1,39,0
43,1973,1973-09-23,2,29.137,HOU,@,CIN,L 10-24,,,,,
44,1973,1973-09-30,3,29.144,HOU,,PIT,L 7-36,0,0,1,35,0
45,1973,1973-10-07,4,29.151,HOU,,RAM,L 26-31,,,,,
46,1974,1974-09-15,1,30.129,HOU,,SDG,W 21-14,,,,,
