ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1982,1982-09-12,1,24.144,RAM,@,GNB,L 23-35,0,0,,0,0,0,,0,4,56,14.00,0
2,1982,1982-09-19,2,24.151,RAM,,DET,L 14-19,0,0,,0,0,0,,0,4,83,20.75,0
3,1982,1982-11-21,3,24.214,RAM,@,ATL,L 17-34,0,0,,0,0,0,,0,0,0,,0
4,1982,1982-11-28,4,24.221,RAM,,KAN,W 20-14,1,3,3.00,0,0,0,,0,0,0,,0
5,1982,1982-12-02,5,24.225,RAM,,SFO,L 24-30,0,0,,0,1,-7,-7.00,0,0,0,,0
6,1982,1982-12-12,6,24.235,RAM,,DEN,L 24-27,0,0,,0,0,0,,0,0,0,,0
7,1982,1982-12-18,7,24.241,RAM,@,RAI,L 31-37,0,0,,0,0,0,,0,0,0,,0
8,1982,1982-12-26,8,24.249,RAM,,CHI,L 26-34,0,0,,0,0,0,,0,0,0,,0
9,1982,1983-01-02,9,24.256,RAM,@,SFO,W 21-20,0,0,,0,0,0,,0,0,0,,0
10,1983,1983-09-04,1,25.136,RAM,@,NYG,W 16-6,6,28,4.67,0,0,0,,0,0,0,,0
11,1983,1983-09-11,2,25.143,RAM,,NOR,W 30-27,0,0,,0,1,10,10.00,0,0,0,,0
12,1983,1983-09-18,3,25.150,RAM,@,GNB,L 24-27,0,0,,0,0,0,,0,2,33,16.50,0
13,1983,1983-09-25,4,25.157,RAM,@,NYJ,L 24-27,0,0,,0,0,0,,0,1,30,30.00,0
14,1983,1983-10-02,5,25.164,RAM,,DET,W 21-10,0,0,,0,0,0,,0,0,0,,0
15,1983,1983-10-09,6,25.171,RAM,@,SFO,W 10-7,1,0,0.00,0,0,0,,0,0,0,,0
16,1983,1983-10-16,7,25.178,RAM,,ATL,W 27-21,0,0,,0,0,0,,0,3,67,22.33,0
17,1983,1983-10-23,8,25.185,RAM,,SFO,L 35-45,0,0,,0,0,0,,0,2,26,13.00,0
18,1983,1983-10-30,9,25.192,RAM,@,MIA,L 14-30,0,0,,0,0,0,,0,1,29,29.00,0
19,1983,1983-11-06,10,25.199,RAM,,CHI,W 21-14,0,0,,0,0,0,,0,1,0,0.00,0
20,1983,1983-11-14,11,25.207,RAM,@,ATL,W 36-13,0,0,,0,0,0,,0,1,12,12.00,0
21,1983,1983-11-20,12,25.213,RAM,,WAS,L 20-42,0,0,,0,0,0,,0,2,25,12.50,0
22,1983,1983-11-27,13,25.220,RAM,,BUF,W 41-17,0,0,,0,0,0,,0,0,0,,0
23,1983,1983-12-04,14,25.227,RAM,@,PHI,L 9-13,0,0,,0,0,0,,0,0,0,,0
24,1983,1983-12-11,15,25.234,RAM,,NWE,L 7-21,0,0,,0,0,0,,0,0,0,,0
