ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2010,2010-10-24,6,22.306,MIN,@,GNB,L 24-28,,0,0,,0,0,0,0.0,0,0,0,0,0
2,2010,2010-10-31,7,22.313,MIN,@,NWE,L 18-28,,,,,,,,,,,,,
3,2010,2010-11-07,8,22.320,MIN,,ARI,W 27-24,,0,0,,0,0,0,0.0,1,0,0,0,0
4,2010,2010-11-14,9,22.327,MIN,@,CHI,L 13-27,,0,0,,0,0,0,0.0,0,0,0,0,0
5,2010,2010-11-21,10,22.334,MIN,,GNB,L 3-31,,0,0,,0,0,0,0.0,2,0,0,0,0
6,2010,2010-11-28,11,22.341,MIN,@,WAS,W 17-13,,0,0,,0,0,0,0.0,1,0,0,0,0
7,2010,2010-12-05,12,22.348,MIN,,BUF,W 38-14,,,,,,,,,,,,,
8,2010,2010-12-13,13,22.356,MIN,,NYG,L 3-21,,,,,,,,,,,,,
9,2010,2010-12-20,14,22.363,MIN,,CHI,L 14-40,,,,,,,,,,,,,
10,2010,2010-12-28,15,23.006,MIN,@,PHI,W 24-14,,0,0,,0,0,0,0.0,0,0,0,0,0
11,2010,2011-01-02,16,23.011,MIN,@,DET,L 13-20,,0,0,,0,0,0,0.0,0,0,0,0,0
12,2011,2011-09-11,1,23.263,MIN,@,SDG,L 17-24,,1,7,7.00,0,0,0,0.0,0,0,0,0,0
13,2011,2011-09-18,2,23.270,MIN,,TAM,L 20-24,,0,0,,0,0,0,1.0,1,0,0,0,0
14,2011,2011-09-25,3,23.277,MIN,,DET,L 23-26,,0,0,,0,0,0,0.0,0,1,0,0,0
15,2011,2011-10-02,4,23.284,MIN,@,KAN,L 17-22,,0,0,,0,0,0,1.0,1,0,0,0,0
16,2011,2011-10-09,5,23.291,MIN,,ARI,W 34-10,,0,0,,0,0,0,0.0,0,0,0,0,0
17,2011,2011-10-16,6,23.298,MIN,@,CHI,L 10-39,,0,0,,0,0,0,0.0,0,0,0,0,0
18,2011,2011-10-23,7,23.305,MIN,,GNB,L 27-33,,0,0,,0,0,0,1.0,1,1,0,0,0
19,2011,2011-10-30,8,23.312,MIN,@,CAR,W 24-21,,0,0,,0,0,0,0.0,0,0,0,0,0
20,2011,2011-11-14,9,23.327,MIN,@,GNB,L 7-45,,0,0,,0,0,0,0.0,0,2,0,0,0
21,2011,2011-11-20,10,23.333,MIN,,OAK,L 21-27,,0,0,,0,0,0,0.0,1,1,0,0,0
22,2011,2011-11-27,11,23.340,MIN,@,ATL,L 14-24,,0,0,,0,0,0,1.0,1,0,0,0,0
23,2011,2011-12-04,12,23.347,MIN,,DEN,L 32-35,,0,0,,0,0,0,0.0,1,0,0,0,0
24,2011,2011-12-11,13,23.354,MIN,@,DET,L 28-34,,0,0,,0,0,0,0.0,1,1,0,0,0
25,2011,2011-12-18,14,23.361,MIN,,NOR,L 20-42,,0,0,,0,0,0,0.0,1,0,0,0,0
26,2011,2011-12-24,15,24.002,MIN,@,WAS,W 33-26,,0,0,,0,0,0,0.0,0,0,0,0,0
27,2011,2012-01-01,16,24.010,MIN,,CHI,L 13-17,,,,,,,,,,,,,
28,2012,2012-09-09,1,24.262,MIN,,JAX,W 26-23,,,,,,,,,,,,,
29,2012,2012-09-16,2,24.269,MIN,@,IND,L 20-23,,0,0,,0,0,0,1.0,1,0,0,0,0
30,2012,2012-09-23,3,24.276,MIN,,SFO,W 24-13,,0,0,,0,0,0,0.0,1,1,0,0,0
31,2012,2012-09-30,4,24.283,MIN,@,DET,W 20-13,,0,0,,0,0,0,2.0,3,0,0,0,0
32,2012,2012-10-07,5,24.290,MIN,,TEN,W 30-7,,0,0,,0,0,0,0.0,0,0,0,0,0
33,2012,2012-10-14,6,24.297,MIN,@,WAS,L 26-38,,0,0,,0,0,0,0.0,1,0,0,0,0
34,2012,2012-10-21,7,24.304,MIN,,ARI,W 21-14,,,,,,,,,,,,,
35,2012,2012-10-25,8,24.308,MIN,,TAM,L 17-36,,,,,,,,,,,,,
36,2012,2012-11-04,9,24.318,MIN,@,SEA,L 20-30,,0,0,,0,0,0,0.0,0,1,0,0,0
37,2012,2012-11-11,10,24.325,MIN,,DET,W 34-24,,0,0,,0,0,0,1.0,3,0,0,0,0
38,2012,2012-11-25,11,24.339,MIN,@,CHI,L 10-28,,,,,,,,,,,,,
39,2012,2012-12-02,12,24.346,MIN,@,GNB,L 14-23,,0,0,,0,0,0,0.0,3,1,0,0,0
40,2012,2012-12-09,13,24.353,MIN,,CHI,W 21-14,,0,0,,0,0,0,1.0,2,0,0,0,0
41,2012,2012-12-16,14,24.360,MIN,@,STL,W 36-22,,0,0,,0,0,6,0.0,1,0,1,29,1
42,2012,2012-12-23,15,25.001,MIN,@,HOU,W 23-6,*,0,0,,0,0,0,0.0,1,0,0,0,0
43,2012,2012-12-30,16,25.008,MIN,,GNB,W 37-34,,0,0,,0,0,0,3.0,4,0,0,0,0
44,2013,2013-09-08,1,25.260,MIN,@,DET,L 24-34,,,,,,,,,,,,,
