ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,def_int,def_int_yds,def_int_td
1,1964,1964-09-12,1,22.018,NYJ,,DEN,W 30-6,0,0,1,11,0
2,1964,1964-10-24,6,22.060,NYJ,@,BUF,L 24-34,0,0,1,6,0
3,1965,1965-10-31,7,23.067,NYJ,,DEN,W 45-10,0,0,1,14,0
4,1965,1965-11-21,10,23.088,NYJ,,HOU,W 41-14,0,0,1,10,0
5,1967,1967-10-01,3,25.037,NYJ,,MIA,W 29-7,0,0,1,0,0
6,1968,1968-11-10,9,26.077,NYJ,,HOU,W 26-7,0,0,1,3,0
7,1968,1968-11-24,11,26.091,NYJ,@,SDG,W 37-15,0,0,1,8,0
8,1968,1968-12-15,14,26.112,NYJ,@,MIA,W 31-7,0,0,1,20,0
9,1969,1969-12-06,13,27.103,NYJ,@,HOU,W 34-26,0,0,1,0,0
10,1970,1970-09-21,1,28.027,NYJ,@,CLE,L 21-31,,,,,
11,1970,1970-09-27,2,28.033,NYJ,@,BOS,W 31-21,0,0,1,8,0
12,1970,1970-10-04,3,28.040,NYJ,@,BUF,L 31-34,,,,,
13,1970,1970-10-10,4,28.046,NYJ,,MIA,L 6-20,,,,,
14,1970,1970-10-18,5,28.054,NYJ,,BAL,L 22-29,,,,,
15,1970,1970-10-25,6,28.061,NYJ,,BUF,L 6-10,,,,,
16,1970,1970-11-01,7,28.068,NYJ,,NYG,L 10-22,,,,,
17,1970,1970-11-08,8,28.075,NYJ,@,PIT,L 17-21,,,,,
18,1970,1970-11-15,9,28.082,NYJ,@,RAM,W 31-20,0,0,1,0,0
19,1970,1970-11-22,10,28.089,NYJ,,BOS,W 17-3,,,,,
20,1970,1970-11-29,11,28.096,NYJ,,MIN,W 20-10,,,,,
21,1970,1970-12-06,12,28.103,NYJ,,OAK,L 13-14,,,,,
22,1970,1970-12-13,13,28.110,NYJ,@,MIA,L 10-16,,,,,
23,1970,1970-12-19,14,28.116,NYJ,@,BAL,L 20-35,,,,,
24,1971,1971-09-19,1,29.025,NYJ,@,BAL,L 0-22,,,,,
25,1971,1971-09-27,2,29.033,NYJ,@,STL,L 10-17,,,,,
26,1971,1971-10-03,3,29.039,NYJ,@,MIA,W 14-10,,,,,
27,1971,1971-10-24,6,29.060,NYJ,,MIA,L 14-30,,,,,
28,1971,1971-10-31,7,29.067,NYJ,@,SDG,L 21-49,,,,,
29,1971,1971-11-07,8,29.074,NYJ,,KAN,W 13-10,,,,,
30,1971,1971-11-14,9,29.081,NYJ,,BAL,L 13-14,,,,,
31,1971,1971-11-21,10,29.088,NYJ,@,BUF,W 20-7,,,,,
32,1971,1971-11-28,11,29.095,NYJ,,SFO,L 21-24,,,,,
33,1971,1971-12-04,12,29.101,NYJ,@,DAL,L 10-52,,,,,
34,1971,1971-12-12,13,29.109,NYJ,,NWE,W 13-6,,,,,
35,1971,1971-12-19,14,29.116,NYJ,,CIN,W 35-21,,,,,
36,1972,1972-09-17,1,30.023,NYJ,@,BUF,W 41-24,0,0,1,0,0
37,1972,1972-09-24,2,30.030,NYJ,@,BAL,W 44-34,,,,,
38,1972,1972-10-01,3,30.037,NYJ,@,HOU,L 20-26,,,,,
39,1972,1972-10-08,4,30.044,NYJ,,MIA,L 17-27,,,,,
40,1972,1972-11-12,9,30.079,NYJ,,BUF,W 41-3,,,,,
41,1972,1972-11-19,10,30.086,NYJ,@,MIA,L 24-28,,,,,
42,1972,1972-11-23,11,30.090,NYJ,@,DET,L 20-37,,,,,
43,1972,1972-12-03,12,30.100,NYJ,,NOR,W 18-17,,,,,
44,1972,1972-12-11,13,30.108,NYJ,@,OAK,L 16-24,,,,,
45,1972,1972-12-17,14,30.114,NYJ,,CLE,L 10-26,0,0,1,0,0
46,1973,1973-09-17,1,31.023,NYJ,@,GNB,L 7-23,,,,,
47,1973,1973-09-23,2,31.029,NYJ,@,BAL,W 34-10,1,6,1,22,1
48,1973,1973-09-30,3,31.036,NYJ,@,BUF,L 7-9,0,0,1,12,0
49,1973,1973-10-07,4,31.043,NYJ,@,MIA,L 3-31,,,,,
50,1973,1973-10-14,5,31.050,NYJ,@,NWE,W 9-7,0,0,1,8,0
51,1973,1973-10-21,6,31.057,NYJ,@,PIT,L 14-26,,,,,
52,1973,1973-10-28,7,31.064,NYJ,,DEN,L 28-40,,,,,
53,1973,1973-11-04,8,31.071,NYJ,,MIA,L 14-24,,,,,
54,1973,1973-11-11,9,31.078,NYJ,,NWE,W 33-13,,,,,
