ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1990,1990-09-09,1,22.052,GNB,,RAM,W 36-24,,,,,,,
2,1990,1990-09-16,2,22.059,GNB,,CHI,L 13-31,,,,,,,
3,1990,1990-09-23,3,22.066,GNB,,KAN,L 3-17,,,,,,,
4,1990,1990-09-30,4,22.073,GNB,@,DET,W 24-21,,,,,,,
5,1990,1990-10-07,5,22.080,GNB,@,CHI,L 13-27,,,,,,,
6,1990,1990-10-14,6,22.087,GNB,@,TAM,L 14-26,,,,,,,
7,1990,1990-10-28,7,22.101,GNB,,MIN,W 24-10,,0,0,0.0,2,28,0
8,1990,1990-11-04,8,22.108,GNB,,SFO,L 20-24,,,,,,,
9,1990,1990-11-11,9,22.115,GNB,@,RAI,W 29-16,,,,,,,
10,1990,1990-11-18,10,22.122,GNB,@,PHO,W 24-21,,,,,,,
11,1990,1990-11-25,11,22.129,GNB,,TAM,W 20-10,,,,,,,
12,1990,1990-12-02,12,22.136,GNB,@,MIN,L 7-23,,,,,,,
13,1990,1990-12-09,13,22.143,GNB,,SEA,L 14-20,,,,,,,
14,1990,1990-12-16,14,22.150,GNB,@,PHI,L 0-31,,,,,,,
15,1990,1990-12-22,15,22.156,GNB,,DET,L 17-24,,0,0,0.0,1,14,0
16,1990,1990-12-30,16,22.164,GNB,@,DEN,L 13-22,,,,,,,
17,1991,1991-09-01,1,23.044,GNB,,PHI,L 3-20,,0,0,0.0,1,0,0
18,1991,1991-09-08,2,23.051,GNB,@,DET,L 14-23,,,,,,,
19,1991,1991-09-15,3,23.058,GNB,,TAM,W 15-13,,,,,,,
20,1991,1991-09-22,4,23.065,GNB,@,MIA,L 13-16,,,,,,,
21,1991,1991-09-29,5,23.072,GNB,@,RAM,L 21-23,,0,0,0.0,1,0,0
22,1991,1991-10-06,6,23.079,GNB,,DAL,L 17-20,,,,,,,
23,1991,1991-10-17,7,23.090,GNB,,CHI,L 0-10,,,,,,,
24,1991,1991-10-27,8,23.100,GNB,@,TAM,W 27-0,,,,,,,
25,1991,1991-11-03,9,23.107,GNB,@,NYJ,L 16-19,,,,,,,
