ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists
75,2008,2008-12-21,15,27.013,MIA,@,KAN,W 38-31,,,0,0,0.0,0,1
76,2008,2008-12-28,16,27.020,MIA,@,NYJ,W 24-17,,,0,0,0.0,0,0
77,2009,2009-09-13,1,27.279,MIA,@,ATL,L 7-19,,,,,,,
78,2009,2009-09-21,2,27.287,MIA,,IND,L 23-27,,,,,,,
79,2009,2009-09-27,3,27.293,MIA,@,SDG,L 13-23,,,0,0,0.0,0,0
80,2009,2009-10-04,4,27.300,MIA,,BUF,W 38-10,,,,,,,
81,2009,2009-10-12,5,27.308,MIA,,NYJ,W 31-27,,,0,0,0.0,0,0
82,2009,2009-10-25,6,27.321,MIA,,NOR,L 34-46,,,,,,,
83,2009,2009-11-01,7,27.328,MIA,@,NYJ,W 30-25,,,0,0,0.0,0,1
84,2009,2009-11-08,8,27.335,MIA,@,NWE,L 17-27,,,,,,,
85,2009,2009-11-15,9,27.342,MIA,,TAM,W 25-23,*,,0,0,2.0,5,1
86,2009,2009-11-19,10,27.346,MIA,@,CAR,W 24-17,,,0,0,0.0,1,0
87,2009,2009-11-29,11,27.356,MIA,@,BUF,L 14-31,,,0,0,0.0,1,0
88,2009,2009-12-06,12,27.363,MIA,,NWE,W 22-21,,,,,,,
89,2009,2009-12-13,13,28.005,MIA,@,JAX,W 14-10,,,,,,,
90,2009,2009-12-20,14,28.012,MIA,@,TEN,L 24-27,,,,,,,
91,2009,2009-12-27,15,28.019,MIA,,HOU,L 20-27,,,,,,,
92,2009,2010-01-03,16,28.026,MIA,,PIT,L 24-30,,,,,,,
93,2010,2010-10-10,4,28.306,KAN,@,IND,L 9-19,,,,,,,
94,2010,2010-10-17,5,28.313,KAN,@,HOU,L 31-35,,,,,,,
