ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists
1,2007,2007-09-09,1,25.154,ATL,@,MIN,L 3-24,,,,,,,,
2,2007,2007-09-16,2,25.161,ATL,@,JAX,L 7-13,,,,,,,,
3,2007,2007-09-23,3,25.168,ATL,,CAR,L 20-27,,,,,,,,
4,2007,2007-09-30,4,25.175,ATL,,HOU,W 26-16,,,,,,,,
5,2007,2007-10-07,5,25.182,ATL,@,TEN,L 13-20,,,,,,,,
6,2007,2007-10-15,6,25.190,ATL,,NYG,L 10-31,,,,,,,,
7,2007,2007-10-21,7,25.196,ATL,@,NOR,L 16-22,,,,,,,,
8,2007,2007-11-04,8,25.210,ATL,,SFO,W 20-16,,,,,,,,
9,2007,2007-11-11,9,25.217,ATL,@,CAR,W 20-13,,,,,,,,
10,2007,2007-11-18,10,25.224,ATL,,TAM,L 7-31,,1,1,1.00,0,0.0,,
11,2007,2007-11-22,11,25.228,ATL,,IND,L 13-31,,,,,,,,
12,2007,2007-12-02,12,25.238,ATL,@,STL,L 16-28,,,,,,,,
13,2007,2007-12-30,16,25.266,ATL,,SEA,W 44-41,,,,,,,,
14,2008,2008-09-07,1,26.152,ATL,,DET,W 34-21,,,,,,,,
15,2008,2008-09-14,2,26.159,ATL,@,TAM,L 9-24,,,,,,,,
16,2008,2008-09-21,3,26.166,ATL,,KAN,W 38-14,,,,,,,,
17,2008,2008-09-28,4,26.173,ATL,@,CAR,L 9-24,,,,,,,,
18,2008,2008-10-05,5,26.180,ATL,@,GNB,W 27-24,,,,,,,,
19,2008,2008-10-12,6,26.187,ATL,,CHI,W 22-20,,0,0,,0,0.0,0,1
20,2008,2008-10-26,7,26.201,ATL,@,PHI,L 14-27,,0,0,,0,0.0,0,0
21,2008,2008-11-02,8,26.208,ATL,@,OAK,W 24-0,,,,,,,,
22,2008,2008-11-09,9,26.215,ATL,,NOR,W 34-20,,,,,,,,
23,2008,2008-11-16,10,26.222,ATL,,DEN,L 20-24,,,,,,,,
24,2008,2008-11-23,11,26.229,ATL,,CAR,W 45-28,,,,,,,,
25,2008,2008-11-30,12,26.236,ATL,@,SDG,W 22-16,,,,,,,,
26,2009,2009-09-13,1,27.158,ATL,,MIA,W 19-7,,,,,,,,
27,2009,2009-09-20,2,27.165,ATL,,CAR,W 28-20,,,,,,,,
28,2009,2009-09-27,3,27.172,ATL,@,NWE,L 10-26,,0,0,,0,0.0,0,1
29,2009,2009-11-08,8,27.214,ATL,,WAS,W 31-17,,,,,,,,
30,2009,2009-11-15,9,27.221,ATL,@,CAR,L 19-28,,,,,,,,
31,2009,2009-11-22,10,27.228,ATL,@,NYG,L 31-34,,,,,,,,
32,2009,2009-11-29,11,27.235,ATL,,TAM,W 20-17,,,,,,,,
33,2009,2009-12-06,12,27.242,ATL,,PHI,L 7-34,,,,,,,,
34,2009,2009-12-13,13,27.249,ATL,,NOR,L 23-26,,0,0,,0,0.0,0,0
35,2009,2009-12-20,14,27.256,ATL,@,NYJ,W 10-7,,0,0,,0,0.0,0,0
