ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2014,2014-09-07,1,22.258,BAL,,CIN,L 16-23,,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
2,2014,2014-09-11,2,22.262,BAL,,PIT,W 26-6,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0
3,2014,2014-09-21,3,22.272,BAL,@,CLE,W 23-21,,18,91,5.06,1,0,0,0,,0,0.0%,,0,0,,0,1,6,0.0,0,0
4,2014,2014-09-28,4,22.279,BAL,,CAR,W 38-10,,15,58,3.87,1,0,0,0,,0,0.0%,,0,0,,0,1,6,0.0,0,0
5,2014,2014-10-05,5,22.286,BAL,@,IND,L 13-20,,5,18,3.60,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
6,2014,2014-10-12,6,22.293,BAL,@,TAM,W 48-17,,2,29,14.50,0,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,0,0
7,2014,2014-10-19,7,22.300,BAL,,ATL,W 29-7,,4,3,0.75,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0
8,2014,2014-10-26,8,22.307,BAL,@,CIN,L 24-27,,7,27,3.86,2,3,2,42,21.00,0,66.7%,14.00,0,0,,0,2,12,0.0,0,1
9,2014,2014-11-02,9,22.314,BAL,@,PIT,L 23-43,,7,21,3.00,0,3,3,34,11.33,0,100.0%,11.33,0,0,,0,0,0,0.0,0,0
10,2014,2014-11-09,10,22.321,BAL,,TEN,W 21-7,,3,10,3.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0
11,2014,2014-11-24,11,22.336,BAL,@,NOR,W 34-27,,,,,,,,,,,0.0%,,,,,,,,,,
12,2014,2014-11-30,12,22.342,BAL,,SDG,L 33-34,,0,0,,0,0,0,0,,0,0.0%,,1,15,15.00,0,0,0,0.0,0,0
13,2014,2014-12-07,13,22.349,BAL,@,MIA,W 28-13,,7,35,5.00,0,1,1,20,20.00,0,100.0%,20.00,0,0,,0,0,0,0.0,0,0
14,2015,2015-09-20,2,23.271,BAL,@,OAK,L 33-37,,7,34,4.86,1,3,3,12,4.00,0,100.0%,4.00,0,0,,0,1,6,0.0,0,0
15,2015,2015-09-27,3,23.278,BAL,,CIN,L 24-28,,3,0,0.00,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,0.0,0,0
16,2015,2015-10-01,4,23.282,BAL,@,PIT,W 23-20,,3,13,4.33,0,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,0.0,0,0
17,2016,2016-10-23,7,24.305,BAL,@,NYJ,L 16-24,,1,0,0.00,0,3,3,10,3.33,0,100.0%,3.33,0,0,,0,0,0,0.0,0,0
18,2016,2016-11-06,8,24.319,BAL,,PIT,W 21-14,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
19,2016,2016-11-10,9,24.323,BAL,,CLE,W 28-7,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
