ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,2004,2004-10-17,6,32.231,WAS,@,CHI,W 13-10,,1,1,100.0,2,2,100.0,0,7
2,2004,2004-10-31,7,32.245,WAS,,GNB,L 14-28,,2,2,100.0,,1,0.0,0,2
3,2004,2004-11-07,8,32.252,WAS,@,DET,W 17-10,,2,2,100.0,1,2,50.0,0,5
4,2004,2004-11-14,9,32.259,WAS,,CIN,L 10-17,,1,1,100.0,1,2,50.0,0,4
5,2004,2004-11-21,10,32.266,WAS,@,PHI,L 6-28,,,,,2,3,66.7,0,6
