ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
11,2005,2005-09-11,1,23.049,MIN,,TAM,L 13-24,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,3,66,22.00,0,0,0,,0,,0,0,0.0,,
12,2005,2005-09-18,2,23.056,MIN,@,CIN,L 8-37,,8,29,3.63,0,3,2,7,3.50,0,66.7%,2.33,0,0,,0,0,0,,,,,,1,6,6.00,0,0,0,,0,,0,0,0.0,,
13,2005,2005-09-25,3,23.063,MIN,,NOR,W 33-16,*,23,101,4.39,0,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,,
14,2005,2005-10-02,4,23.070,MIN,@,ATL,L 10-30,*,14,57,4.07,0,8,6,63,10.50,0,75.0%,7.88,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,,
15,2005,2005-10-16,5,23.084,MIN,@,CHI,L 3-28,*,14,57,4.07,0,9,5,52,10.40,0,55.6%,5.78,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,,
16,2005,2005-10-23,6,23.091,MIN,,GNB,W 23-20,,13,45,3.46,0,6,4,60,15.00,1,66.7%,10.00,0,0,,0,0,0,,,,,,0,0,,0,3,9,3.00,0,,1,6,0.0,,
17,2005,2005-10-30,7,23.098,MIN,@,CAR,L 13-38,*,9,30,3.33,1,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,,,,,0,0,,0,1,13,13.00,0,,1,6,0.0,,
18,2005,2005-11-06,8,23.105,MIN,,DET,W 27-14,*,11,49,4.45,0,1,1,26,26.00,0,100.0%,26.00,0,0,,0,0,0,,,,,,0,0,,0,2,30,15.00,0,,0,0,0.0,,
19,2005,2005-11-13,9,23.112,MIN,@,NYG,W 24-21,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,3,87,29.00,1,,1,6,0.0,,
20,2005,2005-11-21,10,23.120,MIN,@,GNB,W 20-17,*,22,122,5.55,0,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0,,,,,,0,0,,0,5,40,8.00,0,,0,0,0.0,,
21,2005,2005-11-27,11,23.126,MIN,,CLE,W 24-12,*,21,67,3.19,0,3,2,9,4.50,0,66.7%,3.00,0,0,,0,0,0,,,,,,0,0,,0,1,2,2.00,0,,0,0,0.0,,
22,2005,2005-12-04,12,23.133,MIN,@,DET,W 21-16,*,1,-6,-6.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,1,7,7.00,0,,0,0,0.0,,
23,2005,2005-12-11,13,23.140,MIN,,STL,W 27-13,,1,0,0.00,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,,,,,0,0,,0,1,0,0.00,0,,0,0,0.0,,
24,2005,2005-12-18,14,23.147,MIN,,PIT,L 3-18,,2,5,2.50,0,2,2,9,4.50,0,100.0%,4.50,0,0,,0,0,0,,,,,,0,0,,0,3,41,13.67,0,,0,0,0.0,,
25,2005,2005-12-25,15,23.154,MIN,@,BAL,L 23-30,,10,49,4.90,0,4,4,42,10.50,0,100.0%,10.50,0,0,,0,0,0,,,,,,0,0,,0,1,16,16.00,0,,0,0,0.0,,
26,2005,2006-01-01,16,23.161,MIN,,CHI,W 34-10,,6,57,9.50,0,6,6,44,7.33,1,100.0%,7.33,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,0.0,,
27,2006,2006-09-11,1,24.049,MIN,@,WAS,W 19-16,,2,-1,-0.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,2,27,13.50,0,,0,0,0.0,,
28,2006,2006-09-17,2,24.055,MIN,,CAR,W 16-13,,1,11,11.00,0,4,3,13,4.33,0,75.0%,3.25,0,0,,0,0,0,,0,,,,1,25,25.00,0,6,22,3.67,0,,0,0,0.0,,
29,2006,2006-09-24,3,24.062,MIN,,CHI,L 16-19,,3,23,7.67,0,4,3,18,6.00,0,75.0%,4.50,0,0,,0,0,0,,0,,,,0,0,,0,2,16,8.00,0,,0,0,0.0,,
30,2006,2006-10-01,4,24.069,MIN,@,BUF,L 12-17,,2,17,8.50,0,2,2,21,10.50,0,100.0%,10.50,0,0,,0,0,0,,0,,,,0,0,,0,1,16,16.00,0,,0,0,0.0,,
31,2006,2006-10-08,5,24.076,MIN,,DET,W 26-17,,0,0,,0,5,5,38,7.60,0,100.0%,7.60,0,0,,0,0,0,,0,,,,0,0,,0,3,19,6.33,0,,0,0,0.0,,
32,2006,2006-10-22,6,24.090,MIN,@,SEA,W 31-13,,0,0,,0,2,1,5,5.00,0,50.0%,2.50,1,1,100.00,15,1,0,158.3,0,0,15.00,35.00,0,0,,0,4,66,16.50,0,,0,0,0.0,,
33,2006,2006-10-30,7,24.098,MIN,,NWE,L 7-31,,2,9,4.50,0,7,4,91,22.75,0,57.1%,13.00,0,0,,0,0,0,,0,,,,0,0,,0,2,81,40.50,1,,1,6,0.0,,
34,2006,2006-11-05,8,24.104,MIN,@,SFO,L 3-9,,1,-1,-1.00,0,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,,,,0,0,,0,2,18,9.00,0,,0,0,0.0,,
35,2006,2006-11-12,9,24.111,MIN,,GNB,L 17-23,,3,15,5.00,0,8,5,57,11.40,0,62.5%,7.13,0,0,,0,0,0,,0,,,,0,0,,0,3,14,4.67,0,,0,0,0.0,,
36,2006,2006-11-19,10,24.118,MIN,@,MIA,L 20-24,,1,14,14.00,0,6,5,32,6.40,0,83.3%,5.33,0,0,,0,0,0,,0,,,,0,0,,0,6,68,11.33,0,,0,0,0.0,,
37,2006,2006-11-26,11,24.125,MIN,,ARI,W 31-26,,2,10,5.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,,
38,2006,2006-12-03,12,24.132,MIN,@,CHI,L 13-23,,3,13,4.33,0,5,5,51,10.20,0,100.0%,10.20,0,0,,0,0,0,,0,,,,0,0,,0,3,10,3.33,0,,0,0,0.0,,
39,2006,2006-12-10,13,24.139,MIN,@,DET,W 30-20,,3,11,3.67,0,4,2,18,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,,
40,2006,2006-12-17,14,24.146,MIN,,NYJ,L 13-26,,0,0,,0,5,5,53,10.60,1,100.0%,10.60,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,1,6,0.0,,
41,2006,2006-12-21,15,24.150,MIN,@,GNB,L 7-9,,0,0,,0,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,,,0,0,,0,1,-1,-1.00,0,,0,0,0.0,,
42,2006,2006-12-31,16,24.160,MIN,,STL,L 21-41,,1,10,10.00,0,6,3,57,19.00,0,50.0%,9.50,0,0,,0,0,0,,0,,,,0,0,,0,1,9,9.00,0,,0,0,0.0,,
43,2007,2007-09-16,2,25.054,MIN,@,DET,L 17-20,,6,50,8.33,0,4,4,36,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,,
44,2007,2007-09-23,3,25.061,MIN,@,KAN,L 10-13,,4,21,5.25,0,3,2,12,6.00,0,66.7%,4.00,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,,0,0,0.0,,
45,2007,2007-10-21,6,25.089,MIN,@,DAL,L 14-24,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,,
46,2007,2007-10-28,7,25.096,MIN,,PHI,L 16-23,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,,
47,2007,2007-11-04,8,25.103,MIN,,SDG,W 35-17,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,4,59,14.75,0,,0,0,0.0,,
48,2007,2007-11-11,9,25.110,MIN,@,GNB,L 0-34,,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,,
49,2007,2007-11-18,10,25.117,MIN,,OAK,W 29-22,,2,9,4.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,1,20,20.00,0,2,5,2.50,0,,0,0,0.0,,
50,2007,2007-11-25,11,25.124,MIN,@,NYG,W 41-17,,3,12,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,,
51,2007,2007-12-02,12,25.131,MIN,,DET,W 42-10,,3,4,1.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,1,10,10.00,0,,0,0,0.0,,
52,2007,2007-12-09,13,25.138,MIN,@,SFO,W 27-7,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,1,6,6.00,0,,0,0,0.0,,
53,2007,2007-12-23,15,25.152,MIN,,WAS,L 21-32,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,2,29,14.50,0,,0,0,0.0,,
54,2007,2007-12-30,16,25.159,MIN,@,DEN,L 19-22,,2,17,8.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,3,21,7.00,0,,0,0,0.0,,
55,2008,2008-09-07,1,26.045,PIT,,HOU,W 38-17,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,2,33,16.50,0,1,-3,-3.00,0,,0,0,0.0,0,0
56,2008,2008-09-14,2,26.052,PIT,@,CLE,W 10-6,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,1,1,1.00,0,,0,0,0.0,0,0
57,2008,2008-09-21,3,26.059,PIT,@,PHI,L 6-15,,1,6,6.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
58,2008,2008-09-29,4,26.067,PIT,,BAL,W 23-20,,8,13,1.63,0,4,3,37,12.33,0,75.0%,9.25,0,0,,0,0,0,,,,,,2,40,20.00,0,0,0,,0,,0,0,0.0,0,0
59,2008,2008-10-05,5,26.073,PIT,@,JAX,W 26-21,*,17,99,5.82,0,4,3,17,5.67,0,75.0%,4.25,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
60,2008,2008-10-19,6,26.087,PIT,@,CIN,W 38-10,*,20,120,6.00,2,6,5,14,2.80,1,83.3%,2.33,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,3,18,0.0,0,0
61,2008,2008-10-26,7,26.094,PIT,,NYG,L 14-21,*,19,84,4.42,1,5,2,10,5.00,0,40.0%,2.00,0,0,,0,0,0,,,,,,0,0,,0,2,14,7.00,0,,1,6,0.0,0,0
62,2008,2008-11-03,8,26.102,PIT,@,WAS,W 23-6,,4,-2,-0.50,0,4,3,45,15.00,0,75.0%,11.25,0,0,,0,0,0,,,,,,3,60,20.00,0,0,0,,0,,0,0,0.0,0,0
63,2008,2008-11-09,9,26.108,PIT,,IND,L 20-24,*,24,57,2.38,2,7,6,48,8.00,0,85.7%,6.86,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,2,12,0.0,0,0
64,2008,2008-11-16,10,26.115,PIT,,SDG,W 11-10,,1,-1,-1.00,0,5,5,33,6.60,0,100.0%,6.60,0,0,,0,0,0,,,,,,1,7,7.00,0,0,0,,0,,0,0,0.0,0,0
65,2008,2008-11-20,11,26.119,PIT,,CIN,W 27-10,,15,56,3.73,0,5,4,41,10.25,0,80.0%,8.20,0,0,,0,0,0,,,,,,1,24,24.00,0,1,9,9.00,0,,0,0,0.0,0,0
66,2008,2008-11-30,12,26.129,PIT,@,NWE,W 33-10,,12,67,5.58,0,3,2,9,4.50,0,66.7%,3.00,0,0,,0,0,0,,,,,,0,0,,0,1,0,0.00,0,,0,0,0.0,0,0
67,2008,2008-12-07,13,26.136,PIT,,DAL,W 20-13,,5,22,4.40,0,6,4,36,9.00,0,66.7%,6.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
68,2008,2008-12-14,14,26.143,PIT,@,BAL,W 13-9,,7,16,2.29,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,21,21.00,0,0,0,,0,,0,0,0.0,0,0
69,2008,2008-12-21,15,26.150,PIT,@,TEN,L 14-31,,3,28,9.33,0,3,2,20,10.00,0,66.7%,6.67,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,1,0
70,2008,2008-12-28,16,26.157,PIT,,CLE,W 31-0,,4,23,5.75,0,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
71,2009,2009-09-10,1,27.048,PIT,,TEN,W 13-10,,5,8,1.60,0,7,4,28,7.00,0,57.1%,4.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
72,2009,2009-09-20,2,27.058,PIT,@,CHI,L 14-17,,2,13,6.50,0,3,3,15,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,,,1,13,13.00,0,0,0,,0,,0,0,0.0,0,0
73,2009,2009-09-27,3,27.065,PIT,@,CIN,L 20-23,,1,6,6.00,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
74,2009,2009-10-04,4,27.072,PIT,,SDG,W 38-28,,2,2,1.00,0,3,3,31,10.33,1,100.0%,10.33,1,1,100.00,6,1,0,131.2,0,0,6.00,26.00,0,0,,0,1,0,0.00,0,,1,6,0.0,0,0
75,2009,2009-10-11,5,27.079,PIT,@,DET,W 28-20,,2,8,4.00,0,3,3,20,6.67,0,100.0%,6.67,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
76,2009,2009-10-18,6,27.086,PIT,,CLE,W 27-14,,5,20,4.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,0,0,,0,1,1,1.00,0,,0,0,0.0,0,0
77,2009,2009-10-25,7,27.093,PIT,,MIN,W 27-17,,4,14,3.50,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
78,2009,2009-11-09,8,27.108,PIT,@,DEN,W 28-10,,4,18,4.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,1,2,2.00,0,,0,0,0.0,0,0
79,2009,2009-11-15,9,27.114,PIT,,CIN,L 12-18,,2,21,10.50,0,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,1,0
80,2009,2009-11-22,10,27.121,PIT,@,KAN,L 24-27,,2,1,0.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
81,2009,2009-11-29,11,27.128,PIT,@,BAL,L 17-20,,4,2,0.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
82,2009,2009-12-06,12,27.135,PIT,,OAK,L 24-27,,1,7,7.00,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
83,2009,2009-12-10,13,27.139,PIT,@,CLE,L 6-13,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,3,31,10.33,0,0,0,,0,,0,0,0.0,0,0
84,2009,2009-12-20,14,27.149,PIT,,GNB,W 37-36,,0,0,,0,5,3,25,8.33,1,60.0%,5.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
85,2009,2009-12-27,15,27.156,PIT,,BAL,W 23-20,,1,-2,-2.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
86,2009,2010-01-03,16,27.163,PIT,@,MIA,W 30-24,,0,0,,0,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
87,2010,2010-09-12,1,28.050,PIT,,ATL,W 15-9,,1,0,0.00,0,2,2,3,1.50,0,100.0%,1.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
88,2010,2010-09-19,2,28.057,PIT,@,TEN,W 19-11,,2,1,0.50,0,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0,,,,,,0,8,,0,0,0,,0,,0,0,0.0,0,0
89,2010,2010-09-26,3,28.064,PIT,@,TAM,W 38-13,,1,4,4.00,0,3,2,4,2.00,0,66.7%,1.33,0,0,,0,0,0,,,,,,1,17,17.00,0,0,0,,0,,0,0,0.0,1,0
90,2010,2010-10-03,4,28.071,PIT,,BAL,L 14-17,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2010,2010-10-17,5,28.085,PIT,,CLE,W 28-10,,1,1,1.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
92,2010,2010-10-24,6,28.092,PIT,@,MIA,W 23-22,,4,11,2.75,0,4,4,48,12.00,0,100.0%,12.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
93,2010,2010-10-31,7,28.099,PIT,@,NOR,L 10-20,,2,19,9.50,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
94,2010,2010-11-08,8,28.107,PIT,@,CIN,W 27-21,,2,5,2.50,0,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
95,2010,2010-11-14,9,28.113,PIT,,NWE,L 26-39,,4,14,3.50,0,5,5,79,15.80,0,100.0%,15.80,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,0,2,0.0,0,0
96,2010,2010-11-21,10,28.120,PIT,,OAK,W 35-3,,1,2,2.00,0,4,3,17,5.67,0,75.0%,4.25,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
97,2010,2010-11-28,11,28.127,PIT,@,BUF,W 19-16,,3,12,4.00,0,5,4,33,8.25,0,80.0%,6.60,0,0,,0,0,0,,,,,,1,7,7.00,0,0,0,,0,,0,0,0.0,0,0
98,2010,2010-12-05,12,28.134,PIT,@,BAL,W 13-10,,0,0,,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
99,2010,2010-12-12,13,28.141,PIT,,CIN,W 23-7,,4,18,4.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
100,2010,2010-12-19,14,28.148,PIT,,NYJ,L 17-22,,4,7,1.75,0,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0,,,,,,1,15,15.00,0,0,0,,0,,0,0,0.0,0,0
101,2010,2010-12-23,15,28.152,PIT,,CAR,W 27-3,,4,5,1.25,0,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
102,2011,2011-09-11,1,29.049,PIT,@,BAL,L 7-35,,0,0,,0,2,2,30,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,1,0
103,2011,2011-09-18,2,29.056,PIT,,SEA,W 24-0,,0,0,,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
104,2011,2011-09-25,3,29.063,PIT,@,IND,W 23-20,,2,9,4.50,0,1,1,22,22.00,0,100.0%,22.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
105,2011,2011-10-02,4,29.070,PIT,@,HOU,L 10-17,,4,34,8.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
106,2011,2011-10-23,7,29.091,PIT,@,ARI,W 32-20,,6,26,4.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
107,2011,2011-10-30,8,29.098,PIT,,NWE,W 25-17,,1,16,16.00,0,2,2,29,14.50,1,100.0%,14.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
108,2011,2011-11-06,9,29.105,PIT,,BAL,L 20-23,,0,0,,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
109,2011,2011-11-13,10,29.112,PIT,@,CIN,W 24-17,,2,7,3.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
110,2011,2011-11-27,11,29.126,PIT,@,KAN,W 13-9,,2,16,8.00,0,3,3,9,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
111,2011,2011-12-04,12,29.133,PIT,,CIN,W 35-7,,1,13,13.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
112,2011,2011-12-08,13,29.137,PIT,,CLE,W 14-3,,3,15,5.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,1,10,10.00,0,0,0,,0,,0,0,0.0,0,0
113,2011,2011-12-19,14,29.148,PIT,@,SFO,L 3-20,,1,21,21.00,0,2,2,5,2.50,0,100.0%,2.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
114,2012,2012-09-09,1,30.047,IND,@,CHI,L 21-41,,0,0,,0,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,,,1,7,7.00,0,0,0,,0,,0,0,0.0,0,0
115,2012,2012-09-16,2,30.054,IND,,MIN,W 23-20,,1,-2,-2.00,0,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
116,2012,2012-09-23,3,30.061,IND,,JAX,L 17-22,,2,0,0.00,0,1,1,4,4.00,1,100.0%,4.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
117,2012,2012-10-14,5,30.082,IND,@,NYJ,L 9-35,,3,5,1.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
118,2012,2012-10-21,6,30.089,IND,,CLE,W 17-13,,3,11,3.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,1,24,24.00,0,0,0,,0,,0,0,0.0,0,0
119,2012,2012-10-28,7,30.096,IND,@,TEN,W 19-13,,0,0,,0,2,1,13,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,0,,,1,19,19.00,0,0,0,,0,,0,0,0.0,0,0
120,2012,2012-12-16,14,30.145,IND,@,HOU,L 17-29,,4,6,1.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
121,2012,2012-12-23,15,30.152,IND,@,KAN,W 20-13,,0,0,,0,1,1,32,32.00,0,100.0%,32.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
122,2012,2012-12-30,16,30.159,IND,,HOU,W 28-16,,0,0,,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
